ratio,media,source,jobs,recordsize,mode,iters,source_bytes,elapsed_ms,write_bw_mib_s,cpu_active_pct,cpu_system_pct,cpu_iowait_pct,cpu_active_s_per_gib_calc,compressratio,qat_byte_share_pct_calc,comp_requests_delta,comp_in_delta,dc_fails_delta,sha_ok,effective_level,effective_hufftype,effective_min_buf,effective_max_buf,stamp
low,hdd,mixed,4,1M,qat,2,805306368.0,3221.76,238.405,7.4758565,2.685,3.55,20.5528878399488,1.86,100.0,1536.0,1610612736.0,0,yes,1,static,524288,1048576,20260524T083200Z
low,hdd,mixed,4,1M,sw,2,805306368.0,3064.487,250.715,41.4401725,15.825,3.3150000000000004,108.36724898475309,1.96,0.0,0,0,0,yes,1,static,524288,1048576,20260524T083200Z
low,hdd,mixed,8,128K,qat,2,1610612736.0,6226.529,246.69,43.8316175,16.465,6.545,116.44537065841386,1.88,0.0,0,0,0,yes,1,static,524288,1048576,20260524T083200Z
low,hdd,mixed,8,128K,sw,2,1610612736.0,6100.1325,251.8,43.296350000000004,16.605,6.71,112.68841462032002,1.88,0.0,0,0,0,yes,1,static,524288,1048576,20260524T083200Z
low,hdd,mixed,8,512K,qat,2,1610612736.0,5798.1,264.91499999999996,9.0038745,3.6,6.035,22.274288955072006,1.85,100.21158854166667,6157.0,3228041216.0,0,yes,1,static,524288,1048576,20260524T083200Z
low,hdd,mixed,8,512K,sw,2,1610612736.0,5645.851000000001,272.06,44.284424,18.345,5.735,106.67659073059157,1.96,0.0,0,0,0,yes,1,static,524288,1048576,20260524T083200Z
low,hdd,mixed,8,1M,qat,2,1610612736.0,5729.387,268.105,6.759374,2.74,6.02,16.523549663461548,1.86,100.48828125,3087.0,3236954112.0,0,yes,1,static,524288,1048576,20260524T083200Z
low,hdd,mixed,8,1M,sw,2,1610612736.0,5608.048500000001,273.895,41.896478,17.475,5.47,100.24852505735811,1.96,0.0,0,0,0,yes,1,static,524288,1048576,20260524T083200Z
low,hdd,random,1,128K,qat,2,201326592.0,1733.038,110.815,53.380774,9.01,2.3899999999999997,315.7705721562863,1.0,0.0,0,0,0,yes,1,static,524288,1048576,20260524T083200Z
low,hdd,random,1,128K,sw,2,201326592.0,1809.2485,106.12,53.4500355,8.629999999999999,2.395,330.08434023533823,1.0,0.0,0,0,0,yes,1,static,524288,1048576,20260524T083200Z
low,hdd,random,1,512K,qat,2,201326592.0,1666.8755,115.33,4.701989,0.7949999999999999,2.955,26.752444639127898,1.0,100.0,768.0,402653184.0,0,yes,1,static,524288,1048576,20260524T083200Z
low,hdd,random,1,512K,sw,2,201326592.0,1711.284,112.28,55.6754745,9.525,2.1,325.21061957720065,1.0,0.0,0,0,0,yes,1,static,524288,1048576,20260524T083200Z
low,hdd,random,1,1M,qat,2,201326592.0,1522.212,126.33000000000001,4.8216795,0.8899999999999999,2.68,25.052564121784318,1.0,100.0,384.0,402653184.0,0,yes,1,static,524288,1048576,20260524T083200Z
low,hdd,random,1,1M,sw,2,201326592.0,1624.3015,118.525,54.2451335,9.8,2.255,300.75034184277416,1.0,0.0,0,0,0,yes,1,static,524288,1048576,20260524T083200Z
low,hdd,random,4,128K,qat,2,805306368.0,5249.326,146.32999999999998,63.3278485,14.120000000000001,4.07,283.67233847902804,1.0,0.0,0,0,0,yes,1,static,524288,1048576,20260524T083200Z
low,hdd,random,4,128K,sw,2,805306368.0,5078.0175,151.26,63.521934,14.635000000000002,3.855,275.2558869212544,1.0,0.0,0,0,0,yes,1,static,524288,1048576,20260524T083200Z
low,hdd,random,4,512K,qat,2,805306368.0,4933.356,155.685,4.5277125,1.0550000000000002,4.635,19.060751042688,1.0,100.0,3072.0,1610612736.0,0,yes,1,static,524288,1048576,20260524T083200Z
low,hdd,random,4,512K,sw,2,805306368.0,4993.313,153.82999999999998,66.449295,15.57,3.71,283.1378163748992,1.0,0.0,0,0,0,yes,1,static,524288,1048576,20260524T083200Z
low,hdd,random,4,1M,qat,2,805306368.0,4838.206,158.735,4.3762185,1.04,4.145,18.067666435422723,1.0,100.0,1536.0,1610612736.0,0,yes,1,static,524288,1048576,20260524T083200Z
low,hdd,random,4,1M,sw,2,805306368.0,4898.798000000001,156.78,65.2531465,15.6,3.825,272.7782259779474,1.0,0.0,0,0,0,yes,1,static,524288,1048576,20260524T083200Z
low,hdd,random,8,128K,qat,2,1610612736.0,9742.7485,157.655,62.70733,15.059999999999999,6.795,260.66847799317543,1.0,0.0,0,0,0,yes,1,static,524288,1048576,20260524T083200Z
low,hdd,random,8,128K,sw,2,1610612736.0,9798.8645,156.76,62.6818235,14.969999999999999,6.815,262.06322990481743,1.0,0.0,0,0,0,yes,1,static,524288,1048576,20260524T083200Z
low,hdd,random,8,512K,qat,2,1610612736.0,9733.0425,157.835,4.609044000000001,1.085,7.16,19.140275684851204,1.0,100.22786458333333,6158.0,3228565504.0,0,yes,1,static,524288,1048576,20260524T083200Z
low,hdd,random,8,512K,sw,2,1610612736.0,9563.5415,160.63,65.2529955,15.975000000000001,6.24,266.2612183311203,1.0,0.0,0,0,0,yes,1,static,524288,1048576,20260524T083200Z
low,hdd,random,8,1M,qat,2,1610612736.0,9474.6195,162.125,4.708997,1.1400000000000001,7.01,19.036140715367043,1.0,100.42317708333333,3085.0,3234856960.0,0,yes,1,static,524288,1048576,20260524T083200Z
low,hdd,random,8,1M,sw,2,1610612736.0,9557.526,160.745,66.5590005,16.3,6.305,271.41946786677886,1.0,0.0,0,0,0,yes,1,static,524288,1048576,20260524T083200Z
low,hdd,tiff,1,128K,qat,2,191346108.0,835.5899999999999,218.69,10.1574355,3.37,1.5499999999999998,30.48158303411237,16.86,0.0,0,0,0,yes,1,static,524288,1048576,20260524T083200Z
low,hdd,tiff,1,128K,sw,2,191346108.0,803.5135,227.375,10.177623,3.5,1.68,29.369716092576812,16.86,0.0,0,0,0,yes,1,static,524288,1048576,20260524T083200Z
low,hdd,tiff,1,512K,qat,2,191346108.0,637.9655,286.14,3.585899,1.53,1.44,8.215905918888437,20.34,100.00993592197862,730.0,382730240.0,0,yes,1,static,524288,1048576,20260524T083200Z
low,hdd,tiff,1,512K,sw,2,191346108.0,588.5125,310.14,9.523057999999999,4.465,0.76,20.127615707009056,24.42,0.0,0,0,0,yes,1,static,524288,1048576,20260524T083200Z
low,hdd,tiff,1,1M,qat,2,191346108.0,567.429,321.69500000000005,3.1168075,1.5,0.86,6.351579216038579,21.74,100.2839357464224,366.0,383778816.0,0,yes,1,static,524288,1048576,20260524T083200Z
low,hdd,tiff,1,1M,sw,2,191346108.0,570.845,319.985,9.863900000000001,4.77,0.9850000000000001,20.22213815176258,25.17,0.0,0,0,0,yes,1,static,524288,1048576,20260524T083200Z
low,hdd,tiff,4,128K,qat,2,765384432.0,1073.926,679.9649999999999,12.2396645,12.645,3.44,11.801686937983021,16.9,0.0,0,0,0,yes,1,static,524288,1048576,20260524T083200Z
low,hdd,tiff,4,128K,sw,2,765384432.0,1053.0884999999998,693.67,12.2912775,12.955,2.8,11.621498046637456,16.9,0.0,0,0,0,yes,1,static,524288,1048576,20260524T083200Z
low,hdd,tiff,4,512K,qat,2,765384432.0,995.543,733.2049999999999,3.9467144999999997,4.345,2.475,3.5277349992188185,20.4,100.00993592197862,2920.0,1530920960.0,0,yes,1,static,524288,1048576,20260524T083200Z
low,hdd,tiff,4,512K,sw,2,765384432.0,964.289,757.135,11.465868,13.2,2.215,9.926916522802546,24.51,0.0,0,0,0,yes,1,static,524288,1048576,20260524T083200Z
low,hdd,tiff,4,1M,qat,2,765384432.0,1000.8325,729.325,3.544805,3.885,1.7850000000000001,3.1853266040057786,21.81,100.2839357464224,1464.0,1535115264.0,0,yes,1,static,524288,1048576,20260524T083200Z
low,hdd,tiff,4,1M,sw,2,765384432.0,946.2725,772.335,11.205962,13.145,1.565,9.520627731074933,25.26,0.0,0,0,0,yes,1,static,524288,1048576,20260524T083200Z
low,hdd,tiff,8,128K,qat,2,1530768864.0,1528.9205,954.83,12.725294,18.425,4.744999999999999,8.7341963828092,16.91,0.0,0,0,0,yes,1,static,524288,1048576,20260524T083200Z
low,hdd,tiff,8,128K,sw,2,1530768864.0,1536.2875,951.8199999999999,12.6267785,18.245,3.9349999999999996,8.708338115538414,16.91,0.0,0,0,0,yes,1,static,524288,1048576,20260524T083200Z
low,hdd,tiff,8,512K,qat,2,1530768864.0,1450.7905,1006.625,4.2600705,6.41,3.48,2.774544618488058,20.41,100.2839357464224,5856.0,3070230528.0,0,yes,1,static,524288,1048576,20260524T083200Z
low,hdd,tiff,8,512K,sw,2,1530768864.0,1385.2240000000002,1053.94,12.399631,19.855,3.2249999999999996,7.710792077380475,24.52,0.0,0,0,0,yes,1,static,524288,1048576,20260524T083200Z
low,hdd,tiff,8,1M,qat,2,1530768864.0,1507.779,968.55,4.046018,5.885,2.95,2.738644903364393,21.83,100.83193539530994,2944.0,3087007744.0,0,yes,1,static,524288,1048576,20260524T083200Z
low,hdd,tiff,8,1M,sw,2,1530768864.0,1472.051,991.74,12.5774615,18.950000000000003,2.7800000000000002,8.311627610446862,25.28,0.0,0,0,0,yes,1,static,524288,1048576,20260524T083200Z
low,nvme,mixed,1,128K,qat,2,201326592.0,805.8695,238.365,35.4954415,12.825,0.51,97.6373544751249,1.88,0.0,0,0,0,yes,1,static,524288,1048576,20260524T083200Z
low,nvme,mixed,1,128K,sw,2,201326592.0,810.168,237.03,36.691414,13.235,0.35500000000000004,101.46546175164416,1.88,0.0,0,0,0,yes,1,static,524288,1048576,20260524T083200Z
low,nvme,mixed,1,512K,qat,2,201326592.0,882.7819999999999,217.525,5.3940435,1.7650000000000001,0.31,16.25348952411136,1.85,100.0,768.0,402653184.0,0,yes,1,static,524288,1048576,20260524T083200Z
low,nvme,mixed,1,512K,sw,2,201326592.0,812.7325,236.255,34.012475499999994,12.23,0.38999999999999996,94.35492435389011,1.96,0.0,0,0,0,yes,1,static,524288,1048576,20260524T083200Z
low,nvme,mixed,1,1M,qat,2,201326592.0,883.2294999999999,217.405,5.2304465,1.7,0.24,15.768523594996905,1.86,100.0,384.0,402653184.0,0,yes,1,static,524288,1048576,20260524T083200Z
low,nvme,mixed,1,1M,sw,2,201326592.0,801.8199999999999,239.47,34.5038465,12.575,0.555,94.43285060481708,1.96,0.0,0,0,0,yes,1,static,524288,1048576,20260524T083200Z
low,nvme,mixed,4,128K,qat,2,805306368.0,1331.9544999999998,576.6,40.144723,35.254999999999995,0.36000000000000004,45.62853926494165,1.88,0.0,0,0,0,yes,1,static,524288,1048576,20260524T083200Z
low,nvme,mixed,4,128K,sw,2,805306368.0,1301.3110000000001,590.185,39.720788,35.705,0.02,44.108030594618036,1.88,0.0,0,0,0,yes,1,static,524288,1048576,20260524T083200Z
low,nvme,mixed,4,512K,qat,2,805306368.0,1356.154,566.355,6.4063165,5.47,0.5800000000000001,7.413718823885655,1.85,100.0,3072.0,1610612736.0,0,yes,1,static,524288,1048576,20260524T083200Z
low,nvme,mixed,4,512K,sw,2,805306368.0,1342.2535,572.235,40.4586665,35.260000000000005,0.475,46.34093799676395,1.96,0.0,0,0,0,yes,1,static,524288,1048576,20260524T083200Z
low,nvme,mixed,4,1M,qat,2,805306368.0,1194.58,642.9,5.530073,5.38,0.575,5.637217795703466,1.86,100.0,1536.0,1610612736.0,0,yes,1,static,524288,1048576,20260524T083200Z
low,nvme,mixed,4,1M,sw,2,805306368.0,1239.663,619.525,39.886111,37.66,0.45,42.19335340423936,1.96,0.0,0,0,0,yes,1,static,524288,1048576,20260524T083200Z
low,nvme,mixed,8,128K,qat,2,1610612736.0,1761.326,872.075,40.2202705,53.435,0.7549999999999999,30.22549681437141,1.88,0.0,0,0,0,yes,1,static,524288,1048576,20260524T083200Z
low,nvme,mixed,8,128K,sw,2,1610612736.0,1770.3395,867.635,40.206756,53.144999999999996,0.635,30.36996621382912,1.88,0.0,0,0,0,yes,1,static,524288,1048576,20260524T083200Z
low,nvme,mixed,8,512K,qat,2,1610612736.0,1434.4775,1070.9450000000002,6.2059685,10.01,0.845,3.798324129689067,1.85,100.22786458333333,6158.0,3228565504.0,0,yes,1,static,524288,1048576,20260524T083200Z
low,nvme,mixed,8,512K,sw,2,1610612736.0,2042.2335,755.79,42.095432,48.385,0.975,36.679979275678726,1.96,0.0,0,0,0,yes,1,static,524288,1048576,20260524T083200Z
low,nvme,mixed,8,1M,qat,2,1610612736.0,1599.5365,969.4549999999999,7.0332295,10.195,0.855,4.799960447200747,1.86,100.48828125,3087.0,3236954112.0,0,yes,1,static,524288,1048576,20260524T083200Z
low,nvme,mixed,8,1M,sw,2,1610612736.0,1920.0149999999999,800.105,40.0172245,48.785,0.98,32.7823664206368,1.96,0.0,0,0,0,yes,1,static,524288,1048576,20260524T083200Z
low,nvme,random,1,128K,qat,2,201326592.0,739.8035,260.165,54.6039985,21.545,0.84,137.88579568399277,1.0,0.0,0,0,0,yes,1,static,524288,1048576,20260524T083200Z
low,nvme,random,1,128K,sw,2,201326592.0,690.7225,277.97,50.66693050000001,21.46,0.86,119.45570611980376,1.0,0.0,0,0,0,yes,1,static,524288,1048576,20260524T083200Z
low,nvme,random,1,512K,qat,2,201326592.0,410.805,467.61,3.1007935,2.1550000000000002,0.675,4.3479772971264,1.0,100.0,768.0,402653184.0,0,yes,1,static,524288,1048576,20260524T083200Z
low,nvme,random,1,512K,sw,2,201326592.0,705.092,272.32,52.864301499999996,21.935,0.9400000000000001,127.2292559299857,1.0,0.0,0,0,0,yes,1,static,524288,1048576,20260524T083200Z
low,nvme,random,1,1M,qat,2,201326592.0,398.22749999999996,482.145,2.9909145,2.1799999999999997,0.87,4.0654998324864,1.0,100.0,384.0,402653184.0,0,yes,1,static,524288,1048576,20260524T083200Z
low,nvme,random,1,1M,sw,2,201326592.0,703.7685,272.815,52.6921655,21.905,1.0550000000000002,126.57693448767743,1.0,0.0,0,0,0,yes,1,static,524288,1048576,20260524T083200Z
low,nvme,random,4,128K,qat,2,805306368.0,1396.5145,549.985,61.252636,51.34,0.095,72.99429916776278,1.0,0.0,0,0,0,yes,1,static,524288,1048576,20260524T083200Z
low,nvme,random,4,128K,sw,2,805306368.0,1395.2469999999998,550.465,61.076498,51.255,0.515,72.71833651627178,1.0,0.0,0,0,0,yes,1,static,524288,1048576,20260524T083200Z
low,nvme,random,4,512K,qat,2,805306368.0,785.3385000000001,977.9749999999999,3.3113194999999997,4.91,1.1099999999999999,2.21909904140864,1.0,100.0,3072.0,1610612736.0,0,yes,1,static,524288,1048576,20260524T083200Z
low,nvme,random,4,512K,sw,2,805306368.0,1478.3919999999998,519.515,64.3247955,50.94,0.595,81.14966448540672,1.0,0.0,0,0,0,yes,1,static,524288,1048576,20260524T083200Z
low,nvme,random,4,1M,qat,2,805306368.0,751.615,1022.14,3.503179,5.3149999999999995,1.26,2.2468624077525337,1.0,100.0,1536.0,1610612736.0,0,yes,1,static,524288,1048576,20260524T083200Z
low,nvme,random,4,1M,sw,2,805306368.0,1427.7779999999998,537.9,64.683112,53.035,1.075,78.8079993899827,1.0,0.0,0,0,0,yes,1,static,524288,1048576,20260524T083200Z
low,nvme,random,8,128K,qat,2,1610612736.0,2315.362,663.725,62.30655350000001,62.995,0.905,61.55188323194326,1.0,0.0,0,0,0,yes,1,static,524288,1048576,20260524T083200Z
low,nvme,random,8,128K,sw,2,1610612736.0,2254.4025,681.335,62.012429499999996,64.395,0.75,59.64841646757281,1.0,0.0,0,0,0,yes,1,static,524288,1048576,20260524T083200Z
low,nvme,random,8,512K,qat,2,1610612736.0,1057.0445,1453.125,3.928116,8.555,1.48,1.7716025229491201,1.0,100.26041666666667,6160.0,3229614080.0,0,yes,1,static,524288,1048576,20260524T083200Z
low,nvme,random,8,512K,sw,2,1610612736.0,2401.0744999999997,639.72,65.298902,63.635000000000005,1.005,66.8960121472849,1.0,0.0,0,0,0,yes,1,static,524288,1048576,20260524T083200Z
low,nvme,random,8,1M,qat,2,1610612736.0,1066.1499999999999,1453.065,3.9795545,8.565000000000001,1.54,1.8102621995413333,1.0,100.48828125,3087.0,3236954112.0,0,yes,1,static,524288,1048576,20260524T083200Z
low,nvme,random,8,1M,sw,2,1610612736.0,2334.674,657.925,65.24937249999999,65.435,1.09,64.99669908994773,1.0,0.0,0,0,0,yes,1,static,524288,1048576,20260524T083200Z
low,nvme,tiff,1,128K,qat,2,191346108.0,564.355,323.8,9.179165999999999,4.475,0.195,18.60440614525303,16.86,0.0,0,0,0,yes,1,static,524288,1048576,20260524T083200Z
low,nvme,tiff,1,128K,sw,2,191346108.0,548.0060000000001,333.19,9.268274,4.68,0.27,18.240821304074604,16.86,0.0,0,0,0,yes,1,static,524288,1048576,20260524T083200Z
low,nvme,tiff,1,512K,qat,2,191346108.0,529.2615000000001,344.81,3.192358,1.62,0.38,6.067951523497718,20.34,100.00993592197862,730.0,382730240.0,0,yes,1,static,524288,1048576,20260524T083200Z
low,nvme,tiff,1,512K,sw,2,191346108.0,511.067,357.09000000000003,9.0109995,4.85,0.285,16.53906734377868,24.42,0.0,0,0,0,yes,1,static,524288,1048576,20260524T083200Z
low,nvme,tiff,1,1M,qat,2,191346108.0,533.988,341.985,2.9699045,1.52,0.43500000000000005,5.695530642473681,21.74,100.2839357464224,366.0,383778816.0,0,yes,1,static,524288,1048576,20260524T083200Z
low,nvme,tiff,1,1M,sw,2,191346108.0,509.0825,358.855,9.619806,5.175000000000001,0.21000000000000002,17.587928557991333,25.17,0.0,0,0,0,yes,1,static,524288,1048576,20260524T083200Z
low,nvme,tiff,4,128K,qat,2,765384432.0,756.8040000000001,964.585,11.321763,16.575000000000003,0.16,7.69303481465476,16.9,0.0,0,0,0,yes,1,static,524288,1048576,20260524T083200Z
low,nvme,tiff,4,128K,sw,2,765384432.0,750.5550000000001,972.5450000000001,11.230163999999998,16.564999999999998,0.07,7.567785962050035,16.9,0.0,0,0,0,yes,1,static,524288,1048576,20260524T083200Z
low,nvme,tiff,4,512K,qat,2,765384432.0,809.1855,902.0550000000001,3.454783,4.630000000000001,0.62,2.5099732056654873,20.4,100.00993592197862,2920.0,1530920960.0,0,yes,1,static,524288,1048576,20260524T083200Z
low,nvme,tiff,4,512K,sw,2,765384432.0,744.4480000000001,980.5050000000001,10.502541,15.625,0.29000000000000004,7.01986843330384,24.51,0.0,0,0,0,yes,1,static,524288,1048576,20260524T083200Z
low,nvme,tiff,4,1M,qat,2,765384432.0,774.865,942.29,3.376264,4.745,0.72,2.348889909210111,21.81,100.2839357464224,1464.0,1535115264.0,0,yes,1,static,524288,1048576,20260524T083200Z
low,nvme,tiff,4,1M,sw,2,765384432.0,712.8045,1024.07,10.965709,17.045,0.185,7.017903126299134,25.26,0.0,0,0,0,yes,1,static,524288,1048576,20260524T083200Z
low,nvme,tiff,8,128K,qat,2,1530768864.0,841.5989999999999,1734.755,11.677222,30.705,0.24,4.411791417017069,16.91,0.0,0,0,0,yes,1,static,524288,1048576,20260524T083200Z
low,nvme,tiff,8,128K,sw,2,1530768864.0,1073.4885,1361.615,14.506967,29.884999999999998,0.22499999999999998,6.9910795403460515,16.91,0.0,0,0,0,yes,1,static,524288,1048576,20260524T083200Z
low,nvme,tiff,8,512K,qat,2,1530768864.0,1045.624,1396.1599999999999,4.093284499999999,8.555,1.02,1.9213996079654958,20.4,100.2839357464224,5856.0,3070230528.0,0,yes,1,static,524288,1048576,20260524T083200Z
low,nvme,tiff,8,512K,sw,2,1530768864.0,992.0765,1481.5349999999999,13.843658,30.875,0.325,6.165470837957966,24.52,0.0,0,0,0,yes,1,static,524288,1048576,20260524T083200Z
low,nvme,tiff,8,1M,qat,2,1530768864.0,1125.9525,1322.3049999999998,4.812082,9.295,0.79,2.432334571972688,21.83,100.72918546114353,2941.0,3083862016.0,0,yes,1,static,524288,1048576,20260524T083200Z
low,nvme,tiff,8,1M,sw,2,1530768864.0,1157.963,1300.4099999999999,16.102589000000002,30.945,0.195,8.370677592037582,25.28,0.0,0,0,0,yes,1,static,524288,1048576,20260524T083200Z
medium,hdd,mixed,1,128K,qat,2,201326592.0,1225.922,156.635,35.254902,8.405000000000001,2.0999999999999996,147.5234473630515,1.88,0.0,0,0,0,yes,1,dynamic,524288,524288,20260524T084754Z
medium,hdd,mixed,1,128K,sw,2,201326592.0,1229.529,156.24,36.7755365,8.719999999999999,2.27,154.3392891470797,1.88,0.0,0,0,0,yes,1,dynamic,524288,524288,20260524T084754Z
medium,hdd,mixed,1,512K,qat,2,201326592.0,1350.721,142.175,6.288109,1.335,2.52,28.991081392090454,1.96,100.0,768.0,402653184.0,0,yes,1,dynamic,524288,524288,20260524T084754Z
medium,hdd,mixed,1,512K,sw,2,201326592.0,1185.4340000000002,162.245,35.0972725,8.64,1.4849999999999999,142.0134404395179,1.96,0.0,0,0,0,yes,1,dynamic,524288,524288,20260524T084754Z
medium,hdd,mixed,1,1M,qat,2,201326592.0,1176.574,163.25,33.5026105,8.325,1.785,134.5477988571375,1.96,0.0,0,0,0,yes,1,dynamic,524288,524288,20260524T084754Z
medium,hdd,mixed,1,1M,sw,2,201326592.0,1158.0935,165.815,34.2593375,8.65,1.6400000000000001,135.42576152936533,1.96,0.0,0,0,0,yes,1,dynamic,524288,524288,20260524T084754Z
medium,hdd,mixed,4,128K,qat,2,805306368.0,3259.0705,235.745,41.861848499999994,15.04,3.415,116.42087724528574,1.88,0.0,0,0,0,yes,1,dynamic,524288,524288,20260524T084754Z
medium,hdd,mixed,4,128K,sw,2,805306368.0,3370.1065,228.06,42.1060265,14.620000000000001,3.6399999999999997,121.08953053595498,1.88,0.0,0,0,0,yes,1,dynamic,524288,524288,20260524T084754Z
medium,hdd,mixed,4,512K,qat,2,805306368.0,2881.5885,266.525,6.5399735,2.62,3.69,16.08150393847872,1.96,100.0,3072.0,1610612736.0,0,yes,1,dynamic,524288,524288,20260524T084754Z
medium,hdd,mixed,4,512K,sw,2,805306368.0,3001.6130000000003,255.94,41.35683950000001,16.115000000000002,3.4299999999999997,105.93043377673689,1.96,0.0,0,0,0,yes,1,dynamic,524288,524288,20260524T084754Z
medium,hdd,mixed,4,1M,qat,2,805306368.0,2912.94,263.75,38.883576000000005,15.615,2.8499999999999996,96.6532470386688,1.96,0.0,0,0,0,yes,1,dynamic,524288,524288,20260524T084754Z
medium,hdd,mixed,4,1M,sw,2,805306368.0,2899.9485,264.92499999999995,40.780934,16.455,3.23,100.91742581922047,1.96,0.0,0,0,0,yes,1,dynamic,524288,524288,20260524T084754Z
medium,hdd,mixed,8,128K,qat,2,1610612736.0,6203.3155,247.66000000000003,43.2857455,16.325,6.49,114.56645802206089,1.88,0.0,0,0,0,yes,1,dynamic,524288,524288,20260524T084754Z
medium,hdd,mixed,8,128K,sw,2,1610612736.0,6231.919,246.495,42.292463,15.875,6.78,112.45363358997203,1.88,0.0,0,0,0,yes,1,dynamic,524288,524288,20260524T084754Z
medium,hdd,mixed,8,512K,qat,2,1610612736.0,5457.883,281.435,7.3352235,3.11,6.279999999999999,17.081511100522878,1.96,100.22786458333333,6158.0,3228565504.0,0,yes,1,dynamic,524288,524288,20260524T084754Z
medium,hdd,mixed,8,512K,sw,2,1610612736.0,5634.443,272.615,42.4647545,17.625,6.145,102.08650186207723,1.96,0.0,0,0,0,yes,1,dynamic,524288,524288,20260524T084754Z
medium,hdd,mixed,8,1M,qat,2,1610612736.0,5622.682000000001,273.37,41.879889000000006,17.439999999999998,5.75,100.47031383138051,1.96,0.0,0,0,0,yes,1,dynamic,524288,524288,20260524T084754Z
medium,hdd,mixed,8,1M,sw,2,1610612736.0,5401.567499999999,284.365,41.3923675,17.93,5.62,95.39569793538398,1.96,0.0,0,0,0,yes,1,dynamic,524288,524288,20260524T084754Z
medium,hdd,random,1,128K,qat,2,201326592.0,1707.0325,112.495,54.775617999999994,9.37,2.5999999999999996,319.1595012559701,1.0,0.0,0,0,0,yes,1,dynamic,524288,524288,20260524T084754Z
medium,hdd,random,1,128K,sw,2,201326592.0,1658.7835,115.75999999999999,54.077907499999995,9.504999999999999,2.3,306.18808550579627,1.0,0.0,0,0,0,yes,1,dynamic,524288,524288,20260524T084754Z
medium,hdd,random,1,512K,qat,2,201326592.0,1522.826,126.14999999999999,4.3118045,0.81,3.075,22.412383571684696,1.0,100.0,768.0,402653184.0,0,yes,1,dynamic,524288,524288,20260524T084754Z
medium,hdd,random,1,512K,sw,2,201326592.0,1586.0915,121.09,55.0530415,10.15,1.8599999999999999,298.0494034681079,1.0,0.0,0,0,0,yes,1,dynamic,524288,524288,20260524T084754Z
medium,hdd,random,1,1M,qat,2,201326592.0,1582.1345000000001,121.45500000000001,54.425362,10.07,2.1500000000000004,293.9161357489118,1.0,0.0,0,0,0,yes,1,dynamic,524288,524288,20260524T084754Z
medium,hdd,random,1,1M,sw,2,201326592.0,1509.4215,127.2,55.642058000000006,10.754999999999999,2.3049999999999997,286.67671432344576,1.0,0.0,0,0,0,yes,1,dynamic,524288,524288,20260524T084754Z
medium,hdd,random,4,128K,qat,2,805306368.0,5126.221,149.845,63.1942735,14.43,4.145,276.4354661507784,1.0,0.0,0,0,0,yes,1,dynamic,524288,524288,20260524T084754Z
medium,hdd,random,4,128K,sw,2,805306368.0,4985.0075,154.07,63.1249095,14.815000000000001,3.895,268.52535235782085,1.0,0.0,0,0,0,yes,1,dynamic,524288,524288,20260524T084754Z
medium,hdd,random,4,512K,qat,2,805306368.0,4866.9305,157.8,4.443883,1.045,4.395,18.455952820165546,1.0,100.0,3072.0,1610612736.0,0,yes,1,dynamic,524288,524288,20260524T084754Z
medium,hdd,random,4,512K,sw,2,805306368.0,4990.648499999999,153.89,65.6044055,15.385,3.885,279.38861047634487,1.0,0.0,0,0,0,yes,1,dynamic,524288,524288,20260524T084754Z
medium,hdd,random,4,1M,qat,2,805306368.0,4983.6745,154.125,65.65170950000001,15.415,3.785,279.199360440796,1.0,0.0,0,0,0,yes,1,dynamic,524288,524288,20260524T084754Z
medium,hdd,random,4,1M,sw,2,805306368.0,4860.294,158.015,65.9024515,15.855,3.635,273.3271804678323,1.0,0.0,0,0,0,yes,1,dynamic,524288,524288,20260524T084754Z
medium,hdd,random,8,128K,qat,2,1610612736.0,9868.1525,155.685,63.325361,15.02,6.66,266.6258429719691,1.0,0.0,0,0,0,yes,1,dynamic,524288,524288,20260524T084754Z
medium,hdd,random,8,128K,sw,2,1610612736.0,9620.429,159.66,63.807788,15.515,6.92,261.9128721497822,1.0,0.0,0,0,0,yes,1,dynamic,524288,524288,20260524T084754Z
medium,hdd,random,8,512K,qat,2,1610612736.0,9521.2575,161.35500000000002,4.651165000000001,1.1150000000000002,7.02,18.894907579728002,1.0,100.1953125,6156.0,3227516928.0,0,yes,1,dynamic,524288,524288,20260524T084754Z
medium,hdd,random,8,512K,sw,2,1610612736.0,9857.4915,155.825,66.030596,15.675,6.86,277.7156432255719,1.0,0.0,0,0,0,yes,1,dynamic,524288,524288,20260524T084754Z
medium,hdd,random,8,1M,qat,2,1610612736.0,9629.1785,159.54000000000002,65.66447,15.965,6.465,269.77915850150185,1.0,0.0,0,0,0,yes,1,dynamic,524288,524288,20260524T084754Z
medium,hdd,random,8,1M,sw,2,1610612736.0,9534.5655,161.10000000000002,67.061215,16.465,6.15,272.81047335555525,1.0,0.0,0,0,0,yes,1,dynamic,524288,524288,20260524T084754Z
medium,hdd,tiff,1,128K,qat,2,191346108.0,821.095,223.06,10.600749,3.58,1.45,31.260086107663657,16.86,0.0,0,0,0,yes,1,dynamic,524288,524288,20260524T084754Z
medium,hdd,tiff,1,128K,sw,2,191346108.0,754.2180000000001,241.95999999999998,10.265218,3.77,1.565,27.805152454063517,16.86,0.0,0,0,0,yes,1,dynamic,524288,524288,20260524T084754Z
