ratio,media,source,jobs,recordsize,qat_ms,sw_ms,qat_vs_sw_pct,qat_cpu_s_per_gib,sw_cpu_s_per_gib,cpu_s_per_gib_delta_pct,qat_share_pct,compressratio_qat,compressratio_sw,dc_fails_delta,sha_ok,effective_level,effective_hufftype,effective_min_buf,effective_max_buf,stamp
medium,hdd,tiff,8,1M,1442.772,1667.0169999999998,-13.451872416418064,7.949856739708528,12.437376873268816,-36.08092107593158,0.0,25.28,25.28,0,yes,1,dynamic,524288,524288,20260524T084754Z
medium,hdd,tiff,8,512K,1497.9814999999999,1442.068,3.8773136911712824,2.6450074527821825,7.7587849041318595,-65.90951437030286,100.2839357464224,24.6,24.52,0,yes,1,dynamic,524288,524288,20260524T084754Z
medium,nvme,mixed,1,128K,793.332,772.7015,2.6699184613980926,89.69779901140993,86.42998024010667,3.780885709131363,0.0,1.88,1.88,0,yes,1,dynamic,524288,524288,20260524T084754Z
medium,nvme,mixed,1,1M,784.7145,780.2605,0.5708349967735217,91.0220473216512,90.21589658181034,0.8935794803189913,0.0,1.96,1.96,0,yes,1,dynamic,524288,524288,20260524T084754Z
medium,nvme,mixed,1,512K,852.0915,811.3665,5.019310015880619,14.845565476651522,97.14476443648256,-84.71810028799011,100.0,1.96,1.96,0,yes,1,dynamic,524288,524288,20260524T084754Z
medium,nvme,mixed,4,128K,1342.7395000000001,1279.607,4.933741375281643,44.25143582373079,43.08896936150912,2.6978284220928326,0.0,1.88,1.88,0,yes,1,dynamic,524288,524288,20260524T084754Z
medium,nvme,mixed,4,1M,1247.136,1263.2395000000001,-1.2747780606923838,42.578834273198076,43.01721717720193,-1.0190870836623627,0.0,1.96,1.96,0,yes,1,dynamic,524288,524288,20260524T084754Z
medium,nvme,mixed,4,512K,1198.3090000000002,1327.4054999999998,-9.725475749497773,5.630784840581974,45.67660065869376,-87.67249585262154,100.0,1.96,1.96,0,yes,1,dynamic,524288,524288,20260524T084754Z
medium,nvme,mixed,8,128K,1753.8980000000001,1913.3004999999998,-8.331284082139721,30.049392064253016,33.335059298473915,-9.856491343848658,0.0,1.88,1.88,0,yes,1,dynamic,524288,524288,20260524T084754Z
medium,nvme,mixed,8,1M,1937.491,1979.755,-2.134809610280066,35.0392149431057,33.5347386132032,4.48632192203865,0.0,1.96,1.96,0,yes,1,dynamic,524288,524288,20260524T084754Z
medium,nvme,mixed,8,512K,1436.8310000000001,1938.4315000000001,-25.876617254723726,3.6711763109612803,33.608211476171526,-89.07654959989712,100.22786458333333,1.96,1.96,0,yes,1,dynamic,524288,524288,20260524T084754Z
medium,nvme,random,1,128K,735.1725,702.13,4.7060373435118885,133.62338397730562,125.48032735912962,6.489508586370082,0.0,1.0,1.0,0,yes,1,dynamic,524288,524288,20260524T084754Z
medium,nvme,random,1,1M,733.9385,712.5735,2.998287194233298,138.62156158041856,130.44531901249024,6.2679463163760065,0.0,1.0,1.0,0,yes,1,dynamic,524288,524288,20260524T084754Z
medium,nvme,random,1,512K,431.10249999999996,715.894,-39.781238563250994,4.6120689110272,135.08927446747478,-96.58591036985868,100.0,1.0,1.0,0,yes,1,dynamic,524288,524288,20260524T084754Z
medium,nvme,random,4,128K,1394.1975,1543.4564999999998,-9.670437748002604,72.3627995096064,77.1092151652275,-6.155445423028368,0.0,1.0,1.0,0,yes,1,dynamic,524288,524288,20260524T084754Z
medium,nvme,random,4,1M,1414.217,1405.662,0.6086100356984867,77.904440133408,77.54211129574655,0.46726718115724825,0.0,1.0,1.0,0,yes,1,dynamic,524288,524288,20260524T084754Z
medium,nvme,random,4,512K,848.182,1453.3315,-41.63877959020361,2.43065022111232,79.85490483063019,-96.95616665467493,100.0,1.0,1.0,0,yes,1,dynamic,524288,524288,20260524T084754Z
medium,nvme,random,8,128K,2386.8225,2264.8935,5.3834319362036265,61.86210651250081,60.032617720735686,3.047491282615191,0.0,1.0,1.0,0,yes,1,dynamic,524288,524288,20260524T084754Z
medium,nvme,random,8,1M,2519.5805,2519.174,0.016136241482329165,69.62080488374046,68.92805627494828,1.0050313997378222,0.0,1.0,1.0,0,yes,1,dynamic,524288,524288,20260524T084754Z
medium,nvme,random,8,512K,1147.3049999999998,2450.1145,-53.17341291600863,1.8970496651551993,67.22681242967393,-97.17813533530287,100.21158854166667,1.0,1.0,0,yes,1,dynamic,524288,524288,20260524T084754Z
medium,nvme,tiff,1,128K,579.8205,568.4010000000001,2.009056986177007,20.552007642130793,20.04357387003447,2.536642294398603,0.0,16.86,16.86,0,yes,1,dynamic,524288,524288,20260524T084754Z
medium,nvme,tiff,1,1M,522.9269999999999,525.5135,-0.49218526260507384,17.017333987037482,17.41631748955108,-2.2908602966899765,0.0,25.17,25.17,0,yes,1,dynamic,524288,524288,20260524T084754Z
medium,nvme,tiff,1,512K,537.9285,528.7149999999999,1.7426212609818275,5.953081982366489,16.91199681368326,-64.79965052057051,100.00993592197862,24.49,24.42,0,yes,1,dynamic,524288,524288,20260524T084754Z
medium,nvme,tiff,4,128K,765.3865000000001,772.4345000000001,-0.9124398249948703,7.7649545457180125,7.668764985818412,1.2543031384777135,0.0,16.9,16.9,0,yes,1,dynamic,524288,524288,20260524T084754Z
medium,nvme,tiff,4,1M,714.9110000000001,713.5895,0.18519050518540622,7.017258801659471,7.137775190224227,-1.6884307133939007,0.0,25.26,25.26,0,yes,1,dynamic,524288,524288,20260524T084754Z
medium,nvme,tiff,4,512K,827.4159999999999,752.8695,9.90164962188001,2.74008609086855,7.491120929212055,-63.422215223045896,100.00993592197862,24.58,24.51,0,yes,1,dynamic,524288,524288,20260524T084754Z
medium,nvme,tiff,8,128K,829.0895,870.8744999999999,-4.79805069501976,4.325742800102025,4.761769226703358,-9.156815583505303,0.0,16.91,16.91,0,yes,1,dynamic,524288,524288,20260524T084754Z
medium,nvme,tiff,8,1M,777.0485,816.5425,-4.836735381195716,4.031330058458595,4.294068014955061,-6.118625871351414,0.0,25.28,25.28,0,yes,1,dynamic,524288,524288,20260524T084754Z
medium,nvme,tiff,8,512K,1027.4655,992.5885000000001,3.513742099570965,1.9409494966258896,6.397866615403838,-69.66255138935284,100.24968576836693,24.6,24.52,0,yes,1,dynamic,524288,524288,20260524T084754Z
unknown,hdd,mixed,1,128K,1384.9074999999998,1295.807,6.876062561785805,38.08388495941973,157.71794414637398,-75.85316929817762,100.0,1.88,1.88,0,yes,1,dynamic,8192,1048576,20260524T081614Z
unknown,hdd,mixed,1,1M,1245.4195,1140.6664999999998,9.183490529440478,23.04413609694976,135.21440396261633,-82.95733633280598,100.0,1.96,1.96,0,yes,1,dynamic,8192,1048576,20260524T081614Z
unknown,hdd,mixed,1,512K,1301.3985,1223.2130000000002,6.391814017673113,25.962935334223356,146.11312608584026,-82.23093569364168,100.0,1.96,1.96,0,yes,1,dynamic,8192,1048576,20260524T081614Z
unknown,hdd,mixed,4,128K,3346.185,3367.3135,-0.6274586550970159,26.385884059391998,120.69837300851522,-78.13898944807609,100.0,1.88,1.88,0,yes,1,dynamic,8192,1048576,20260524T081614Z
unknown,hdd,mixed,4,1M,3020.5575,2912.3885,3.7140992693797505,15.9713948021472,98.59078190011756,-83.80031632335786,100.0,1.96,1.96,0,yes,1,dynamic,8192,1048576,20260524T081614Z
unknown,hdd,mixed,4,512K,2918.626,3017.1205,-3.2645199288526854,16.683424101631147,106.74558426108736,-84.37085316726038,100.0,1.96,1.96,0,yes,1,dynamic,8192,1048576,20260524T081614Z
unknown,hdd,mixed,8,128K,5994.8405,6211.0925,-3.4817063181718755,23.8825045610096,111.6601469682784,-78.61143370356267,100.04475911458333,1.88,1.88,0,yes,1,dynamic,8192,1048576,20260524T081614Z
unknown,hdd,mixed,8,1M,5613.029,5487.724,2.283369207343523,16.52037113061824,94.8713639326558,-82.58655673766302,100.48828125,1.96,1.96,0,yes,1,dynamic,8192,1048576,20260524T081614Z
unknown,hdd,mixed,8,512K,5454.696,5620.2785,-2.9461618316601292,16.27441919793664,99.108625336163,-83.57921004076485,100.244140625,1.96,1.96,0,yes,1,dynamic,8192,1048576,20260524T081614Z
unknown,hdd,random,1,128K,1743.1465,1753.9285,-0.6147342950410992,38.74710739124651,326.5849814610006,-88.13567383965159,100.0,1.0,1.0,0,yes,1,dynamic,8192,1048576,20260524T081614Z
unknown,hdd,random,1,1M,1557.3004999999998,1611.5515,-3.3663832648227627,23.157875374078287,320.9970397207475,-92.7856420750096,100.0,1.0,1.0,0,yes,1,dynamic,8192,1048576,20260524T081614Z
unknown,hdd,random,1,512K,1570.4115,1623.125,-3.247654986522915,22.848654797516797,310.8810859616,-92.65035544801877,100.0,1.0,1.0,0,yes,1,dynamic,8192,1048576,20260524T081614Z
unknown,hdd,random,4,128K,5130.3965,5126.4355,0.07726616281430324,28.073599695013545,276.662338053402,-89.85275701328213,100.0,1.0,1.0,0,yes,1,dynamic,8192,1048576,20260524T081614Z
unknown,hdd,random,4,1M,4996.106,4878.130999999999,2.418446737080254,18.534234820933975,262.0097640025779,-92.92612819545471,100.0,1.0,1.0,0,yes,1,dynamic,8192,1048576,20260524T081614Z
unknown,hdd,random,4,512K,4958.3675,4954.3330000000005,0.08143376716905691,19.0776529518848,276.9458449260121,-93.11141390946611,100.0,1.0,1.0,0,yes,1,dynamic,8192,1048576,20260524T081614Z
unknown,hdd,random,8,128K,9689.664,9735.013500000001,-0.4658391074650308,28.367487199068165,267.4662446775914,-89.3939935361702,100.03662109375,1.0,1.0,0,yes,1,dynamic,8192,1048576,20260524T081614Z
unknown,hdd,random,8,1M,9254.738000000001,9582.5815,-3.421244056207599,18.243176466892805,271.38776834692436,-93.27781919648939,100.52083333333333,1.0,1.0,0,yes,1,dynamic,8192,1048576,20260524T081614Z
unknown,hdd,random,8,512K,9660.6415,9714.894499999999,-0.558451767026382,20.131692833215148,273.52300490453484,-92.63985387984404,100.244140625,1.0,1.0,0,yes,1,dynamic,8192,1048576,20260524T081614Z
unknown,hdd,tiff,1,128K,782.5515,787.7275,-0.657080018153477,14.645882556013103,31.077281380385223,-52.87270344935314,100.00993592197862,16.88,16.86,0,yes,1,dynamic,8192,1048576,20260524T081614Z
unknown,hdd,tiff,1,1M,576.486,601.449,-4.150476599013377,6.377794788792512,21.154048060869915,-69.8507124005738,100.2839357464224,25.15,25.17,0,yes,1,dynamic,8192,1048576,20260524T081614Z
unknown,hdd,tiff,1,512K,616.0415,579.475,6.310280857672897,7.763973706523961,19.881942316648917,-60.94962160702732,100.00993592197862,24.49,24.42,0,yes,1,dynamic,8192,1048576,20260524T081614Z
unknown,hdd,tiff,4,128K,1076.8110000000001,1045.0495,3.0392340267135736,4.869450140162271,11.06627091195607,-55.997370940003954,100.00993592197862,16.92,16.9,0,yes,1,dynamic,8192,1048576,20260524T081614Z
unknown,hdd,tiff,4,1M,1001.7725,925.0755,8.290890851611572,3.3402349801731472,9.29849432115332,-64.07767897890325,100.2839357464224,25.25,25.26,0,yes,1,dynamic,8192,1048576,20260524T081614Z
unknown,hdd,tiff,4,512K,995.4680000000001,970.9365,2.5265812954812237,3.247109437343825,9.94512112444059,-67.34972458642152,100.00993592197862,24.58,24.51,0,yes,1,dynamic,8192,1048576,20260524T081614Z
unknown,hdd,tiff,8,128K,1673.2165,1487.167,12.510330043633303,4.105144623746844,8.501418559752581,-51.71223961161705,100.05274839454796,16.93,16.91,0,yes,1,dynamic,8192,1048576,20260524T081614Z
unknown,hdd,tiff,8,1M,1395.4115000000002,1383.354,0.8716134843286764,2.4601210709276407,7.6757101011561195,-67.94927064067863,100.83193539530994,25.26,25.28,0,yes,1,dynamic,8192,1048576,20260524T081614Z
unknown,hdd,tiff,8,512K,1484.4185,1416.6195,4.785971109391053,2.6020553746958375,7.489892976634939,-65.25911140769212,100.21543579031145,24.6,24.52,0,yes,1,dynamic,8192,1048576,20260524T081614Z
unknown,nvme,mixed,1,128K,929.4515,777.2385,19.583821439622454,19.772062439120216,87.58847249899009,-77.42618192211516,100.0,1.88,1.88,0,yes,1,dynamic,8192,1048576,20260524T081614Z
unknown,nvme,mixed,1,1M,837.0025,796.7735,5.048988200536293,14.3209418925696,96.08800466680748,-85.09601490609721,100.0,1.96,1.96,0,yes,1,dynamic,8192,1048576,20260524T081614Z
unknown,nvme,mixed,1,512K,854.3755,816.299,4.664528561225729,15.264177357477545,100.0317296630784,-84.74066437830322,100.0,1.96,1.96,0,yes,1,dynamic,8192,1048576,20260524T081614Z
unknown,nvme,mixed,4,128K,1226.226,1268.1345000000001,-3.304736208974679,6.39970580096768,43.34919066501313,-85.23685055524498,100.0,1.88,1.88,0,yes,1,dynamic,8192,1048576,20260524T081614Z
unknown,nvme,mixed,4,1M,1156.7675,1250.9180000000001,-7.5265125291985715,5.2226916216607995,42.92271264040534,-87.83233560885336,100.0,1.96,1.96,0,yes,1,dynamic,8192,1048576,20260524T081614Z
unknown,nvme,mixed,4,512K,1202.961,1480.0605,-18.722173857082193,5.56914047756544,46.43414345942912,-88.00636759364075,100.0,1.96,1.96,0,yes,1,dynamic,8192,1048576,20260524T081614Z
unknown,nvme,mixed,8,128K,1458.13,1728.4095,-15.637469014142763,4.285466000275201,29.58477409612992,-85.51462321006603,100.048828125,1.88,1.88,0,yes,1,dynamic,8192,1048576,20260524T081614Z
unknown,nvme,mixed,8,1M,1341.1715,1784.2305000000001,-24.831937353385687,3.1836055262438396,31.111311871706558,-89.76704827050673,100.52083333333333,1.96,1.96,0,yes,1,dynamic,8192,1048576,20260524T081614Z
unknown,nvme,mixed,8,512K,1390.586,1871.011,-25.677294254282845,3.4804520881792,32.43055557667926,-89.26798500275467,100.1953125,1.96,1.96,0,yes,1,dynamic,8192,1048576,20260524T081614Z
unknown,nvme,random,1,128K,430.8695,702.8995,-38.701122991266885,5.425841122477227,125.37121755824472,-95.67217960537354,100.0,1.0,1.0,0,yes,1,dynamic,8192,1048576,20260524T081614Z
unknown,nvme,random,1,1M,403.8895,696.8115,-42.03748072470101,4.095768156037973,127.24991058920448,-96.78131942327238,100.0,1.0,1.0,0,yes,1,dynamic,8192,1048576,20260524T081614Z
unknown,nvme,random,1,512K,401.605,699.7755,-42.60945117398365,4.0781662774784,126.23560803000834,-96.76940101044315,100.0,1.0,1.0,0,yes,1,dynamic,8192,1048576,20260524T081614Z
unknown,nvme,random,4,128K,842.451,1401.1775,-39.87549757257735,2.9438093736563204,72.83983943746134,-95.95851748659632,100.0,1.0,1.0,0,yes,1,dynamic,8192,1048576,20260524T081614Z
unknown,nvme,random,4,1M,1004.9214999999999,1541.521,-34.809743104375485,3.7663090054843735,86.15140292742528,-95.62826735548677,100.0,1.0,1.0,0,yes,1,dynamic,8192,1048576,20260524T081614Z
unknown,nvme,random,4,512K,844.215,1758.8184999999999,-52.00101659153573,2.4206092498624,87.7115750676,-97.24026247619335,100.0,1.0,1.0,0,yes,1,dynamic,8192,1048576,20260524T081614Z
unknown,nvme,random,8,128K,1684.372,2421.509,-30.44122487258977,5.396292736108372,64.50383439072192,-91.63415200494723,100.048828125,1.0,1.0,0,yes,1,dynamic,8192,1048576,20260524T081614Z
unknown,nvme,random,8,1M,1164.317,2531.397,-54.004962477240824,2.0410659574905603,70.82896976797312,-97.11831759776143,100.45572916666667,1.0,1.0,0,yes,1,dynamic,8192,1048576,20260524T081614Z
unknown,nvme,random,8,512K,1178.3494999999998,2594.969,-54.59099896761773,2.0639288598875725,74.07143951870206,-97.21359693655414,100.22786458333333,1.0,1.0,0,yes,1,dynamic,8192,1048576,20260524T081614Z
unknown,nvme,tiff,1,128K,557.0055,544.9185,2.218129867126917,8.16900504305435,18.7091697926681,-56.33689183655982,100.00993592197862,16.88,16.86,0,yes,1,dynamic,8192,1048576,20260524T081614Z
unknown,nvme,tiff,1,1M,544.2545,521.3335,4.396609847631132,6.187060872975865,17.739614428667263,-65.12291235046486,100.2839357464224,25.15,25.17,0,yes,1,dynamic,8192,1048576,20260524T081614Z
unknown,nvme,tiff,1,512K,527.529,522.307,0.9997951396400929,5.939752342308285,18.190626601528624,-67.34718120260274,100.00993592197862,24.49,24.42,0,yes,1,dynamic,8192,1048576,20260524T081614Z
unknown,nvme,tiff,4,128K,823.1469999999999,774.847,6.2334886758289,2.9299911953025437,7.578769569922439,-61.33948699363175,100.00993592197862,16.92,16.9,0,yes,1,dynamic,8192,1048576,20260524T081614Z
unknown,nvme,tiff,4,1M,788.7135000000001,725.564,8.703505135315439,2.351625875646004,6.509723357096974,-63.87517953305597,100.2839357464224,25.25,25.26,0,yes,1,dynamic,8192,1048576,20260524T081614Z
unknown,nvme,tiff,4,512K,825.388,758.63,8.799810184147745,2.4191466976749054,7.513346599598078,-67.8020085243463,100.00993592197862,24.58,24.51,0,yes,1,dynamic,8192,1048576,20260524T081614Z
unknown,nvme,tiff,8,128K,934.4755,834.7545,11.946147040836557,1.7526275541476486,4.262720242755369,-58.884762444209294,100.0698733835757,16.93,16.91,0,yes,1,dynamic,8192,1048576,20260524T081614Z
unknown,nvme,tiff,8,1M,879.117,832.2655,5.629393504837097,1.399755733506452,4.587200639714813,-69.48562220305509,100.83193539530994,25.26,25.28,0,yes,1,dynamic,8192,1048576,20260524T081614Z
unknown,nvme,tiff,8,512K,923.2660000000001,847.855,8.894327449858768,1.4635711761013765,4.3696384118410085,-66.50589732698849,100.26681075739465,24.6,24.52,0,yes,1,dynamic,8192,1048576,20260524T081614Z
