ratio,media,source,jobs,recordsize,qat_ms,sw_ms,qat_vs_sw_pct,qat_cpu_s_per_gib,sw_cpu_s_per_gib,cpu_s_per_gib_delta_pct,qat_share_pct,compressratio_qat,compressratio_sw,dc_fails_delta,sha_ok,effective_level,effective_hufftype,effective_min_buf,effective_max_buf,stamp
medium,hdd,mixed,8,1M,5622.682000000001,5401.567499999999,4.09352470370872,100.47031383138051,95.39569793538398,5.319543759126127,0.0,1.96,1.96,0,yes,1,dynamic,524288,524288,20260524T084754Z
medium,hdd,mixed,8,512K,5457.883,5634.443,-3.133583923024874,17.081511100522878,102.08650186207723,-83.26761051759746,100.22786458333333,1.96,1.96,0,yes,1,dynamic,524288,524288,20260524T084754Z
medium,hdd,random,1,128K,1707.0325,1658.7835,2.9086978499605296,319.1595012559701,306.18808550579627,4.236420802836327,0.0,1.0,1.0,0,yes,1,dynamic,524288,524288,20260524T084754Z
medium,hdd,random,1,1M,1582.1345000000001,1509.4215,4.817276022635175,293.9161357489118,286.67671432344576,2.5252910556586405,0.0,1.0,1.0,0,yes,1,dynamic,524288,524288,20260524T084754Z
medium,hdd,random,1,512K,1522.826,1586.0915,-3.9887673567382445,22.412383571684696,298.0494034681079,-92.48031255526976,100.0,1.0,1.0,0,yes,1,dynamic,524288,524288,20260524T084754Z
medium,hdd,random,4,128K,5126.221,4985.0075,2.8327640429828813,276.4354661507784,268.52535235782085,2.9457605114384084,0.0,1.0,1.0,0,yes,1,dynamic,524288,524288,20260524T084754Z
medium,hdd,random,4,1M,4983.6745,4860.294,2.53853984964696,279.199360440796,273.3271804678323,2.1484068883719325,0.0,1.0,1.0,0,yes,1,dynamic,524288,524288,20260524T084754Z
medium,hdd,random,4,512K,4866.9305,4990.648499999999,-2.478996467092382,18.455952820165546,279.38861047634487,-93.39416421138323,100.0,1.0,1.0,0,yes,1,dynamic,524288,524288,20260524T084754Z
medium,hdd,random,8,128K,9868.1525,9620.429,2.574973527687799,266.6258429719691,261.9128721497822,1.7994422280596056,0.0,1.0,1.0,0,yes,1,dynamic,524288,524288,20260524T084754Z
medium,hdd,random,8,1M,9629.1785,9534.5655,0.9923158008616058,269.77915850150185,272.81047335555525,-1.1111431378599106,0.0,1.0,1.0,0,yes,1,dynamic,524288,524288,20260524T084754Z
medium,hdd,random,8,512K,9521.2575,9857.4915,-3.410948921437065,18.894907579728002,277.7156432255719,-93.19631139237599,100.1953125,1.0,1.0,0,yes,1,dynamic,524288,524288,20260524T084754Z
medium,hdd,tiff,1,128K,821.095,754.2180000000001,8.867064959998295,31.260086107663657,27.805152454063517,12.425515951793413,0.0,16.86,16.86,0,yes,1,dynamic,524288,524288,20260524T084754Z
medium,hdd,tiff,1,1M,570.7625,544.674,4.789745792896314,19.082364120196978,18.193269968474297,4.886939803912782,0.0,25.17,25.17,0,yes,1,dynamic,524288,524288,20260524T084754Z
medium,hdd,tiff,1,512K,609.9425,587.3430000000001,3.847751654484674,7.604926982963509,20.668684977824512,-63.20555956451581,100.00993592197862,24.49,24.42,0,yes,1,dynamic,524288,524288,20260524T084754Z
medium,hdd,tiff,4,128K,1104.8395,1082.1205,2.0994889201341302,12.215181356974496,11.962902597991082,2.1088423726343666,0.0,16.9,16.9,0,yes,1,dynamic,524288,524288,20260524T084754Z
medium,hdd,tiff,4,1M,905.242,927.971,-2.4493222309748948,9.23884194686861,9.508833634295433,-2.8393775494509357,0.0,25.26,25.26,0,yes,1,dynamic,524288,524288,20260524T084754Z
medium,hdd,tiff,4,512K,1019.4555,967.0485,5.419273180197274,3.367885817430783,10.033145359017366,-66.43240283164172,100.00993592197862,24.58,24.51,0,yes,1,dynamic,524288,524288,20260524T084754Z
medium,hdd,tiff,8,128K,1472.6425,1518.8449999999998,-3.0419496393641143,8.187956743298692,8.646367126977797,-5.301768672866142,0.0,16.91,16.91,0,yes,1,dynamic,524288,524288,20260524T084754Z
