row_type,mode,verify_mode,recordsize,iter,jobs,source_label,source_bytes,elapsed_ms,latency_avg_ms,latency_p50_ms,latency_p95_ms,latency_p99_ms,latency_max_ms,write_bw_mib_s,cpu_user_pct,cpu_system_pct,cpu_iowait_pct,cpu_idle_pct,compressratio,used,logicalused,comp_requests_delta,comp_in_delta,comp_out_delta,decomp_requests_delta,decomp_in_delta,decomp_out_delta,dc_fails_delta,dc_buffer_reuse_hits_delta,dc_buffer_reuse_misses_delta,dc_compress_scratch_alloc_ns_delta,dc_compress_scratch_free_ns_delta,dc_compress_setup_ns_delta,dc_compress_submit_ns_delta,dc_compress_wait_ns_delta,dc_compress_cleanup_ns_delta,dc_decompress_setup_ns_delta,dc_decompress_submit_ns_delta,dc_decompress_wait_ns_delta,dc_decompress_cleanup_ns_delta,dc_compress_inflight,dc_compress_inflight_max,dc_decompress_inflight,dc_decompress_inflight_max,sha_ok,zfs_qat_cpa_dc_level,zfs_qat_dc_max_buf_size,zfs_qat_dc_max_instances,zfs_qat_decompress_disable,qat_kernel_cy_instances,qat_kernel_dc_instances,zfs_srcversion
raw,qat,sw,128K,1,4,Image.tif_,765384432,1257.012,,,,,,580.68,0.06,4.35,1.89,93.70,17.16x,51.5M,730M,5840,765460480,27367541,0,0,0,0,1051,4789,8879220,2929490,41599210,44856960,19174671430,4032580,0,0,0,0,0,50,0,12,yes,4,1048576,48,1,4,2,E99C3B2FDEE9BCBEBFDED14
raw,qat,sw,128K,2,4,Image.tif_,765384432,1234.148,,,,,,591.44,0.06,4.34,2.18,93.42,17.16x,51.5M,730M,5840,765460480,27367559,0,0,0,0,1057,4783,6091650,3212340,41447910,45042550,19190636480,3997710,0,0,0,0,0,50,0,12,yes,4,1048576,48,1,4,2,E99C3B2FDEE9BCBEBFDED14
raw,qat,sw,128K,3,4,Image.tif_,765384432,1239.474,,,,,,588.90,0.06,4.33,1.99,93.61,17.16x,51.5M,730M,5840,765460480,27367514,0,0,0,0,1040,4800,8483680,3308590,41621120,45094650,19228007590,4069400,0,0,0,0,0,50,0,12,yes,4,1048576,48,1,4,2,E99C3B2FDEE9BCBEBFDED14
summary,qat,sw,128K,,4,Image.tif_,765384432,,1243.545,1239.474,1257.012,1257.012,1257.012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1048576,48,,4,2,E99C3B2FDEE9BCBEBFDED14
raw,qat,sw,256K,1,4,Image.tif_,765384432,1198.368,,,,,,609.10,0.08,3.74,1.67,94.52,21.96x,37.4M,730M,2920,765460480,27586607,0,0,0,0,534,2386,8877410,2111290,38431670,37395900,20053632550,3136330,0,0,0,0,0,50,0,12,yes,4,1048576,48,1,4,2,E99C3B2FDEE9BCBEBFDED14
raw,qat,sw,256K,2,4,Image.tif_,765384432,1215.570,,,,,,600.48,0.06,3.67,1.53,94.74,21.96x,37.4M,730M,2920,765460480,27586805,0,0,0,0,516,2404,7194110,1909360,38476930,37252110,20064389440,3284260,0,0,0,0,0,50,0,12,yes,4,1048576,48,1,4,2,E99C3B2FDEE9BCBEBFDED14
raw,qat,sw,256K,3,4,Image.tif_,765384432,1232.356,,,,,,592.30,0.14,4.06,1.91,93.88,21.96x,37.4M,730M,2920,765460480,27586841,0,0,0,0,507,2413,5132250,2171080,38569770,37307890,20118536220,3385210,0,0,0,0,0,50,0,12,yes,4,1048576,48,1,4,2,E99C3B2FDEE9BCBEBFDED14
summary,qat,sw,256K,,4,Image.tif_,765384432,,1215.431,1215.570,1232.356,1232.356,1232.356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1048576,48,,4,2,E99C3B2FDEE9BCBEBFDED14
raw,qat,sw,1M,1,4,Image.tif_,765384432,1146.064,,,,,,636.90,0.04,3.18,1.66,95.12,25.56x,30.4M,732M,732,767557632,27971820,0,0,0,0,122,610,77568280,1202840,31295090,29393740,19816610290,805430,0,0,0,0,0,50,0,12,yes,4,1048576,48,1,4,2,E99C3B2FDEE9BCBEBFDED14
raw,qat,sw,1M,2,4,Image.tif_,765384432,1140.980,,,,,,639.74,0.07,3.30,1.54,95.09,25.56x,30.4M,732M,732,767557632,27975763,0,0,0,0,136,596,38157220,722050,31169150,29350960,19993258040,781360,0,0,0,0,0,50,0,12,yes,4,1048576,48,1,4,2,E99C3B2FDEE9BCBEBFDED14
raw,qat,sw,1M,3,4,Image.tif_,765384432,1194.881,,,,,,610.88,0.05,3.26,1.94,94.75,25.56x,30.4M,732M,732,767557632,27977306,0,0,0,0,127,605,40161800,1825550,30785730,28954700,19884506400,805370,0,0,0,0,0,50,0,12,yes,4,1048576,48,1,4,2,E99C3B2FDEE9BCBEBFDED14
summary,qat,sw,1M,,4,Image.tif_,765384432,,1160.642,1146.064,1194.881,1194.881,1194.881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1048576,48,,4,2,E99C3B2FDEE9BCBEBFDED14
