row_type,mode,verify_mode,recordsize,iter,jobs,source_label,source_bytes,elapsed_ms,latency_avg_ms,latency_p50_ms,latency_p95_ms,latency_p99_ms,latency_max_ms,write_bw_mib_s,cpu_user_pct,cpu_system_pct,cpu_iowait_pct,cpu_idle_pct,compressratio,used,logicalused,comp_requests_delta,comp_in_delta,comp_out_delta,decomp_requests_delta,decomp_in_delta,decomp_out_delta,dc_fails_delta,dc_buffer_reuse_hits_delta,dc_buffer_reuse_misses_delta,dc_compress_bound_requests_delta,dc_compress_bound_fails_delta,dc_compress_bound_ns_delta,dc_compress_bound_total_bytes_delta,dc_compress_dst_total_bytes_delta,dc_compress_scratch_bytes_delta,dc_compress_scratch_saved_bytes_delta,dc_compress_overflows_delta,dc_compress_incompressible_delta,dc_compress_src_buffers_delta,dc_compress_dst_buffers_delta,dc_compress_add_buffers_delta,dc_compress_dst_total_buffers_delta,dc_compress_src_buffers_max,dc_compress_dst_buffers_max,dc_compress_add_buffers_max,dc_compress_dst_total_buffers_max,dc_compress_coalesce_requests_delta,dc_compress_coalesce_success_delta,dc_compress_coalesce_fails_delta,dc_compress_coalesce_bytes_delta,dc_compress_coalesce_alloc_ns_delta,dc_compress_coalesce_copy_ns_delta,dc_compress_coalesce_free_ns_delta,dc_compress_dst_coalesce_requests_delta,dc_compress_dst_coalesce_success_delta,dc_compress_dst_coalesce_fails_delta,dc_compress_dst_coalesce_reuse_hits_delta,dc_compress_dst_coalesce_reuse_misses_delta,dc_compress_dst_coalesce_alloc_bytes_delta,dc_compress_dst_coalesce_copy_bytes_delta,dc_compress_dst_coalesce_alloc_ns_delta,dc_compress_dst_coalesce_copy_ns_delta,dc_compress_dst_coalesce_free_ns_delta,dc_compress_scratch_alloc_ns_delta,dc_compress_scratch_free_ns_delta,dc_compress_setup_ns_delta,dc_compress_submit_ns_delta,dc_compress_wait_ns_delta,dc_compress_cleanup_ns_delta,dc_decompress_setup_ns_delta,dc_decompress_submit_ns_delta,dc_decompress_wait_ns_delta,dc_decompress_cleanup_ns_delta,dc_compress_inflight,dc_compress_inflight_max,dc_decompress_inflight,dc_decompress_inflight_max,dc_compress_async_submits_delta,dc_compress_async_submit_fails_delta,dc_compress_async_completions_delta,dc_compress_async_resumes_delta,dc_compress_async_fallbacks_delta,dc_compress_async_cancels_delta,dc_compress_async_submit_retries_delta,dc_compress_async_retry_success_delta,dc_compress_async_fail_retry_delta,dc_compress_async_fail_resource_delta,dc_compress_async_fail_other_delta,dc_compress_async_inflight,dc_compress_async_inflight_max,dc_compress_async_cap_skips_delta,sha_ok,zfs_qat_cpa_dc_level,zfs_qat_cpa_dc_hufftype,zfs_qat_dc_max_buf_size,zfs_qat_dc_max_instances,zfs_qat_dc_coalesce_src,zfs_qat_dc_coalesce_dst,zfs_qat_dc_async,zfs_qat_dc_async_submit_retries,zfs_qat_dc_async_retry_us,zfs_qat_dc_async_max_inflight,zfs_qat_decompress_disable,qat_kernel_cy_instances,qat_kernel_dc_instances,zfs_srcversion
raw,qat,sw,8K,1,4,Image.tif_,765384432,2376.834,,,,,,307.10,0.05,16.58,7.37,76.00,4.44x,221M,732M,77726,636731392,21074214,0,0,0,0,32443,45283,77726,0,14781497,720597746,318365696,402387502,0,0,926,155452,77726,155452,233178,256,224,65,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141247449,0,507046567,246550800,234029494377,222175036,0,0,0,0,0,768,0,0,93432,0,77726,77726,16632,0,0,0,0,0,0,0,768,15706,yes,4,dynamic,1048576,48,0,0,1,8,100,768,1,0,6,22FB20D6AB5642298B92542
summary,qat,sw,8K,,4,Image.tif_,765384432,,2376.834,2376.834,2376.834,2376.834,2376.834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,dynamic,1048576,48,0,0,1,8,100,768,,0,6,22FB20D6AB5642298B92542
raw,qat,sw,16K,1,4,Image.tif_,765384432,1738.337,,,,,,419.90,0.04,11.72,5.69,82.56,7.82x,125M,731M,16239,266059776,11885413,0,0,0,0,4615,11624,16239,0,3556243,300210393,199544832,100698039,98846793,0,0,64956,48717,32478,81195,256,224,65,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49688400,0,146755197,57909105,113548297487,65159643,0,0,0,0,0,768,0,0,46716,0,16239,16239,30477,0,18,8,0,0,0,0,768,30477,yes,4,dynamic,1048576,48,0,0,1,8,100,768,1,0,6,22FB20D6AB5642298B92542
summary,qat,sw,16K,,4,Image.tif_,765384432,,1738.337,1738.337,1738.337,1738.337,1738.337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,dynamic,1048576,48,0,0,1,8,100,768,,0,6,22FB20D6AB5642298B92542
raw,qat,sw,32K,1,4,Image.tif_,765384432,1971.439,,,,,,370.25,0.04,10.14,6.23,83.58,6.91x,140M,731M,9890,324075520,13074688,0,0,0,0,2614,7276,9890,0,2081902,365128910,283566080,81582610,201983470,0,0,79120,69230,29670,98900,256,224,65,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34268087,0,102109150,38669296,123058126795,41533775,0,0,0,0,0,768,0,0,23360,0,9890,9890,13470,0,0,0,0,0,0,0,768,13470,yes,4,dynamic,1048576,48,0,0,1,8,100,768,1,0,6,22FB20D6AB5642298B92542
summary,qat,sw,32K,,4,Image.tif_,765384432,,1971.439,1971.439,1971.439,1971.439,1971.439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,dynamic,1048576,48,0,0,1,8,100,768,,0,6,22FB20D6AB5642298B92542
raw,qat,sw,64K,1,4,Image.tif_,765384432,1349.500,,,,,,540.89,0.05,10.04,3.68,86.24,11.59x,80.9M,730M,3631,237961216,10092299,0,0,0,0,1021,2610,3631,0,832431,267906073,208216064,59697271,148518793,0,0,58096,50834,18155,68989,256,224,65,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12758366,0,45531702,18695125,76783797899,12877926,0,0,0,0,0,768,0,0,11680,0,3631,3631,8049,0,0,0,0,0,0,0,768,8049,yes,4,dynamic,1048576,48,0,0,1,8,100,768,1,0,6,22FB20D6AB5642298B92542
summary,qat,sw,64K,,4,Image.tif_,765384432,,1349.500,1349.500,1349.500,1349.500,1349.500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,dynamic,1048576,48,0,0,1,8,100,768,,0,6,22FB20D6AB5642298B92542
raw,qat,sw,128K,1,4,Image.tif_,765384432,1132.746,,,,,,644.39,0.07,9.86,1.72,88.35,17.02x,51.7M,730M,2180,285736960,11824946,0,0,0,0,678,1502,2180,0,502290,321573980,250019840,71558500,178461340,0,0,69760,61040,19620,80660,256,224,65,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7576271,0,32870856,15396683,90698466476,8212466,0,0,0,0,0,768,0,0,5840,0,2180,2180,3660,0,0,0,0,0,0,0,768,3660,yes,4,dynamic,1048576,48,0,0,1,8,100,768,1,0,6,22FB20D6AB5642298B92542
summary,qat,sw,128K,,4,Image.tif_,765384432,,1132.746,1132.746,1132.746,1132.746,1132.746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,dynamic,1048576,48,0,0,1,8,100,768,,0,6,22FB20D6AB5642298B92542
