row_type,mode,verify_mode,recordsize,iter,jobs,source_label,source_bytes,elapsed_ms,latency_avg_ms,latency_p50_ms,latency_p95_ms,latency_p99_ms,latency_max_ms,write_bw_mib_s,cpu_user_pct,cpu_system_pct,cpu_iowait_pct,cpu_idle_pct,compressratio,used,logicalused,comp_requests_delta,comp_in_delta,comp_out_delta,decomp_requests_delta,decomp_in_delta,decomp_out_delta,dc_fails_delta,dc_buffer_reuse_hits_delta,dc_buffer_reuse_misses_delta,dc_compress_bound_requests_delta,dc_compress_bound_fails_delta,dc_compress_bound_ns_delta,dc_compress_bound_total_bytes_delta,dc_compress_dst_total_bytes_delta,dc_compress_scratch_bytes_delta,dc_compress_scratch_saved_bytes_delta,dc_compress_overflows_delta,dc_compress_incompressible_delta,dc_compress_src_buffers_delta,dc_compress_dst_buffers_delta,dc_compress_add_buffers_delta,dc_compress_dst_total_buffers_delta,dc_compress_src_buffers_max,dc_compress_dst_buffers_max,dc_compress_add_buffers_max,dc_compress_dst_total_buffers_max,dc_compress_coalesce_requests_delta,dc_compress_coalesce_success_delta,dc_compress_coalesce_fails_delta,dc_compress_coalesce_bytes_delta,dc_compress_coalesce_alloc_ns_delta,dc_compress_coalesce_copy_ns_delta,dc_compress_coalesce_free_ns_delta,dc_compress_dst_coalesce_requests_delta,dc_compress_dst_coalesce_success_delta,dc_compress_dst_coalesce_fails_delta,dc_compress_dst_coalesce_reuse_hits_delta,dc_compress_dst_coalesce_reuse_misses_delta,dc_compress_dst_coalesce_alloc_bytes_delta,dc_compress_dst_coalesce_copy_bytes_delta,dc_compress_dst_coalesce_alloc_ns_delta,dc_compress_dst_coalesce_copy_ns_delta,dc_compress_dst_coalesce_free_ns_delta,dc_compress_scratch_alloc_ns_delta,dc_compress_scratch_free_ns_delta,dc_compress_setup_ns_delta,dc_compress_submit_ns_delta,dc_compress_wait_ns_delta,dc_compress_cleanup_ns_delta,dc_decompress_setup_ns_delta,dc_decompress_submit_ns_delta,dc_decompress_wait_ns_delta,dc_decompress_cleanup_ns_delta,dc_compress_inflight,dc_compress_inflight_max,dc_decompress_inflight,dc_decompress_inflight_max,dc_compress_async_submits_delta,dc_compress_async_submit_fails_delta,dc_compress_async_completions_delta,dc_compress_async_resumes_delta,dc_compress_async_fallbacks_delta,dc_compress_async_cancels_delta,dc_compress_async_submit_retries_delta,dc_compress_async_retry_success_delta,dc_compress_async_fail_retry_delta,dc_compress_async_fail_resource_delta,dc_compress_async_fail_other_delta,dc_compress_async_inflight,dc_compress_async_inflight_max,dc_compress_async_cap_skips_delta,qat_driver_submits_delta,qat_driver_comp_submits_delta,qat_driver_decomp_submits_delta,qat_driver_tx_retries_delta,qat_driver_tx_errors_delta,qat_driver_callbacks_delta,qat_driver_comp_callbacks_delta,qat_driver_decomp_callbacks_delta,qat_driver_create_ns_delta,qat_driver_trans_put_ns_delta,qat_driver_response_wait_ns_delta,qat_driver_callback_process_ns_delta,qat_driver_user_callback_ns_delta,qat_driver_total_ns_delta,qat_driver_avg_response_wait_ns,qat_driver_avg_total_ns,sha_ok,zfs_qat_cpa_dc_level,zfs_qat_effective_cpa_dc_level,zfs_qat_cpa_dc_hufftype,zfs_qat_effective_cpa_dc_hufftype,zfs_qat_dc_max_buf_size,zfs_qat_dc_effective_max_buf_size,zfs_qat_dc_max_instances,zfs_qat_dc_coalesce_src,zfs_qat_dc_effective_coalesce_src,zfs_qat_dc_coalesce_dst,zfs_qat_dc_effective_coalesce_dst,zfs_qat_dc_async,zfs_qat_dc_effective_async,zfs_qat_dc_async_submit_retries,zfs_qat_dc_effective_async_submit_retries,zfs_qat_dc_async_retry_us,zfs_qat_dc_effective_async_retry_us,zfs_qat_dc_async_max_inflight,zfs_qat_dc_effective_async_max_inflight,zfs_qat_dc_async_cap_policy,zfs_qat_dc_profile,zfs_qat_dc_profile_recordsize,zfs_qat_dc_ratio_profile,zfs_qat_decompress_disable,zfs_qat_effective_decompress_disable,qat_kernel_cy_instances,qat_kernel_dc_instances,zfs_srcversion,qat_pci_dh895xcc_count,qat_conf_file_count,qat_kernel_cy_instances_total,qat_kernel_dc_instances_total,zfs_qat_dc_instances,cpu_count,cpu_active_pct,cpu_active_s_per_gib,cpu_system_s_per_gib,qat_byte_share_pct,qat_completion_share_pct,qat_fallback_share_pct,qat_cap_skip_share_pct,qat_service_ns_per_mib,qat_wait_ns_per_mib,zfs_qat_dc_poll,zfs_qat_dc_effective_poll,zfs_qat_dc_poll_interval_us,zfs_qat_dc_effective_poll_interval_us,zfs_qat_dc_poll_quota,zfs_qat_dc_effective_poll_quota,dc_poll_calls_delta,dc_poll_success_delta,dc_poll_retries_delta,dc_poll_fails_delta,dc_poll_ns_delta
raw,qat,sw,128K,1,4,Image.tif_,765384432,1061.467,,,,,,687.66,0.07,5.60,4.10,90.23,16.92x,51.8M,730M,5840,765460480,27813892,0,0,0,0,5840,0,5840,0,1701550,861464240,669777920,191698000,478079920,0,0,186880,163520,52560,216080,32,28,9,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1023080,1370380,35203910,46709620,7841121270,2352630,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5840,5840,0,0,0,5840,5840,0,23765679,3931338,7767996789,3931742,7232170,7808553512,1330136,1337081,yes,profile,1,profile,dynamic,profile,131072,48,profile,0,profile,0,profile,0,profile,8,profile,100,profile,96,profile,balanced,131072,balanced,1,1,0,6,68DB72821FC4E22B23E9452,2,2,0,12,12,64,5.67,5.403682,5.336970,100.01,na,na,na,10856695,10741262,1,1,0,0,0,0,817728,5702,812026,0,107067090
raw,qat,sw,128K,2,4,Image.tif_,765384432,1087.423,,,,,,671.25,0.07,5.28,2.77,91.88,16.92x,51.8M,730M,5840,765460480,27813887,0,0,0,0,5840,0,5840,0,1650450,861464240,669777920,191698000,478079920,0,0,186880,163520,52560,216080,32,28,9,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1029220,1209600,35076120,46502690,7872012230,2300320,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5840,5840,0,0,0,5840,5840,0,23774931,3833160,7812001022,3943093,7062677,7852292239,1337671,1344570,yes,profile,1,profile,dynamic,profile,131072,48,profile,0,profile,0,profile,0,profile,8,profile,100,profile,96,profile,balanced,131072,balanced,1,1,0,6,68DB72821FC4E22B23E9452,2,2,0,12,12,64,5.35,5.223391,5.155047,100.01,na,na,na,10898481,10783578,1,1,0,0,0,0,827268,5705,821563,0,107108310
raw,qat,sw,128K,3,4,Image.tif_,765384432,1136.063,,,,,,642.51,0.07,5.20,3.26,91.47,16.92x,51.8M,730M,5840,765460480,27813884,0,0,0,0,5840,0,5840,0,1683680,861464240,669777920,191698000,478079920,0,0,186880,163520,52560,216080,32,28,9,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1012960,1294870,35081980,46280910,7850352920,2297570,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5840,5840,0,0,0,5840,5840,0,23620678,3882913,7782570505,3837817,6995669,7822596132,1332631,1339485,yes,profile,1,profile,dynamic,profile,131072,48,profile,0,profile,0,profile,0,profile,8,profile,100,profile,96,profile,balanced,131072,balanced,1,1,0,6,68DB72821FC4E22B23E9452,2,2,0,12,12,64,5.27,5.375430,5.304030,100.01,na,na,na,10868511,10753908,1,1,0,0,0,0,820752,5708,815044,0,107179760
summary,qat,sw,128K,,4,Image.tif_,765384432,,1094.984,1087.423,1136.063,1136.063,1136.063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,profile,1,profile,dynamic,profile,131072,48,profile,0,profile,0,profile,0,profile,8,profile,100,profile,96,profile,balanced,131072,balanced,,,0,6,68DB72821FC4E22B23E9452,2,2,0,12,12,,,,,,,,,,,1,1,0,0,0,0,,,,,
raw,sw,sw,128K,1,4,Image.tif_,765384432,1097.213,,,,,,665.26,0.06,13.23,2.90,83.81,16.90x,52.0M,730M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,28,9,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,na,na,yes,profile,1,profile,dynamic,profile,131072,48,profile,0,profile,0,profile,0,profile,8,profile,100,profile,96,profile,balanced,131072,balanced,1,1,0,6,68DB72821FC4E22B23E9452,2,2,0,12,12,64,13.29,13.092306,13.033198,0.00,na,na,na,na,na,1,1,0,0,0,0,0,0,0,0,0
raw,sw,sw,128K,2,4,Image.tif_,765384432,1100.478,,,,,,663.28,0.06,13.07,2.79,84.08,16.90x,52.0M,730M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,28,9,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,na,na,yes,profile,1,profile,dynamic,profile,131072,48,profile,0,profile,0,profile,0,profile,8,profile,100,profile,96,profile,balanced,131072,balanced,1,1,0,6,68DB72821FC4E22B23E9452,2,2,0,12,12,64,13.13,12.973176,12.913893,0.00,na,na,na,na,na,1,1,0,0,0,0,0,0,0,0,0
raw,sw,sw,128K,3,4,Image.tif_,765384432,1024.184,,,,,,712.69,0.08,14.04,3.19,82.69,16.90x,52.0M,730M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,28,9,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,na,na,yes,profile,1,profile,dynamic,profile,131072,48,profile,0,profile,0,profile,0,profile,8,profile,100,profile,96,profile,balanced,131072,balanced,1,1,0,6,68DB72821FC4E22B23E9452,2,2,0,12,12,64,14.12,12.984131,12.910567,0.00,na,na,na,na,na,1,1,0,0,0,0,0,0,0,0,0
summary,sw,sw,128K,,4,Image.tif_,765384432,,1073.958,1097.213,1100.478,1100.478,1100.478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,profile,1,profile,dynamic,profile,131072,48,profile,0,profile,0,profile,0,profile,8,profile,100,profile,96,profile,balanced,131072,balanced,,,0,6,68DB72821FC4E22B23E9452,2,2,0,12,12,,,,,,,,,,,1,1,0,0,0,0,,,,,
