row_type,mode,verify_mode,recordsize,iter,jobs,source_label,source_bytes,elapsed_ms,latency_avg_ms,latency_p50_ms,latency_p95_ms,latency_p99_ms,latency_max_ms,write_bw_mib_s,cpu_user_pct,cpu_system_pct,cpu_iowait_pct,cpu_idle_pct,compressratio,used,logicalused,comp_requests_delta,comp_in_delta,comp_out_delta,decomp_requests_delta,decomp_in_delta,decomp_out_delta,dc_fails_delta,dc_buffer_reuse_hits_delta,dc_buffer_reuse_misses_delta,dc_compress_bound_requests_delta,dc_compress_bound_fails_delta,dc_compress_bound_ns_delta,dc_compress_bound_total_bytes_delta,dc_compress_dst_total_bytes_delta,dc_compress_scratch_bytes_delta,dc_compress_scratch_saved_bytes_delta,dc_compress_overflows_delta,dc_compress_incompressible_delta,dc_compress_src_buffers_delta,dc_compress_dst_buffers_delta,dc_compress_add_buffers_delta,dc_compress_dst_total_buffers_delta,dc_compress_src_buffers_max,dc_compress_dst_buffers_max,dc_compress_add_buffers_max,dc_compress_dst_total_buffers_max,dc_compress_coalesce_requests_delta,dc_compress_coalesce_success_delta,dc_compress_coalesce_fails_delta,dc_compress_coalesce_bytes_delta,dc_compress_coalesce_alloc_ns_delta,dc_compress_coalesce_copy_ns_delta,dc_compress_coalesce_free_ns_delta,dc_compress_dst_coalesce_requests_delta,dc_compress_dst_coalesce_success_delta,dc_compress_dst_coalesce_fails_delta,dc_compress_dst_coalesce_reuse_hits_delta,dc_compress_dst_coalesce_reuse_misses_delta,dc_compress_dst_coalesce_alloc_bytes_delta,dc_compress_dst_coalesce_copy_bytes_delta,dc_compress_dst_coalesce_alloc_ns_delta,dc_compress_dst_coalesce_copy_ns_delta,dc_compress_dst_coalesce_free_ns_delta,dc_compress_scratch_alloc_ns_delta,dc_compress_scratch_free_ns_delta,dc_compress_setup_ns_delta,dc_compress_submit_ns_delta,dc_compress_wait_ns_delta,dc_compress_cleanup_ns_delta,dc_decompress_setup_ns_delta,dc_decompress_submit_ns_delta,dc_decompress_wait_ns_delta,dc_decompress_cleanup_ns_delta,dc_compress_inflight,dc_compress_inflight_max,dc_decompress_inflight,dc_decompress_inflight_max,sha_ok,zfs_qat_cpa_dc_level,zfs_qat_cpa_dc_hufftype,zfs_qat_dc_max_buf_size,zfs_qat_dc_max_instances,zfs_qat_dc_coalesce_src,zfs_qat_dc_coalesce_dst,zfs_qat_decompress_disable,qat_kernel_cy_instances,qat_kernel_dc_instances,zfs_srcversion
raw,qat,sw,128K,1,4,Image.tif_,765384432,1251.359,,,,,,583.31,0.05,4.29,2.50,93.16,17.14x,51.5M,730M,5840,765460480,27416670,0,0,0,0,5710,130,5840,0,1648361,861464240,669777920,191698000,478079920,0,0,186880,163520,52560,216080,256,224,65,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1042550,1705593,32811382,39890890,16516916657,2909543,0,0,0,0,0,50,0,0,yes,2,dynamic,1048576,48,0,0,1,4,2,51222238CFF46E75D24E091
raw,qat,sw,128K,2,4,Image.tif_,765384432,1214.861,,,,,,600.83,0.13,4.37,2.14,93.37,17.14x,51.5M,730M,5840,765460480,27416437,0,0,0,0,5575,265,5840,0,1636232,861464240,669777920,191698000,478079920,0,0,186880,163520,52560,216080,256,224,65,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1092330,1662050,32706261,39616973,16803083008,2922572,0,0,0,0,0,50,0,0,yes,2,dynamic,1048576,48,0,0,1,4,2,51222238CFF46E75D24E091
raw,qat,sw,128K,3,4,Image.tif_,765384432,1185.091,,,,,,615.93,0.08,4.76,2.75,92.41,17.14x,51.5M,730M,5840,765460480,27416923,0,0,0,0,5801,39,5840,0,1634772,861464240,669777920,191698000,478079920,0,0,186880,163520,52560,216080,256,224,65,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1054610,1787170,32505607,39592134,12215479269,2797570,0,0,0,0,0,50,0,0,yes,2,dynamic,1048576,48,0,0,1,4,2,51222238CFF46E75D24E091
summary,qat,sw,128K,,4,Image.tif_,765384432,,1217.104,1214.861,1251.359,1251.359,1251.359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,dynamic,1048576,48,0,0,,4,2,51222238CFF46E75D24E091
raw,qat,sw,256K,1,4,Image.tif_,765384432,1140.017,,,,,,640.28,0.08,3.78,1.74,94.40,21.93x,37.5M,730M,2920,765460480,27641564,0,0,0,0,2772,148,2920,0,900910,861303640,669777920,191531560,478246360,0,0,186880,163520,49640,213160,256,224,65,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,550510,1038950,30127577,31342857,16865625943,2760730,0,0,0,0,0,50,0,0,yes,2,dynamic,1048576,48,0,0,1,4,2,51222238CFF46E75D24E091
raw,qat,sw,256K,2,4,Image.tif_,765384432,1171.043,,,,,,623.31,0.05,3.77,1.97,94.20,21.93x,37.5M,730M,2920,765460480,27641636,0,0,0,0,2838,82,2920,0,886070,861303640,669777920,191531560,478246360,0,0,186880,163520,49640,213160,256,224,65,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1127510,952410,30432796,31702307,12579828513,2635912,0,0,0,0,0,50,0,0,yes,2,dynamic,1048576,48,0,0,1,4,2,51222238CFF46E75D24E091
raw,qat,sw,256K,3,4,Image.tif_,765384432,1108.288,,,,,,658.61,0.06,4.01,1.49,94.45,21.93x,37.5M,730M,2920,765460480,27641863,0,0,0,0,2851,69,2920,0,896600,861303640,669777920,191531560,478246360,0,0,186880,163520,49640,213160,256,224,65,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,741230,954292,30118911,31361040,16789205527,2676051,0,0,0,0,0,50,0,0,yes,2,dynamic,1048576,48,0,0,1,4,2,51222238CFF46E75D24E091
summary,qat,sw,256K,,4,Image.tif_,765384432,,1139.783,1140.017,1171.043,1171.043,1171.043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,dynamic,1048576,48,0,0,,4,2,51222238CFF46E75D24E091
raw,qat,sw,1M,1,4,Image.tif_,765384432,1119.184,,,,,,652.20,0.07,3.23,1.73,94.98,25.49x,30.4M,732M,732,767557632,28047652,0,0,0,0,709,23,732,0,220070,863542596,671612928,191931132,479681796,0,0,187392,163968,47580,211548,256,224,65,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20252527,269470,23382255,23129997,16679779115,654830,0,0,0,0,0,50,0,0,yes,2,dynamic,1048576,48,0,0,1,4,2,51222238CFF46E75D24E091
raw,qat,sw,1M,2,4,Image.tif_,765384432,1080.299,,,,,,675.67,0.12,3.66,1.87,94.35,25.49x,30.4M,732M,732,767557632,28049847,0,0,0,0,727,5,732,0,221460,863542596,671612928,191931132,479681796,0,0,187392,163968,47580,211548,256,224,65,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4193062,277620,23724621,23468172,16590802304,672070,0,0,0,0,0,50,0,0,yes,2,dynamic,1048576,48,0,0,1,4,2,51222238CFF46E75D24E091
raw,qat,sw,1M,3,4,Image.tif_,765384432,1038.494,,,,,,702.87,0.04,3.54,1.41,95.01,25.49x,30.4M,732M,732,767557632,28050612,0,0,0,0,690,42,732,0,220360,863542596,671612928,191931132,479681796,0,0,187392,163968,47580,211548,256,224,65,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,723211,283860,23596496,23181153,16630484777,656570,0,0,0,0,0,50,0,0,yes,2,dynamic,1048576,48,0,0,1,4,2,51222238CFF46E75D24E091
summary,qat,sw,1M,,4,Image.tif_,765384432,,1079.326,1080.299,1119.184,1119.184,1119.184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,dynamic,1048576,48,0,0,,4,2,51222238CFF46E75D24E091
