row_type,mode,verify_mode,recordsize,iter,jobs,source_label,source_bytes,elapsed_ms,latency_avg_ms,latency_p50_ms,latency_p95_ms,latency_p99_ms,latency_max_ms,write_bw_mib_s,cpu_user_pct,cpu_system_pct,cpu_iowait_pct,cpu_idle_pct,compressratio,used,logicalused,comp_requests_delta,comp_in_delta,comp_out_delta,decomp_requests_delta,decomp_in_delta,decomp_out_delta,dc_fails_delta,dc_buffer_reuse_hits_delta,dc_buffer_reuse_misses_delta,dc_compress_bound_requests_delta,dc_compress_bound_fails_delta,dc_compress_bound_ns_delta,dc_compress_bound_total_bytes_delta,dc_compress_dst_total_bytes_delta,dc_compress_scratch_bytes_delta,dc_compress_scratch_saved_bytes_delta,dc_compress_overflows_delta,dc_compress_incompressible_delta,dc_compress_src_buffers_delta,dc_compress_dst_buffers_delta,dc_compress_add_buffers_delta,dc_compress_dst_total_buffers_delta,dc_compress_src_buffers_max,dc_compress_dst_buffers_max,dc_compress_add_buffers_max,dc_compress_dst_total_buffers_max,dc_compress_coalesce_requests_delta,dc_compress_coalesce_success_delta,dc_compress_coalesce_fails_delta,dc_compress_coalesce_bytes_delta,dc_compress_coalesce_alloc_ns_delta,dc_compress_coalesce_copy_ns_delta,dc_compress_coalesce_free_ns_delta,dc_compress_dst_coalesce_requests_delta,dc_compress_dst_coalesce_success_delta,dc_compress_dst_coalesce_fails_delta,dc_compress_dst_coalesce_reuse_hits_delta,dc_compress_dst_coalesce_reuse_misses_delta,dc_compress_dst_coalesce_alloc_bytes_delta,dc_compress_dst_coalesce_copy_bytes_delta,dc_compress_dst_coalesce_alloc_ns_delta,dc_compress_dst_coalesce_copy_ns_delta,dc_compress_dst_coalesce_free_ns_delta,dc_compress_scratch_alloc_ns_delta,dc_compress_scratch_free_ns_delta,dc_compress_setup_ns_delta,dc_compress_submit_ns_delta,dc_compress_wait_ns_delta,dc_compress_cleanup_ns_delta,dc_decompress_setup_ns_delta,dc_decompress_submit_ns_delta,dc_decompress_wait_ns_delta,dc_decompress_cleanup_ns_delta,dc_compress_inflight,dc_compress_inflight_max,dc_decompress_inflight,dc_decompress_inflight_max,dc_compress_async_submits_delta,dc_compress_async_submit_fails_delta,dc_compress_async_completions_delta,dc_compress_async_resumes_delta,dc_compress_async_fallbacks_delta,dc_compress_async_cancels_delta,dc_compress_async_submit_retries_delta,dc_compress_async_retry_success_delta,dc_compress_async_fail_retry_delta,dc_compress_async_fail_resource_delta,dc_compress_async_fail_other_delta,dc_compress_async_inflight,dc_compress_async_inflight_max,dc_compress_async_cap_skips_delta,sha_ok,zfs_qat_cpa_dc_level,zfs_qat_effective_cpa_dc_level,zfs_qat_cpa_dc_hufftype,zfs_qat_effective_cpa_dc_hufftype,zfs_qat_dc_max_buf_size,zfs_qat_dc_effective_max_buf_size,zfs_qat_dc_max_instances,zfs_qat_dc_coalesce_src,zfs_qat_dc_effective_coalesce_src,zfs_qat_dc_coalesce_dst,zfs_qat_dc_effective_coalesce_dst,zfs_qat_dc_async,zfs_qat_dc_effective_async,zfs_qat_dc_async_submit_retries,zfs_qat_dc_effective_async_submit_retries,zfs_qat_dc_async_retry_us,zfs_qat_dc_effective_async_retry_us,zfs_qat_dc_async_max_inflight,zfs_qat_dc_effective_async_max_inflight,zfs_qat_dc_async_cap_policy,zfs_qat_dc_profile,zfs_qat_dc_profile_recordsize,zfs_qat_dc_ratio_profile,zfs_qat_decompress_disable,zfs_qat_effective_decompress_disable,qat_kernel_cy_instances,qat_kernel_dc_instances,zfs_srcversion,qat_pci_dh895xcc_count,qat_conf_file_count,qat_kernel_cy_instances_total,qat_kernel_dc_instances_total,zfs_qat_dc_instances,cpu_count,cpu_active_pct,cpu_active_s_per_gib,cpu_system_s_per_gib,qat_byte_share_pct,qat_completion_share_pct,qat_fallback_share_pct,qat_cap_skip_share_pct,qat_service_ns_per_mib,qat_wait_ns_per_mib
raw,qat,profile,1M,3,4,Image.tif_,765384432,964.694,,,,,,756.64,0.08,13.40,0.89,85.63,25.26x,30.8M,732M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,56,17,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,yes,profile,1,profile,dynamic,profile,262144,48,profile,0,profile,0,profile,0,profile,8,profile,100,profile,96,profile,latency,262144,balanced,profile,1,0,6,62EF6B1D2C6A51421EB3DD2,2,2,0,12,12,64,13.48,11.675613,11.606321,0.00,na,na,na,na,na
summary,qat,profile,1M,,4,Image.tif_,765384432,,956.593,962.397,964.694,964.694,964.694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,profile,1,profile,dynamic,profile,262144,48,profile,0,profile,0,profile,0,profile,8,profile,100,profile,96,profile,latency,262144,balanced,,,0,6,62EF6B1D2C6A51421EB3DD2,2,2,0,12,12,,,,,,,,,,
raw,sw,profile,128K,1,4,Image.tif_,765384432,1077.950,,,,,,677.14,0.07,12.94,1.81,85.18,16.90x,52.0M,730M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,56,17,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,yes,profile,1,profile,dynamic,profile,262144,48,profile,0,profile,0,profile,0,profile,8,profile,100,profile,96,profile,latency,262144,balanced,profile,1,0,6,62EF6B1D2C6A51421EB3DD2,2,2,0,12,12,64,13.01,12.591461,12.523713,0.00,na,na,na,na,na
raw,sw,profile,128K,2,4,Image.tif_,765384432,1079.726,,,,,,676.03,0.07,12.98,2.06,84.88,16.90x,52.0M,730M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,56,17,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,yes,profile,1,profile,dynamic,profile,262144,48,profile,0,profile,0,profile,0,profile,8,profile,100,profile,96,profile,latency,262144,balanced,profile,1,0,6,62EF6B1D2C6A51421EB3DD2,2,2,0,12,12,64,13.05,12.650984,12.583124,0.00,na,na,na,na,na
raw,sw,profile,128K,3,4,Image.tif_,765384432,1170.742,,,,,,623.47,0.05,11.74,2.52,85.69,16.90x,52.0M,730M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,56,17,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,yes,profile,1,profile,dynamic,profile,262144,48,profile,0,profile,0,profile,0,profile,8,profile,100,profile,96,profile,latency,262144,balanced,profile,1,0,6,62EF6B1D2C6A51421EB3DD2,2,2,0,12,12,64,11.79,12.392965,12.340408,0.00,na,na,na,na,na
summary,sw,profile,128K,,4,Image.tif_,765384432,,1109.473,1079.726,1170.742,1170.742,1170.742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,profile,1,profile,dynamic,profile,262144,48,profile,0,profile,0,profile,0,profile,8,profile,100,profile,96,profile,latency,262144,balanced,,,0,6,62EF6B1D2C6A51421EB3DD2,2,2,0,12,12,,,,,,,,,,
raw,sw,profile,256K,1,4,Image.tif_,765384432,973.129,,,,,,750.08,0.08,13.29,0.99,85.63,21.60x,38.0M,730M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,56,17,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,yes,profile,1,profile,dynamic,profile,262144,48,profile,0,profile,0,profile,0,profile,8,profile,100,profile,96,profile,latency,262144,balanced,profile,1,0,6,62EF6B1D2C6A51421EB3DD2,2,2,0,12,12,64,13.37,11.681592,11.611695,0.00,na,na,na,na,na
raw,sw,profile,256K,2,4,Image.tif_,765384432,937.268,,,,,,778.78,0.15,12.67,0.96,86.21,21.60x,38.0M,730M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,56,17,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,yes,profile,1,profile,dynamic,profile,262144,48,profile,0,profile,0,profile,0,profile,8,profile,100,profile,96,profile,latency,262144,balanced,profile,1,0,6,62EF6B1D2C6A51421EB3DD2,2,2,0,12,12,64,12.82,10.788276,10.662048,0.00,na,na,na,na,na
raw,sw,profile,256K,3,4,Image.tif_,765384432,959.685,,,,,,760.59,0.08,13.43,1.38,85.11,21.60x,38.0M,730M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,56,17,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,yes,profile,1,profile,dynamic,profile,262144,48,profile,0,profile,0,profile,0,profile,8,profile,100,profile,96,profile,latency,262144,balanced,profile,1,0,6,62EF6B1D2C6A51421EB3DD2,2,2,0,12,12,64,13.51,11.640839,11.571907,0.00,na,na,na,na,na
summary,sw,profile,256K,,4,Image.tif_,765384432,,956.694,959.685,973.129,973.129,973.129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,profile,1,profile,dynamic,profile,262144,48,profile,0,profile,0,profile,0,profile,8,profile,100,profile,96,profile,latency,262144,balanced,,,0,6,62EF6B1D2C6A51421EB3DD2,2,2,0,12,12,,,,,,,,,,
raw,sw,profile,1M,1,4,Image.tif_,765384432,949.238,,,,,,768.96,0.08,13.13,1.19,85.60,25.26x,30.8M,732M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,56,17,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,yes,profile,1,profile,dynamic,profile,262144,48,profile,0,profile,0,profile,0,profile,8,profile,100,profile,96,profile,latency,262144,balanced,profile,1,0,6,62EF6B1D2C6A51421EB3DD2,2,2,0,12,12,64,13.21,11.258438,11.190257,0.00,na,na,na,na,na
raw,sw,profile,1M,2,4,Image.tif_,765384432,927.413,,,,,,787.06,0.08,13.48,0.95,85.48,25.26x,30.8M,732M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,56,17,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,yes,profile,1,profile,dynamic,profile,262144,48,profile,0,profile,0,profile,0,profile,8,profile,100,profile,96,profile,latency,262144,balanced,profile,1,0,6,62EF6B1D2C6A51421EB3DD2,2,2,0,12,12,64,13.56,11.291018,11.224404,0.00,na,na,na,na,na
raw,sw,profile,1M,3,4,Image.tif_,765384432,932.618,,,,,,782.67,0.05,13.46,1.68,84.81,25.26x,30.8M,732M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,56,17,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,yes,profile,1,profile,dynamic,profile,262144,48,profile,0,profile,0,profile,0,profile,8,profile,100,profile,96,profile,latency,262144,balanced,profile,1,0,6,62EF6B1D2C6A51421EB3DD2,2,2,0,12,12,64,13.51,11.312520,11.270653,0.00,na,na,na,na,na
summary,sw,profile,1M,,4,Image.tif_,765384432,,936.423,932.618,949.238,949.238,949.238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,profile,1,profile,dynamic,profile,262144,48,profile,0,profile,0,profile,0,profile,8,profile,100,profile,96,profile,latency,262144,balanced,,,0,6,62EF6B1D2C6A51421EB3DD2,2,2,0,12,12,,,,,,,,,,
