row_type,mode,verify_mode,recordsize,iter,jobs,source_label,source_bytes,elapsed_ms,latency_avg_ms,latency_p50_ms,latency_p95_ms,latency_p99_ms,latency_max_ms,write_bw_mib_s,cpu_user_pct,cpu_system_pct,cpu_iowait_pct,cpu_idle_pct,compressratio,used,logicalused,comp_requests_delta,comp_in_delta,comp_out_delta,decomp_requests_delta,decomp_in_delta,decomp_out_delta,dc_fails_delta,dc_buffer_reuse_hits_delta,dc_buffer_reuse_misses_delta,dc_compress_bound_requests_delta,dc_compress_bound_fails_delta,dc_compress_bound_ns_delta,dc_compress_bound_total_bytes_delta,dc_compress_dst_total_bytes_delta,dc_compress_scratch_bytes_delta,dc_compress_scratch_saved_bytes_delta,dc_compress_overflows_delta,dc_compress_incompressible_delta,dc_compress_src_buffers_delta,dc_compress_dst_buffers_delta,dc_compress_add_buffers_delta,dc_compress_dst_total_buffers_delta,dc_compress_src_buffers_max,dc_compress_dst_buffers_max,dc_compress_add_buffers_max,dc_compress_dst_total_buffers_max,dc_compress_coalesce_requests_delta,dc_compress_coalesce_success_delta,dc_compress_coalesce_fails_delta,dc_compress_coalesce_bytes_delta,dc_compress_coalesce_alloc_ns_delta,dc_compress_coalesce_copy_ns_delta,dc_compress_coalesce_free_ns_delta,dc_compress_dst_coalesce_requests_delta,dc_compress_dst_coalesce_success_delta,dc_compress_dst_coalesce_fails_delta,dc_compress_dst_coalesce_reuse_hits_delta,dc_compress_dst_coalesce_reuse_misses_delta,dc_compress_dst_coalesce_alloc_bytes_delta,dc_compress_dst_coalesce_copy_bytes_delta,dc_compress_dst_coalesce_alloc_ns_delta,dc_compress_dst_coalesce_copy_ns_delta,dc_compress_dst_coalesce_free_ns_delta,dc_compress_scratch_alloc_ns_delta,dc_compress_scratch_free_ns_delta,dc_compress_setup_ns_delta,dc_compress_submit_ns_delta,dc_compress_wait_ns_delta,dc_compress_cleanup_ns_delta,dc_decompress_setup_ns_delta,dc_decompress_submit_ns_delta,dc_decompress_wait_ns_delta,dc_decompress_cleanup_ns_delta,dc_compress_inflight,dc_compress_inflight_max,dc_decompress_inflight,dc_decompress_inflight_max,dc_compress_async_submits_delta,dc_compress_async_submit_fails_delta,dc_compress_async_completions_delta,dc_compress_async_resumes_delta,dc_compress_async_fallbacks_delta,dc_compress_async_cancels_delta,dc_compress_async_submit_retries_delta,dc_compress_async_retry_success_delta,dc_compress_async_fail_retry_delta,dc_compress_async_fail_resource_delta,dc_compress_async_fail_other_delta,dc_compress_async_inflight,dc_compress_async_inflight_max,dc_compress_async_cap_skips_delta,sha_ok,zfs_qat_cpa_dc_level,zfs_qat_effective_cpa_dc_level,zfs_qat_cpa_dc_hufftype,zfs_qat_effective_cpa_dc_hufftype,zfs_qat_dc_max_buf_size,zfs_qat_dc_effective_max_buf_size,zfs_qat_dc_max_instances,zfs_qat_dc_coalesce_src,zfs_qat_dc_effective_coalesce_src,zfs_qat_dc_coalesce_dst,zfs_qat_dc_effective_coalesce_dst,zfs_qat_dc_async,zfs_qat_dc_effective_async,zfs_qat_dc_async_submit_retries,zfs_qat_dc_effective_async_submit_retries,zfs_qat_dc_async_retry_us,zfs_qat_dc_effective_async_retry_us,zfs_qat_dc_async_max_inflight,zfs_qat_dc_effective_async_max_inflight,zfs_qat_dc_async_cap_policy,zfs_qat_dc_profile,zfs_qat_dc_profile_recordsize,zfs_qat_dc_ratio_profile,zfs_qat_decompress_disable,zfs_qat_effective_decompress_disable,qat_kernel_cy_instances,qat_kernel_dc_instances,zfs_srcversion,qat_pci_dh895xcc_count,qat_conf_file_count,qat_kernel_cy_instances_total,qat_kernel_dc_instances_total,zfs_qat_dc_instances,cpu_count,cpu_active_pct,cpu_active_s_per_gib,cpu_system_s_per_gib,qat_byte_share_pct,qat_completion_share_pct,qat_fallback_share_pct,qat_cap_skip_share_pct,qat_service_ns_per_mib,qat_wait_ns_per_mib
raw,qat,profile,128K,1,4,Image.tif_,765384432,1274.276,,,,,,572.82,0.06,4.80,3.29,91.86,16.92x,51.8M,730M,5840,765460480,27814004,0,0,0,0,5840,0,5840,0,1629890,861464240,669777920,191698000,478079920,0,0,186880,163520,52560,216080,64,56,17,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1039790,1346191,33679969,39142374,7855792434,2400992,0,0,0,0,0,50,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,yes,profile,1,profile,dynamic,profile,262144,48,profile,0,profile,0,profile,0,profile,8,profile,100,profile,96,profile,latency,262144,balanced,profile,1,0,6,62EF6B1D2C6A51421EB3DD2,2,2,0,12,12,64,4.86,5.560323,5.491677,100.01,na,na,na,10864405,10761359
raw,qat,profile,128K,2,4,Image.tif_,765384432,1173.068,,,,,,622.24,0.07,5.41,3.02,91.50,16.92x,51.8M,730M,5840,765460480,27814296,0,0,0,0,5840,0,5840,0,1643570,861464240,669777920,191698000,478079920,0,0,186880,163520,52560,216080,64,56,17,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1351511,1376191,33988799,39423079,7894239408,2452960,0,0,0,0,0,50,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,yes,profile,1,profile,dynamic,profile,262144,48,profile,0,profile,0,profile,0,profile,8,profile,100,profile,96,profile,latency,262144,balanced,profile,1,0,6,62EF6B1D2C6A51421EB3DD2,2,2,0,12,12,64,5.48,5.771703,5.697977,100.01,na,na,na,10917951,10814027
raw,qat,profile,128K,3,4,Image.tif_,765384432,1118.055,,,,,,652.85,0.14,5.77,2.29,91.80,16.92x,51.8M,730M,5840,765460480,27814367,0,0,0,0,5840,0,5840,0,1631051,861464240,669777920,191698000,478079920,0,0,186880,163520,52560,216080,64,56,17,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1107950,1340611,34613021,39533257,7875358805,2541760,0,0,0,0,0,50,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,yes,profile,1,profile,dynamic,profile,262144,48,profile,0,profile,0,profile,0,profile,8,profile,100,profile,96,profile,latency,262144,balanced,profile,1,0,6,62EF6B1D2C6A51421EB3DD2,2,2,0,12,12,64,5.91,5.932679,5.792142,100.01,na,na,na,10893215,10788163
summary,qat,profile,128K,,4,Image.tif_,765384432,,1188.466,1173.068,1274.276,1274.276,1274.276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,profile,1,profile,dynamic,profile,262144,48,profile,0,profile,0,profile,0,profile,8,profile,100,profile,96,profile,latency,262144,balanced,,,0,6,62EF6B1D2C6A51421EB3DD2,2,2,0,12,12,,,,,,,,,,
raw,qat,profile,256K,1,4,Image.tif_,765384432,1051.483,,,,,,694.19,0.06,4.45,1.36,94.13,21.70x,37.8M,730M,2920,765460480,28020175,0,0,0,0,2920,0,2920,0,926582,861303640,669777920,191531560,478246360,0,0,186880,163520,49640,213160,64,56,17,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1262310,845570,31203402,31618692,7978552028,2415740,0,0,0,0,0,50,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,yes,profile,1,profile,dynamic,profile,262144,48,profile,0,profile,0,profile,0,profile,8,profile,100,profile,96,profile,latency,262144,balanced,profile,1,0,6,62EF6B1D2C6A51421EB3DD2,2,2,0,12,12,64,4.51,4.257739,4.201095,100.01,na,na,na,11018890,10929523
raw,qat,profile,256K,2,4,Image.tif_,765384432,1051.643,,,,,,694.08,0.07,4.42,2.58,92.93,21.70x,37.8M,730M,2920,765460480,28020153,0,0,0,0,2920,0,2920,0,941730,861303640,669777920,191531560,478246360,0,0,186880,163520,49640,213160,64,56,17,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,612930,826880,31180492,31554679,7731380551,2306911,0,0,0,0,0,50,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,yes,profile,1,profile,dynamic,profile,262144,48,profile,0,profile,0,profile,0,profile,8,profile,100,profile,96,profile,latency,262144,balanced,profile,1,0,6,62EF6B1D2C6A51421EB3DD2,2,2,0,12,12,64,4.49,4.239503,4.173408,100.01,na,na,na,10680031,10590932
raw,qat,profile,256K,3,4,Image.tif_,765384432,1063.221,,,,,,686.52,0.07,4.54,2.81,92.57,21.70x,37.8M,730M,2920,765460480,28020152,0,0,0,0,2920,0,2920,0,924373,861303640,669777920,191531560,478246360,0,0,186880,163520,49640,213160,64,56,17,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,928020,795470,31339903,31612268,7723017609,2310832,0,0,0,0,0,50,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,yes,profile,1,profile,dynamic,profile,262144,48,profile,0,profile,0,profile,0,profile,8,profile,100,profile,96,profile,latency,262144,balanced,profile,1,0,6,62EF6B1D2C6A51421EB3DD2,2,2,0,12,12,64,4.61,4.400730,4.333907,100.01,na,na,na,10668878,10579476
summary,qat,profile,256K,,4,Image.tif_,765384432,,1055.449,1051.643,1063.221,1063.221,1063.221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,profile,1,profile,dynamic,profile,262144,48,profile,0,profile,0,profile,0,profile,8,profile,100,profile,96,profile,latency,262144,balanced,,,0,6,62EF6B1D2C6A51421EB3DD2,2,2,0,12,12,,,,,,,,,,
raw,qat,profile,1M,1,4,Image.tif_,765384432,942.689,,,,,,774.30,0.07,13.45,0.92,85.56,25.26x,30.8M,732M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,56,17,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,yes,profile,1,profile,dynamic,profile,262144,48,profile,0,profile,0,profile,0,profile,8,profile,100,profile,96,profile,latency,262144,balanced,profile,1,0,6,62EF6B1D2C6A51421EB3DD2,2,2,0,12,12,64,13.52,11.443144,11.383897,0.00,na,na,na,na,na
raw,qat,profile,1M,2,4,Image.tif_,765384432,962.397,,,,,,758.45,0.10,13.27,1.19,85.44,25.26x,30.8M,732M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,56,17,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,yes,profile,1,profile,dynamic,profile,262144,48,profile,0,profile,0,profile,0,profile,8,profile,100,profile,96,profile,latency,262144,balanced,profile,1,0,6,62EF6B1D2C6A51421EB3DD2,2,2,0,12,12,64,13.37,11.552764,11.466356,0.00,na,na,na,na,na
