row_type,mode,verify_mode,recordsize,iter,jobs,source_label,source_bytes,elapsed_ms,latency_avg_ms,latency_p50_ms,latency_p95_ms,latency_p99_ms,latency_max_ms,write_bw_mib_s,cpu_user_pct,cpu_system_pct,cpu_iowait_pct,cpu_idle_pct,compressratio,used,logicalused,comp_requests_delta,comp_in_delta,comp_out_delta,decomp_requests_delta,decomp_in_delta,decomp_out_delta,dc_fails_delta,dc_buffer_reuse_hits_delta,dc_buffer_reuse_misses_delta,dc_compress_bound_requests_delta,dc_compress_bound_fails_delta,dc_compress_bound_ns_delta,dc_compress_bound_total_bytes_delta,dc_compress_dst_total_bytes_delta,dc_compress_scratch_bytes_delta,dc_compress_scratch_saved_bytes_delta,dc_compress_overflows_delta,dc_compress_incompressible_delta,dc_compress_src_buffers_delta,dc_compress_dst_buffers_delta,dc_compress_add_buffers_delta,dc_compress_dst_total_buffers_delta,dc_compress_src_buffers_max,dc_compress_dst_buffers_max,dc_compress_add_buffers_max,dc_compress_dst_total_buffers_max,dc_compress_coalesce_requests_delta,dc_compress_coalesce_success_delta,dc_compress_coalesce_fails_delta,dc_compress_coalesce_bytes_delta,dc_compress_coalesce_alloc_ns_delta,dc_compress_coalesce_copy_ns_delta,dc_compress_coalesce_free_ns_delta,dc_compress_dst_coalesce_requests_delta,dc_compress_dst_coalesce_success_delta,dc_compress_dst_coalesce_fails_delta,dc_compress_dst_coalesce_reuse_hits_delta,dc_compress_dst_coalesce_reuse_misses_delta,dc_compress_dst_coalesce_alloc_bytes_delta,dc_compress_dst_coalesce_copy_bytes_delta,dc_compress_dst_coalesce_alloc_ns_delta,dc_compress_dst_coalesce_copy_ns_delta,dc_compress_dst_coalesce_free_ns_delta,dc_compress_scratch_alloc_ns_delta,dc_compress_scratch_free_ns_delta,dc_compress_setup_ns_delta,dc_compress_submit_ns_delta,dc_compress_wait_ns_delta,dc_compress_cleanup_ns_delta,dc_decompress_setup_ns_delta,dc_decompress_submit_ns_delta,dc_decompress_wait_ns_delta,dc_decompress_cleanup_ns_delta,dc_compress_inflight,dc_compress_inflight_max,dc_decompress_inflight,dc_decompress_inflight_max,dc_compress_async_submits_delta,dc_compress_async_submit_fails_delta,dc_compress_async_completions_delta,dc_compress_async_resumes_delta,dc_compress_async_fallbacks_delta,dc_compress_async_cancels_delta,dc_compress_async_submit_retries_delta,dc_compress_async_retry_success_delta,dc_compress_async_fail_retry_delta,dc_compress_async_fail_resource_delta,dc_compress_async_fail_other_delta,dc_compress_async_inflight,dc_compress_async_inflight_max,dc_compress_async_cap_skips_delta,sha_ok,zfs_qat_cpa_dc_level,zfs_qat_cpa_dc_hufftype,zfs_qat_dc_max_buf_size,zfs_qat_dc_max_instances,zfs_qat_dc_coalesce_src,zfs_qat_dc_coalesce_dst,zfs_qat_dc_async,zfs_qat_dc_async_submit_retries,zfs_qat_dc_async_retry_us,zfs_qat_dc_async_max_inflight,zfs_qat_decompress_disable,qat_kernel_cy_instances,qat_kernel_dc_instances,zfs_srcversion
raw,qat,sw,32K,1,4,Image.tif_,765384432,1878.416,,,,,,388.59,0.04,11.24,7.18,81.54,6.91x,140M,731M,9366,306905088,11064957,0,0,0,0,7620,1746,9366,0,2061244,345783354,268541952,77260134,191281818,0,0,74928,65562,28098,93660,256,224,65,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30451331,0,83225307,38555604,29217138317,27356208,0,0,0,0,0,1545,0,0,23360,0,9366,9366,13994,0,0,0,0,0,0,0,1580,13994,yes,4,dynamic,1048576,48,0,0,1,8,100,192,1,0,6,22FB20D6AB5642298B92542
raw,qat,sw,32K,2,4,Image.tif_,765384432,1944.417,,,,,,375.40,0.03,10.95,6.59,82.42,6.90x,140M,731M,10112,331350016,11791866,0,0,0,0,8347,1765,10112,0,2277460,373324928,289931264,83413888,206517376,0,0,80896,70784,30336,101120,256,224,65,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32468089,0,88830147,42143222,31574221349,29328356,0,0,0,0,0,1545,0,0,23360,0,10112,10112,13248,0,0,0,0,0,0,0,1580,13248,yes,4,dynamic,1048576,48,0,0,1,8,100,192,1,0,6,22FB20D6AB5642298B92542
raw,qat,sw,32K,3,4,Image.tif_,765384432,1895.498,,,,,,385.08,0.05,11.21,7.35,81.39,6.91x,140M,731M,9418,308609024,11635046,0,0,0,0,7381,2037,9418,0,2150130,347703142,270032896,77689082,192343814,0,0,75344,65926,28254,94180,256,224,65,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33194954,0,90041258,40032894,30101251493,30784006,0,0,0,0,0,1545,0,0,23360,0,9418,9418,13942,0,0,0,0,0,0,0,1580,13942,yes,4,dynamic,1048576,48,0,0,1,8,100,192,1,0,6,22FB20D6AB5642298B92542
summary,qat,sw,32K,,4,Image.tif_,765384432,,1906.110,1895.498,1944.417,1944.417,1944.417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,dynamic,1048576,48,0,0,1,8,100,192,,0,6,22FB20D6AB5642298B92542
raw,qat,sw,128K,1,4,Image.tif_,765384432,1082.152,,,,,,674.51,0.03,10.96,2.25,86.76,16.98x,51.8M,730M,1511,198049792,8200139,0,0,0,0,1309,202,1511,0,376591,222889121,173293568,49598575,123694993,0,0,48352,42308,13599,55907,256,224,65,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,823870,0,15569418,11435037,18364237851,4700312,0,0,0,0,0,1545,0,0,5840,0,1511,1511,4329,0,0,0,0,0,0,0,1580,4329,yes,4,dynamic,1048576,48,0,0,1,8,100,192,1,0,6,22FB20D6AB5642298B92542
raw,qat,sw,128K,2,4,Image.tif_,765384432,1067.738,,,,,,683.62,0.07,11.04,2.71,86.18,16.99x,51.8M,730M,1482,194248704,8242466,0,0,0,0,1315,167,1482,0,373440,218611302,169967616,48646650,121320966,0,0,47424,41496,13338,54834,256,224,65,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1041091,0,15512739,11187513,18128119341,6048975,0,0,0,0,0,1545,0,0,5840,0,1482,1482,4358,0,0,0,0,0,0,0,1580,4358,yes,4,dynamic,1048576,48,0,0,1,8,100,192,1,0,6,22FB20D6AB5642298B92542
raw,qat,sw,128K,3,4,Image.tif_,765384432,1067.718,,,,,,683.63,0.06,9.82,1.80,88.32,16.99x,51.8M,730M,1705,223477760,9526394,0,0,0,0,1521,184,1705,0,411551,251506255,195543040,55966625,139576415,0,0,54560,47740,15345,63085,256,224,65,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1253260,0,16815775,12255295,21030144125,5840274,0,0,0,0,0,1545,0,0,5840,0,1705,1705,4135,0,0,0,0,0,0,0,1580,4135,yes,4,dynamic,1048576,48,0,0,1,8,100,192,1,0,6,22FB20D6AB5642298B92542
summary,qat,sw,128K,,4,Image.tif_,765384432,,1072.536,1067.738,1082.152,1082.152,1082.152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,dynamic,1048576,48,0,0,1,8,100,192,,0,6,22FB20D6AB5642298B92542
raw,qat,sw,256K,1,4,Image.tif_,765384432,975.812,,,,,,748.02,0.06,11.13,2.18,86.62,21.73x,37.8M,730M,800,209715200,8684306,0,0,0,0,719,81,800,0,240400,235973600,183500800,52474400,131026400,0,0,51200,44800,13600,58400,256,224,65,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,458940,0,12550054,9572002,19597134475,2241692,0,0,0,0,0,1545,0,0,2920,0,800,800,2120,0,0,0,0,0,0,0,1580,2120,yes,4,dynamic,1048576,48,0,0,1,8,100,192,1,0,6,22FB20D6AB5642298B92542
raw,qat,sw,256K,2,4,Image.tif_,765384432,984.141,,,,,,741.69,0.09,11.23,1.90,86.78,21.73x,37.8M,730M,806,211288064,9154158,0,0,0,0,731,75,806,0,225791,237743402,184877056,52867958,132009098,0,0,51584,45136,13702,58838,256,224,65,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,444510,0,12446716,9617875,19854521668,2148891,0,0,0,0,0,1545,0,0,2920,0,806,806,2114,0,0,0,0,0,0,0,1580,2114,yes,4,dynamic,1048576,48,0,0,1,8,100,192,1,0,6,22FB20D6AB5642298B92542
