row_type,mode,verify_mode,recordsize,iter,jobs,source_label,source_bytes,elapsed_ms,latency_avg_ms,latency_p50_ms,latency_p95_ms,latency_p99_ms,latency_max_ms,write_bw_mib_s,cpu_user_pct,cpu_system_pct,cpu_iowait_pct,cpu_idle_pct,compressratio,used,logicalused,comp_requests_delta,comp_in_delta,comp_out_delta,decomp_requests_delta,decomp_in_delta,decomp_out_delta,dc_fails_delta,dc_buffer_reuse_hits_delta,dc_buffer_reuse_misses_delta,dc_compress_bound_requests_delta,dc_compress_bound_fails_delta,dc_compress_bound_ns_delta,dc_compress_bound_total_bytes_delta,dc_compress_dst_total_bytes_delta,dc_compress_scratch_bytes_delta,dc_compress_scratch_saved_bytes_delta,dc_compress_overflows_delta,dc_compress_incompressible_delta,dc_compress_src_buffers_delta,dc_compress_dst_buffers_delta,dc_compress_add_buffers_delta,dc_compress_dst_total_buffers_delta,dc_compress_src_buffers_max,dc_compress_dst_buffers_max,dc_compress_add_buffers_max,dc_compress_dst_total_buffers_max,dc_compress_coalesce_requests_delta,dc_compress_coalesce_success_delta,dc_compress_coalesce_fails_delta,dc_compress_coalesce_bytes_delta,dc_compress_coalesce_alloc_ns_delta,dc_compress_coalesce_copy_ns_delta,dc_compress_coalesce_free_ns_delta,dc_compress_dst_coalesce_requests_delta,dc_compress_dst_coalesce_success_delta,dc_compress_dst_coalesce_fails_delta,dc_compress_dst_coalesce_alloc_bytes_delta,dc_compress_dst_coalesce_copy_bytes_delta,dc_compress_dst_coalesce_alloc_ns_delta,dc_compress_dst_coalesce_copy_ns_delta,dc_compress_dst_coalesce_free_ns_delta,dc_compress_scratch_alloc_ns_delta,dc_compress_scratch_free_ns_delta,dc_compress_setup_ns_delta,dc_compress_submit_ns_delta,dc_compress_wait_ns_delta,dc_compress_cleanup_ns_delta,dc_decompress_setup_ns_delta,dc_decompress_submit_ns_delta,dc_decompress_wait_ns_delta,dc_decompress_cleanup_ns_delta,dc_compress_inflight,dc_compress_inflight_max,dc_decompress_inflight,dc_decompress_inflight_max,sha_ok,zfs_qat_cpa_dc_level,zfs_qat_cpa_dc_hufftype,zfs_qat_dc_max_buf_size,zfs_qat_dc_max_instances,zfs_qat_dc_coalesce_src,zfs_qat_dc_coalesce_dst,zfs_qat_decompress_disable,qat_kernel_cy_instances,qat_kernel_dc_instances,zfs_srcversion
raw,qat,sw,128K,1,1,Image.tif_,191346108,993.558,,,,,,183.67,0.03,1.55,2.98,95.44,17.11x,12.9M,183M,1460,191365120,6841987,0,0,0,0,625,835,1460,0,387860,215366060,167444480,47924500,119519980,0,0,46720,40880,13140,54020,32,28,9,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,724860,333810,9023225,9430823,1734197599,876780,0,0,0,0,0,25,0,0,yes,4,dynamic,1048576,48,0,0,1,4,2,536449095ADB8E51B622004
raw,qat,sw,128K,2,1,Image.tif_,191346108,805.579,,,,,,226.52,0.12,2.39,2.53,94.96,17.11x,12.9M,183M,1460,191365120,6842086,0,0,0,0,592,868,1460,0,381910,215366060,167444480,47924500,119519980,0,0,46720,40880,13140,54020,32,28,9,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,732910,342120,9136680,9566479,1773720222,920490,0,0,0,0,0,25,0,0,yes,4,dynamic,1048576,48,0,0,1,4,2,536449095ADB8E51B622004
raw,qat,sw,128K,3,1,Image.tif_,191346108,880.253,,,,,,207.31,0.04,1.63,2.28,96.06,17.11x,12.9M,183M,1460,191365120,6842035,0,0,0,0,582,878,1460,0,402640,215366060,167444480,47924500,119519980,0,0,46720,40880,13140,54020,32,28,9,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,249630,347930,8951884,9615765,1805865521,926640,0,0,0,0,0,25,0,0,yes,4,dynamic,1048576,48,0,0,1,4,2,536449095ADB8E51B622004
summary,qat,sw,128K,,1,Image.tif_,191346108,,893.130,880.253,993.558,993.558,993.558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,dynamic,1048576,48,0,0,,4,2,536449095ADB8E51B622004
raw,qat,sw,256K,1,1,Image.tif_,191346108,748.830,,,,,,243.69,0.04,1.66,1.29,97.01,21.90x,9.42M,183M,730,191365120,6896712,0,0,0,0,256,474,730,0,226820,215325910,167444480,47882890,119561590,0,0,46720,40880,12410,53290,64,56,17,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300800,227580,8172232,7788091,2202678529,805970,0,0,0,0,0,25,0,0,yes,4,dynamic,1048576,48,0,0,1,4,2,536449095ADB8E51B622004
raw,qat,sw,256K,2,1,Image.tif_,191346108,764.682,,,,,,238.64,0.06,1.63,1.44,96.87,21.89x,9.42M,183M,730,191365120,6896777,0,0,0,0,256,474,730,0,221450,215325910,167444480,47882890,119561590,0,0,46720,40880,12410,53290,64,56,17,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,257010,216761,8085711,7781511,2219800005,814500,0,0,0,0,0,25,0,0,yes,4,dynamic,1048576,48,0,0,1,4,2,536449095ADB8E51B622004
raw,qat,sw,256K,3,1,Image.tif_,191346108,751.607,,,,,,242.79,0.04,1.76,1.14,97.06,21.89x,9.42M,183M,730,191365120,6896703,0,0,0,0,248,482,730,0,228200,215325910,167444480,47882890,119561590,0,0,46720,40880,12410,53290,64,56,17,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,261840,241750,7966728,7706054,2275554436,824500,0,0,0,0,0,25,0,0,yes,4,dynamic,1048576,48,0,0,1,4,2,536449095ADB8E51B622004
summary,qat,sw,256K,,1,Image.tif_,191346108,,755.040,751.607,764.682,764.682,764.682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,dynamic,1048576,48,0,0,,4,2,536449095ADB8E51B622004
raw,qat,sw,1M,1,1,Image.tif_,191346108,748.874,,,,,,243.67,0.04,1.55,0.83,97.58,25.47x,7.66M,183M,183,191889408,6992827,0,0,0,0,62,121,183,0,60290,215885649,167903232,47982783,119920449,0,0,46848,40992,11895,52887,256,224,65,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61409207,73210,6547071,5880993,2398124294,245660,0,0,0,0,0,25,0,0,yes,4,dynamic,1048576,48,0,0,1,4,2,536449095ADB8E51B622004
raw,qat,sw,1M,2,1,Image.tif_,191346108,753.010,,,,,,242.34,0.04,1.44,0.91,97.61,25.48x,7.65M,183M,183,191889408,6992348,0,0,0,0,59,124,183,0,61030,215885649,167903232,47982783,119920449,0,0,46848,40992,11895,52887,256,224,65,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36415179,63530,6436410,5823042,2438750165,220950,0,0,0,0,0,25,0,0,yes,4,dynamic,1048576,48,0,0,1,4,2,536449095ADB8E51B622004
