Results: /root/zfs-qat-step5-src-coalesce-async-src1-jobs8-20260522.csv
Source: /nvme_scratch/source/2021-09-05/Scanned Documents/Image.tif (191346108 bytes)
Modes: qat sw
Verify mode: sw
Records: 64K 128K 256K 512K 1M
Iterations: 2
Jobs: 8
raw,qat,sw,64K,1,8,Image.tif_,1530768864,1797.243,,,,,,812.27,0.07,17.12,5.91,76.90,11.57x,162M,1.43G,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256,224,65,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,768,0,0,23360,0,0,0,23360,0,0,0,0,0,0,0,768,23360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,na,na,yes,profile,1,profile,dynamic,profile,1048576,48,1,1,0,0,profile,1,profile,8,profile,100,profile,96,profile,throughput,1048576,balanced,1,1,0,6,E8FA567F53966DCF8F4259A,2,2,0,12,12,64,17.19,13.869248,13.812770,0.00,0.00,100.00,100.00,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,profile,0,profile,0,profile,0,0,0,0,0,0,profile,1,profile,5000,profile,250,9,0,0,399041239813,0,1,0,0,0,0,profile,0,0,0,0,0,0,0,0
raw,qat,sw,64K,2,8,Image.tif_,1530768864,1682.415,,,,,,867.71,0.10,18.38,4.82,76.69,11.57x,162M,1.43G,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256,224,65,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,768,0,0,23360,0,0,0,23360,0,0,0,0,0,0,0,768,23360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,na,na,yes,profile,1,profile,dynamic,profile,1048576,48,1,1,0,0,profile,1,profile,8,profile,100,profile,96,profile,throughput,1048576,balanced,1,1,0,6,E8FA567F53966DCF8F4259A,2,2,0,12,12,64,18.48,13.957426,13.881898,0.00,0.00,100.00,100.00,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,profile,0,profile,0,profile,0,0,0,0,0,0,profile,1,profile,5000,profile,250,9,0,0,399041239813,0,1,0,0,0,0,profile,0,0,0,0,0,0,0,0
summary,qat,sw,64K,,8,Image.tif_,1530768864,,1739.829,1682.415,1797.243,1797.243,1797.243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,profile,1,profile,dynamic,profile,1048576,48,1,1,0,0,profile,1,profile,8,profile,100,profile,96,profile,throughput,1048576,balanced,,,0,6,E8FA567F53966DCF8F4259A,2,2,0,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,profile,0,profile,0,profile,0,,,,,,profile,1,profile,5000,profile,250,,,,,,,,,,,profile,0,,,,,,,
raw,qat,sw,128K,1,8,Image.tif_,1530768864,1525.169,,,,,,957.18,0.13,12.33,4.01,83.53,16.92x,104M,1.43G,9071,1188954112,44266248,0,0,0,0,6124,2947,9071,0,2105470,1338072281,1040334848,297755575,742579273,0,0,9071,253988,81639,335627,256,224,65,289,0,0,0,0,0,0,9071,0,9071,12989360,16256560,8619460,5499840,6733830,4948810,9071,9071,0,1188954112,218003320,310302640,27543850,0,0,0,0,0,0,0,0,0,0,13319440,0,633001620,65006360,141764980390,62721560,0,0,0,0,0,768,0,0,11686,0,9071,9071,2615,0,0,0,0,0,0,0,768,2615,9071,9071,0,0,0,9071,9071,0,27654467,7953342,141764882486,6899533,36805148,141847273611,15628363,15637446,yes,profile,1,profile,dynamic,profile,1048576,48,1,1,0,0,profile,1,profile,8,profile,100,profile,96,profile,throughput,1048576,balanced,1,1,0,6,E8FA567F53966DCF8F4259A,2,2,0,12,12,64,12.46,8.531124,8.442115,77.67,77.62,22.38,22.38,125697903,125026992,69783.003,7166.394,15628373.982,6914.514,1431.966,1792.146,950.222,606.310,742.347,545.564,1.000,37.000,147511.000,32825.000,na,na,profile,0,profile,0,profile,0,0,0,0,0,0,profile,1,profile,5000,profile,250,8,0,0,435157346963,0,1,0,0,0,0,profile,0,0,0,0,0,0,0,0
raw,qat,sw,128K,2,8,Image.tif_,1530768864,1614.091,,,,,,904.44,0.08,12.47,4.30,83.15,16.92x,104M,1.43G,9413,1233780736,46044882,0,0,0,0,7004,2409,9413,0,2208680,1388521043,1079558144,308981725,770576419,0,0,9413,263564,84717,348281,256,224,65,289,0,0,0,0,0,0,9413,0,9413,14261550,17040920,7380620,4255740,7503550,4785610,9413,9413,0,1233780736,248222400,381472390,31498780,0,0,0,0,0,0,0,0,0,0,10609160,0,737271260,70753000,130154638560,67399970,0,0,0,0,0,768,0,0,11686,0,9413,9413,2273,0,0,0,0,0,0,0,768,2273,9413,9413,0,0,0,9413,9413,0,29693544,8759900,130154335382,7233403,36036163,130239471378,13827083,13836127,yes,profile,1,profile,dynamic,profile,1048576,48,1,1,0,0,profile,1,profile,8,profile,100,profile,96,profile,throughput,1048576,balanced,1,1,0,6,E8FA567F53966DCF8F4259A,2,2,0,12,12,64,12.55,9.093728,9.035760,80.60,80.55,19.45,19.45,111360937,110616924,78324.791,7516.520,13827115.538,7160.307,1515.091,1810.360,784.088,452.113,797.148,508.404,1.000,37.000,147511.000,32825.000,na,na,profile,0,profile,0,profile,0,0,0,0,0,0,profile,1,profile,5000,profile,250,8,0,0,437898216543,0,1,0,0,0,0,profile,0,0,0,0,0,0,0,0
summary,qat,sw,128K,,8,Image.tif_,1530768864,,1569.630,1525.169,1614.091,1614.091,1614.091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,profile,1,profile,dynamic,profile,1048576,48,1,1,0,0,profile,1,profile,8,profile,100,profile,96,profile,throughput,1048576,balanced,,,0,6,E8FA567F53966DCF8F4259A,2,2,0,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,profile,0,profile,0,profile,0,,,,,,profile,1,profile,5000,profile,250,,,,,,,,,,,profile,0,,,,,,,
raw,qat,sw,256K,1,8,Image.tif_,1530768864,1457.417,,,,,,1001.67,0.11,12.37,2.40,85.13,21.68x,75.7M,1.43G,4483,1175191552,44518719,0,0,0,0,4483,0,4483,0,1361740,1322337061,1028292608,294053419,734239189,0,0,4483,251048,76211,327259,256,224,65,289,0,0,0,0,0,0,4483,0,4483,11963540,11491990,0,0,4161980,2069980,4483,4483,0,1175191552,289906190,573172870,22364810,0,0,0,0,0,0,0,0,0,0,5771270,0,934482100,49987280,24382078270,41416930,0,0,0,0,0,768,0,0,5847,0,4483,4483,1364,0,0,0,0,0,0,0,768,1364,4483,4483,0,0,0,4483,4483,0,22639508,5083278,24381498422,3755258,19332824,24434350571,5438656,5450446,yes,profile,1,profile,dynamic,profile,1048576,48,1,1,0,0,profile,1,profile,8,profile,100,profile,96,profile,throughput,1048576,balanced,1,1,0,6,E8FA567F53966DCF8F4259A,2,2,0,12,12,64,12.48,8.165234,8.093265,76.77,76.67,23.33,23.33,22670502,21755145,208450.167,11150.408,5438786.141,9238.664,2668.646,2563.460,0.000,0.000,928.392,461.740,1.000,73.000,294967.000,65593.000,na,na,profile,0,profile,0,profile,0,0,0,0,0,0,profile,1,profile,5000,profile,250,7,0,0,440750907333,0,1,0,0,0,0,profile,0,0,0,0,0,0,0,0
raw,qat,sw,256K,2,8,Image.tif_,1530768864,1515.934,,,,,,963.01,0.07,12.97,2.37,84.59,21.69x,75.7M,1.43G,4441,1164181504,44233333,0,0,0,0,4441,0,4441,0,1653330,1309948447,1018658816,291298513,727360303,0,0,4441,248696,75497,324193,256,224,65,289,0,0,0,0,0,0,4441,0,4441,16475420,17515160,0,0,5693690,2909550,4441,4441,0,1164181504,416577440,982430050,34382890,0,0,0,0,0,0,0,0,0,0,24321320,0,1506341430,61739800,31076674010,62393940,0,0,0,0,0,768,0,0,5846,0,4441,4441,1405,0,0,0,0,0,0,0,768,1405,4441,4441,0,0,0,4441,4441,0,26143551,7212461,31076165745,4504752,27407539,31144139613,6997560,7012866,yes,profile,1,profile,dynamic,profile,1048576,48,1,1,0,0,profile,1,profile,8,profile,100,profile,96,profile,throughput,1048576,balanced,1,1,0,6,E8FA567F53966DCF8F4259A,2,2,0,12,12,64,13.04,8.874177,8.826540,76.05,75.97,24.03,24.03,29459265,27990699,339189.694,13902.229,6997674.850,14049.525,3709.845,3943.968,0.000,0.000,1282.074,655.156,1.000,73.000,294967.000,65593.000,na,na,profile,0,profile,0,profile,0,0,0,0,0,0,profile,1,profile,5000,profile,250,8,0,0,443442444373,0,1,0,0,0,0,profile,0,0,0,0,0,0,0,0
summary,qat,sw,256K,,8,Image.tif_,1530768864,,1486.675,1457.417,1515.934,1515.934,1515.934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,profile,1,profile,dynamic,profile,1048576,48,1,1,0,0,profile,1,profile,8,profile,100,profile,96,profile,throughput,1048576,balanced,,,0,6,E8FA567F53966DCF8F4259A,2,2,0,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,profile,0,profile,0,profile,0,,,,,,profile,1,profile,5000,profile,250,,,,,,,,,,,profile,0,,,,,,,
raw,qat,sw,512K,1,8,Image.tif_,1530768864,1331.380,,,,,,1096.50,0.09,11.64,2.04,86.22,24.60x,64.3M,1.43G,2160,1132462080,41384652,0,0,0,0,2160,0,2160,0,1045130,1274138640,990904320,283238640,707665680,0,0,2160,241920,71280,313200,256,224,65,289,0,0,0,0,0,0,2160,0,2160,7609720,5756470,0,0,1968500,910670,2160,2160,0,1132462080,299275450,557265730,15095410,0,0,0,0,0,0,0,0,0,0,5681200,0,907550390,35100660,18453184710,25234530,0,0,0,0,0,768,0,0,2927,0,2160,2160,767,0,0,0,0,0,0,0,768,767,2160,2160,0,0,0,2160,2160,0,18591311,2722417,18452980572,1772147,10123227,18487249165,8543046,8558911,yes,profile,1,profile,dynamic,profile,1048576,48,1,1,0,0,profile,1,profile,8,profile,100,profile,96,profile,throughput,1048576,balanced,1,1,0,6,E8FA567F53966DCF8F4259A,2,2,0,12,12,64,11.73,7.010843,6.957052,73.98,73.80,26.20,26.20,17982472,17086282,420162.218,16250.306,8543141.069,11682.653,3523.019,2665.032,0.000,0.000,911.343,421.606,1.000,145.000,589879.000,131129.000,na,na,profile,0,profile,0,profile,0,0,0,0,0,0,profile,1,profile,5000,profile,250,7,0,0,446138147513,0,1,0,0,0,0,profile,0,0,0,0,0,0,0,0
