row_type,mode,verify_mode,recordsize,iter,jobs,source_label,source_bytes,elapsed_ms,latency_avg_ms,latency_p50_ms,latency_p95_ms,latency_p99_ms,latency_max_ms,write_bw_mib_s,cpu_user_pct,cpu_system_pct,cpu_iowait_pct,cpu_idle_pct,compressratio,used,logicalused,comp_requests_delta,comp_in_delta,comp_out_delta,decomp_requests_delta,decomp_in_delta,decomp_out_delta,dc_fails_delta,dc_buffer_reuse_hits_delta,dc_buffer_reuse_misses_delta,dc_compress_bound_requests_delta,dc_compress_bound_fails_delta,dc_compress_bound_ns_delta,dc_compress_bound_total_bytes_delta,dc_compress_dst_total_bytes_delta,dc_compress_scratch_bytes_delta,dc_compress_scratch_saved_bytes_delta,dc_compress_overflows_delta,dc_compress_incompressible_delta,dc_compress_src_buffers_delta,dc_compress_dst_buffers_delta,dc_compress_add_buffers_delta,dc_compress_dst_total_buffers_delta,dc_compress_src_buffers_max,dc_compress_dst_buffers_max,dc_compress_add_buffers_max,dc_compress_dst_total_buffers_max,dc_compress_coalesce_requests_delta,dc_compress_coalesce_success_delta,dc_compress_coalesce_fails_delta,dc_compress_coalesce_bytes_delta,dc_compress_coalesce_alloc_ns_delta,dc_compress_coalesce_copy_ns_delta,dc_compress_coalesce_free_ns_delta,dc_compress_dst_coalesce_requests_delta,dc_compress_dst_coalesce_success_delta,dc_compress_dst_coalesce_fails_delta,dc_compress_dst_coalesce_reuse_hits_delta,dc_compress_dst_coalesce_reuse_misses_delta,dc_compress_dst_coalesce_alloc_bytes_delta,dc_compress_dst_coalesce_copy_bytes_delta,dc_compress_dst_coalesce_alloc_ns_delta,dc_compress_dst_coalesce_copy_ns_delta,dc_compress_dst_coalesce_free_ns_delta,dc_compress_scratch_alloc_ns_delta,dc_compress_scratch_free_ns_delta,dc_compress_setup_ns_delta,dc_compress_submit_ns_delta,dc_compress_wait_ns_delta,dc_compress_cleanup_ns_delta,dc_decompress_setup_ns_delta,dc_decompress_submit_ns_delta,dc_decompress_wait_ns_delta,dc_decompress_cleanup_ns_delta,dc_compress_inflight,dc_compress_inflight_max,dc_decompress_inflight,dc_decompress_inflight_max,sha_ok,zfs_qat_cpa_dc_level,zfs_qat_cpa_dc_hufftype,zfs_qat_dc_max_buf_size,zfs_qat_dc_max_instances,zfs_qat_dc_coalesce_src,zfs_qat_dc_coalesce_dst,zfs_qat_decompress_disable,qat_kernel_cy_instances,qat_kernel_dc_instances,zfs_srcversion
raw,qat,sw,128K,1,4,Image.tif_,765384432,1278.740,,,,,,570.82,0.06,4.29,1.89,93.76,17.16x,51.5M,730M,5840,765460480,27367818,0,0,0,0,5701,139,5840,0,1702710,861464240,669777920,191698000,478079920,0,0,186880,163520,52560,216080,256,224,65,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,972070,1658560,32847830,39170680,19237531970,2978750,0,0,0,0,0,50,0,0,yes,4,dynamic,1048576,48,0,0,1,4,2,51222238CFF46E75D24E091
raw,qat,sw,128K,2,4,Image.tif_,765384432,1271.538,,,,,,574.05,0.05,4.36,1.63,93.95,17.16x,51.5M,730M,5840,765460480,27367785,0,0,0,0,5585,255,5840,0,1721360,861464240,669777920,191698000,478079920,0,0,186880,163520,52560,216080,256,224,65,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1170020,1707110,32677100,38863500,19223617410,3078650,0,0,0,0,0,50,0,0,yes,4,dynamic,1048576,48,0,0,1,4,2,51222238CFF46E75D24E091
raw,qat,sw,128K,3,4,Image.tif_,765384432,1238.186,,,,,,589.51,0.05,4.42,2.69,92.84,17.16x,51.5M,730M,5840,765460480,27367380,0,0,0,0,5626,214,5840,0,1642300,861464240,669777920,191698000,478079920,0,0,186880,163520,52560,216080,256,224,65,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1046040,1707860,32417110,38166480,19248286670,3066450,0,0,0,0,0,50,0,0,yes,4,dynamic,1048576,48,0,0,1,4,2,51222238CFF46E75D24E091
summary,qat,sw,128K,,4,Image.tif_,765384432,,1262.821,1271.538,1278.740,1278.740,1278.740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,dynamic,1048576,48,0,0,,4,2,51222238CFF46E75D24E091
raw,qat,sw,256K,1,4,Image.tif_,765384432,1281.793,,,,,,569.46,0.09,3.64,1.79,94.49,21.96x,37.4M,730M,2920,765460480,27586901,0,0,0,0,2839,81,2920,0,894760,861303640,669777920,191531560,478246360,0,0,186880,163520,49640,213160,256,224,65,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,886400,962940,30097140,30933320,19953536900,2702680,0,0,0,0,0,50,0,0,yes,4,dynamic,1048576,48,0,0,1,4,2,51222238CFF46E75D24E091
raw,qat,sw,256K,2,4,Image.tif_,765384432,1242.027,,,,,,587.69,0.06,3.76,1.77,94.41,21.96x,37.4M,730M,2920,765460480,27586764,0,0,0,0,2861,59,2920,0,903150,861303640,669777920,191531560,478246360,0,0,186880,163520,49640,213160,256,224,65,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1644820,974480,29629670,30962420,14930447520,2656480,0,0,0,0,0,50,0,0,yes,4,dynamic,1048576,48,0,0,1,4,2,51222238CFF46E75D24E091
raw,qat,sw,256K,3,4,Image.tif_,765384432,1223.270,,,,,,596.70,0.04,3.67,1.74,94.55,21.96x,37.4M,730M,2920,765460480,27586604,0,0,0,0,2790,130,2920,0,894040,861303640,669777920,191531560,478246360,0,0,186880,163520,49640,213160,256,224,65,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,549660,982460,29717840,30808360,20134919090,2708980,0,0,0,0,0,50,0,0,yes,4,dynamic,1048576,48,0,0,1,4,2,51222238CFF46E75D24E091
summary,qat,sw,256K,,4,Image.tif_,765384432,,1249.030,1242.027,1281.793,1281.793,1281.793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,dynamic,1048576,48,0,0,,4,2,51222238CFF46E75D24E091
raw,qat,sw,1M,1,4,Image.tif_,765384432,1213.999,,,,,,601.26,0.04,2.99,1.63,95.34,25.56x,30.4M,732M,732,767557632,27974536,0,0,0,0,725,7,732,0,219000,863542596,671612928,191931132,479681796,0,0,187392,163968,47580,211548,256,224,65,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34664900,255630,23444120,22997290,20152450990,657190,0,0,0,0,0,50,0,0,yes,4,dynamic,1048576,48,0,0,1,4,2,51222238CFF46E75D24E091
raw,qat,sw,1M,2,4,Image.tif_,765384432,1120.153,,,,,,651.63,0.07,3.29,1.50,95.13,25.57x,30.4M,732M,732,767557632,27971220,0,0,0,0,727,5,732,0,220570,863542596,671612928,191931132,479681796,0,0,187392,163968,47580,211548,256,224,65,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,657950,257630,23416580,23172980,20130963760,666340,0,0,0,0,0,50,0,0,yes,4,dynamic,1048576,48,0,0,1,4,2,51222238CFF46E75D24E091
raw,qat,sw,1M,3,4,Image.tif_,765384432,1147.464,,,,,,636.12,0.05,3.23,1.69,95.03,25.56x,30.4M,732M,732,767557632,27973439,0,0,0,0,709,23,732,0,227880,863542596,671612928,191931132,479681796,0,0,187392,163968,47580,211548,256,224,65,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,596420,250600,23445090,23072840,20073976840,648370,0,0,0,0,0,50,0,0,yes,4,dynamic,1048576,48,0,0,1,4,2,51222238CFF46E75D24E091
summary,qat,sw,1M,,4,Image.tif_,765384432,,1160.539,1147.464,1213.999,1213.999,1213.999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,dynamic,1048576,48,0,0,,4,2,51222238CFF46E75D24E091
