row_type,mode,verify_mode,recordsize,iter,jobs,source_label,source_bytes,elapsed_ms,latency_avg_ms,latency_p50_ms,latency_p95_ms,latency_p99_ms,latency_max_ms,write_bw_mib_s,cpu_user_pct,cpu_system_pct,cpu_iowait_pct,cpu_idle_pct,compressratio,used,logicalused,comp_requests_delta,comp_in_delta,comp_out_delta,decomp_requests_delta,decomp_in_delta,decomp_out_delta,dc_fails_delta,dc_buffer_reuse_hits_delta,dc_buffer_reuse_misses_delta,dc_compress_bound_requests_delta,dc_compress_bound_fails_delta,dc_compress_bound_ns_delta,dc_compress_bound_total_bytes_delta,dc_compress_dst_total_bytes_delta,dc_compress_scratch_bytes_delta,dc_compress_scratch_saved_bytes_delta,dc_compress_overflows_delta,dc_compress_incompressible_delta,dc_compress_src_buffers_delta,dc_compress_dst_buffers_delta,dc_compress_add_buffers_delta,dc_compress_dst_total_buffers_delta,dc_compress_src_buffers_max,dc_compress_dst_buffers_max,dc_compress_add_buffers_max,dc_compress_dst_total_buffers_max,dc_compress_coalesce_requests_delta,dc_compress_coalesce_success_delta,dc_compress_coalesce_fails_delta,dc_compress_coalesce_bytes_delta,dc_compress_coalesce_alloc_ns_delta,dc_compress_coalesce_copy_ns_delta,dc_compress_coalesce_free_ns_delta,dc_compress_dst_coalesce_requests_delta,dc_compress_dst_coalesce_success_delta,dc_compress_dst_coalesce_fails_delta,dc_compress_dst_coalesce_reuse_hits_delta,dc_compress_dst_coalesce_reuse_misses_delta,dc_compress_dst_coalesce_alloc_bytes_delta,dc_compress_dst_coalesce_copy_bytes_delta,dc_compress_dst_coalesce_alloc_ns_delta,dc_compress_dst_coalesce_copy_ns_delta,dc_compress_dst_coalesce_free_ns_delta,dc_compress_scratch_alloc_ns_delta,dc_compress_scratch_free_ns_delta,dc_compress_setup_ns_delta,dc_compress_submit_ns_delta,dc_compress_wait_ns_delta,dc_compress_cleanup_ns_delta,dc_decompress_setup_ns_delta,dc_decompress_submit_ns_delta,dc_decompress_wait_ns_delta,dc_decompress_cleanup_ns_delta,dc_compress_inflight,dc_compress_inflight_max,dc_decompress_inflight,dc_decompress_inflight_max,dc_compress_async_submits_delta,dc_compress_async_submit_fails_delta,dc_compress_async_completions_delta,dc_compress_async_resumes_delta,dc_compress_async_fallbacks_delta,dc_compress_async_cancels_delta,dc_compress_async_submit_retries_delta,dc_compress_async_retry_success_delta,dc_compress_async_fail_retry_delta,dc_compress_async_fail_resource_delta,dc_compress_async_fail_other_delta,dc_compress_async_inflight,dc_compress_async_inflight_max,dc_compress_async_cap_skips_delta,sha_ok,zfs_qat_cpa_dc_level,zfs_qat_effective_cpa_dc_level,zfs_qat_cpa_dc_hufftype,zfs_qat_effective_cpa_dc_hufftype,zfs_qat_dc_max_buf_size,zfs_qat_dc_effective_max_buf_size,zfs_qat_dc_max_instances,zfs_qat_dc_coalesce_src,zfs_qat_dc_effective_coalesce_src,zfs_qat_dc_coalesce_dst,zfs_qat_dc_effective_coalesce_dst,zfs_qat_dc_async,zfs_qat_dc_effective_async,zfs_qat_dc_async_submit_retries,zfs_qat_dc_effective_async_submit_retries,zfs_qat_dc_async_retry_us,zfs_qat_dc_effective_async_retry_us,zfs_qat_dc_async_max_inflight,zfs_qat_dc_effective_async_max_inflight,zfs_qat_dc_async_cap_policy,zfs_qat_dc_profile,zfs_qat_dc_profile_recordsize,zfs_qat_dc_ratio_profile,zfs_qat_decompress_disable,zfs_qat_effective_decompress_disable,qat_kernel_cy_instances,qat_kernel_dc_instances,zfs_srcversion,qat_pci_dh895xcc_count,qat_conf_file_count,qat_kernel_cy_instances_total,qat_kernel_dc_instances_total,zfs_qat_dc_instances,cpu_count,cpu_active_pct,cpu_active_s_per_gib,cpu_system_s_per_gib,qat_byte_share_pct,qat_completion_share_pct,qat_fallback_share_pct,qat_cap_skip_share_pct,qat_service_ns_per_mib,qat_wait_ns_per_mib
raw,qat,profile,1M,3,4,Image.tif_,765384432,919.549,,,,,,793.79,0.07,13.53,0.84,85.55,25.26x,30.8M,732M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,56,17,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,yes,profile,1,profile,dynamic,profile,262144,48,profile,0,profile,0,profile,0,profile,8,profile,100,profile,96,profile,balanced,262144,balanced,profile,0,0,6,62EF6B1D2C6A51421EB3DD2,2,2,0,12,12,64,13.60,11.228300,11.170507,0.00,na,na,na,na,na
summary,qat,profile,1M,,4,Image.tif_,765384432,,928.815,919.549,958.593,958.593,958.593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,profile,1,profile,dynamic,profile,262144,48,profile,0,profile,0,profile,0,profile,8,profile,100,profile,96,profile,balanced,262144,balanced,,,0,6,62EF6B1D2C6A51421EB3DD2,2,2,0,12,12,,,,,,,,,,
raw,sw,profile,128K,1,4,Image.tif_,765384432,1091.635,,,,,,668.66,0.04,12.75,2.21,84.99,16.90x,52.0M,730M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,56,17,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,yes,profile,1,profile,dynamic,profile,262144,48,profile,0,profile,0,profile,0,profile,8,profile,100,profile,96,profile,balanced,262144,balanced,profile,0,0,6,62EF6B1D2C6A51421EB3DD2,2,2,0,12,12,64,12.79,12.535689,12.496485,0.00,na,na,na,na,na
raw,sw,profile,128K,2,4,Image.tif_,765384432,1064.668,,,,,,685.59,0.10,12.12,2.88,84.90,16.90x,52.0M,730M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,56,17,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,yes,profile,1,profile,dynamic,profile,262144,48,profile,0,profile,0,profile,0,profile,8,profile,100,profile,96,profile,balanced,262144,balanced,profile,0,0,6,62EF6B1D2C6A51421EB3DD2,2,2,0,12,12,64,12.22,11.681151,11.585560,0.00,na,na,na,na,na
raw,sw,profile,128K,3,4,Image.tif_,765384432,1125.592,,,,,,648.48,0.07,12.16,2.81,84.96,16.90x,52.0M,730M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,56,17,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,yes,profile,1,profile,dynamic,profile,262144,48,profile,0,profile,0,profile,0,profile,8,profile,100,profile,96,profile,balanced,262144,balanced,profile,0,0,6,62EF6B1D2C6A51421EB3DD2,2,2,0,12,12,64,12.23,12.359693,12.288950,0.00,na,na,na,na,na
summary,sw,profile,128K,,4,Image.tif_,765384432,,1093.965,1091.635,1125.592,1125.592,1125.592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,profile,1,profile,dynamic,profile,262144,48,profile,0,profile,0,profile,0,profile,8,profile,100,profile,96,profile,balanced,262144,balanced,,,0,6,62EF6B1D2C6A51421EB3DD2,2,2,0,12,12,,,,,,,,,,
raw,sw,profile,256K,1,4,Image.tif_,765384432,1012.419,,,,,,720.97,0.06,13.11,1.23,85.60,21.60x,38.0M,730M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,56,17,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,yes,profile,1,profile,dynamic,profile,262144,48,profile,0,profile,0,profile,0,profile,8,profile,100,profile,96,profile,balanced,262144,balanced,profile,0,0,6,62EF6B1D2C6A51421EB3DD2,2,2,0,12,12,64,13.17,11.971437,11.916897,0.00,na,na,na,na,na
raw,sw,profile,256K,2,4,Image.tif_,765384432,1069.236,,,,,,682.66,0.07,12.73,1.30,85.90,21.60x,38.0M,730M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,56,17,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,yes,profile,1,profile,dynamic,profile,262144,48,profile,0,profile,0,profile,0,profile,8,profile,100,profile,96,profile,balanced,262144,balanced,profile,0,0,6,62EF6B1D2C6A51421EB3DD2,2,2,0,12,12,64,12.80,12.288072,12.220872,0.00,na,na,na,na,na
raw,sw,profile,256K,3,4,Image.tif_,765384432,1082.423,,,,,,674.35,0.06,12.35,1.44,86.15,21.60x,38.0M,730M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,56,17,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,yes,profile,1,profile,dynamic,profile,262144,48,profile,0,profile,0,profile,0,profile,8,profile,100,profile,96,profile,balanced,262144,balanced,profile,0,0,6,62EF6B1D2C6A51421EB3DD2,2,2,0,12,12,64,12.41,12.060603,12.002292,0.00,na,na,na,na,na
summary,sw,profile,256K,,4,Image.tif_,765384432,,1054.693,1069.236,1082.423,1082.423,1082.423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,profile,1,profile,dynamic,profile,262144,48,profile,0,profile,0,profile,0,profile,8,profile,100,profile,96,profile,balanced,262144,balanced,,,0,6,62EF6B1D2C6A51421EB3DD2,2,2,0,12,12,,,,,,,,,,
raw,sw,profile,1M,1,4,Image.tif_,765384432,1016.167,,,,,,718.31,0.15,13.19,1.09,85.57,25.26x,30.8M,732M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,56,17,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,yes,profile,1,profile,dynamic,profile,262144,48,profile,0,profile,0,profile,0,profile,8,profile,100,profile,96,profile,balanced,262144,balanced,profile,0,0,6,62EF6B1D2C6A51421EB3DD2,2,2,0,12,12,64,13.34,12.170856,12.034003,0.00,na,na,na,na,na
raw,sw,profile,1M,2,4,Image.tif_,765384432,1032.176,,,,,,707.17,0.06,12.74,0.98,86.22,25.26x,30.8M,732M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,56,17,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,yes,profile,1,profile,dynamic,profile,262144,48,profile,0,profile,0,profile,0,profile,8,profile,100,profile,96,profile,balanced,262144,balanced,profile,0,0,6,62EF6B1D2C6A51421EB3DD2,2,2,0,12,12,64,12.80,11.862165,11.806561,0.00,na,na,na,na,na
raw,sw,profile,1M,3,4,Image.tif_,765384432,1090.387,,,,,,669.42,0.07,12.71,1.45,85.77,25.26x,30.8M,732M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,56,17,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,yes,profile,1,profile,dynamic,profile,262144,48,profile,0,profile,0,profile,0,profile,8,profile,100,profile,96,profile,balanced,262144,balanced,profile,0,0,6,62EF6B1D2C6A51421EB3DD2,2,2,0,12,12,64,12.78,12.511568,12.443038,0.00,na,na,na,na,na
summary,sw,profile,1M,,4,Image.tif_,765384432,,1046.243,1032.176,1090.387,1090.387,1090.387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,profile,1,profile,dynamic,profile,262144,48,profile,0,profile,0,profile,0,profile,8,profile,100,profile,96,profile,balanced,262144,balanced,,,0,6,62EF6B1D2C6A51421EB3DD2,2,2,0,12,12,,,,,,,,,,
