row_type,mode,verify_mode,recordsize,iter,jobs,source_label,source_bytes,elapsed_ms,latency_avg_ms,latency_p50_ms,latency_p95_ms,latency_p99_ms,latency_max_ms,write_bw_mib_s,cpu_user_pct,cpu_system_pct,cpu_iowait_pct,cpu_idle_pct,compressratio,used,logicalused,comp_requests_delta,comp_in_delta,comp_out_delta,decomp_requests_delta,decomp_in_delta,decomp_out_delta,dc_fails_delta,dc_buffer_reuse_hits_delta,dc_buffer_reuse_misses_delta,dc_compress_bound_requests_delta,dc_compress_bound_fails_delta,dc_compress_bound_ns_delta,dc_compress_bound_total_bytes_delta,dc_compress_dst_total_bytes_delta,dc_compress_scratch_bytes_delta,dc_compress_scratch_saved_bytes_delta,dc_compress_overflows_delta,dc_compress_incompressible_delta,dc_compress_src_buffers_delta,dc_compress_dst_buffers_delta,dc_compress_add_buffers_delta,dc_compress_dst_total_buffers_delta,dc_compress_src_buffers_max,dc_compress_dst_buffers_max,dc_compress_add_buffers_max,dc_compress_dst_total_buffers_max,dc_compress_coalesce_requests_delta,dc_compress_coalesce_success_delta,dc_compress_coalesce_fails_delta,dc_compress_coalesce_bytes_delta,dc_compress_coalesce_alloc_ns_delta,dc_compress_coalesce_copy_ns_delta,dc_compress_coalesce_free_ns_delta,dc_compress_dst_coalesce_requests_delta,dc_compress_dst_coalesce_success_delta,dc_compress_dst_coalesce_fails_delta,dc_compress_dst_coalesce_reuse_hits_delta,dc_compress_dst_coalesce_reuse_misses_delta,dc_compress_dst_coalesce_alloc_bytes_delta,dc_compress_dst_coalesce_copy_bytes_delta,dc_compress_dst_coalesce_alloc_ns_delta,dc_compress_dst_coalesce_copy_ns_delta,dc_compress_dst_coalesce_free_ns_delta,dc_compress_scratch_alloc_ns_delta,dc_compress_scratch_free_ns_delta,dc_compress_setup_ns_delta,dc_compress_submit_ns_delta,dc_compress_wait_ns_delta,dc_compress_cleanup_ns_delta,dc_decompress_setup_ns_delta,dc_decompress_submit_ns_delta,dc_decompress_wait_ns_delta,dc_decompress_cleanup_ns_delta,dc_compress_inflight,dc_compress_inflight_max,dc_decompress_inflight,dc_decompress_inflight_max,dc_compress_async_submits_delta,dc_compress_async_submit_fails_delta,dc_compress_async_completions_delta,dc_compress_async_resumes_delta,dc_compress_async_fallbacks_delta,dc_compress_async_cancels_delta,dc_compress_async_submit_retries_delta,dc_compress_async_retry_success_delta,dc_compress_async_fail_retry_delta,dc_compress_async_fail_resource_delta,dc_compress_async_fail_other_delta,dc_compress_async_inflight,dc_compress_async_inflight_max,dc_compress_async_cap_skips_delta,sha_ok,zfs_qat_cpa_dc_level,zfs_qat_effective_cpa_dc_level,zfs_qat_cpa_dc_hufftype,zfs_qat_effective_cpa_dc_hufftype,zfs_qat_dc_max_buf_size,zfs_qat_dc_effective_max_buf_size,zfs_qat_dc_max_instances,zfs_qat_dc_coalesce_src,zfs_qat_dc_effective_coalesce_src,zfs_qat_dc_coalesce_dst,zfs_qat_dc_effective_coalesce_dst,zfs_qat_dc_async,zfs_qat_dc_effective_async,zfs_qat_dc_async_submit_retries,zfs_qat_dc_effective_async_submit_retries,zfs_qat_dc_async_retry_us,zfs_qat_dc_effective_async_retry_us,zfs_qat_dc_async_max_inflight,zfs_qat_dc_effective_async_max_inflight,zfs_qat_dc_async_cap_policy,zfs_qat_dc_profile,zfs_qat_dc_profile_recordsize,zfs_qat_dc_ratio_profile,zfs_qat_decompress_disable,zfs_qat_effective_decompress_disable,qat_kernel_cy_instances,qat_kernel_dc_instances,zfs_srcversion,qat_pci_dh895xcc_count,qat_conf_file_count,qat_kernel_cy_instances_total,qat_kernel_dc_instances_total,zfs_qat_dc_instances,cpu_count,cpu_active_pct,cpu_active_s_per_gib,cpu_system_s_per_gib,qat_byte_share_pct,qat_completion_share_pct,qat_fallback_share_pct,qat_cap_skip_share_pct,qat_service_ns_per_mib,qat_wait_ns_per_mib
raw,qat,profile,128K,1,4,Image.tif_,765384432,1215.993,,,,,,600.27,0.06,3.55,2.74,93.64,16.92x,51.8M,730M,5840,765460480,27813959,5596,43220992,733478912,0,11436,0,5840,0,1531831,861464240,669777920,191698000,478079920,0,0,186880,163520,52560,216080,32,28,9,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1222600,1222110,33466153,37996591,7877038344,2364901,13957407,23527334,1167876527,895780,0,50,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,yes,profile,1,profile,dynamic,profile,262144,48,profile,0,profile,0,profile,0,profile,8,profile,100,profile,96,profile,balanced,262144,balanced,profile,0,0,6,62EF6B1D2C6A51421EB3DD2,2,2,0,12,12,64,3.61,3.941291,3.875785,100.01,na,na,na,10891597,10790463
raw,qat,profile,128K,2,4,Image.tif_,765384432,1142.622,,,,,,638.82,0.05,3.70,2.42,93.82,16.92x,51.8M,730M,5840,765460480,27813878,5658,43560960,741605376,0,11498,0,5840,0,1537010,861464240,669777920,191698000,478079920,0,0,186880,163520,52560,216080,32,28,9,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000890,1267690,33472774,38149371,7896128383,2373060,13803856,23949934,1153681579,847421,0,50,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,yes,profile,1,profile,dynamic,profile,262144,48,profile,0,profile,0,profile,0,profile,8,profile,100,profile,96,profile,balanced,262144,balanced,profile,0,0,6,62EF6B1D2C6A51421EB3DD2,2,2,0,12,12,64,3.75,3.847105,3.795811,100.01,na,na,na,10917978,10816614
raw,qat,profile,128K,3,4,Image.tif_,765384432,1190.778,,,,,,612.98,0.07,3.41,1.94,94.58,16.92x,51.8M,730M,5840,765460480,27813879,5641,43409408,739377152,0,11481,0,5840,0,1526930,861464240,669777920,191698000,478079920,0,0,186880,163520,52560,216080,32,28,9,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,958431,1276271,33739919,38347647,7932744078,2391231,14470057,24097800,1130231172,907491,0,50,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,yes,profile,1,profile,dynamic,profile,262144,48,profile,0,profile,0,profile,0,profile,8,profile,100,profile,96,profile,balanced,262144,balanced,profile,0,0,6,62EF6B1D2C6A51421EB3DD2,2,2,0,12,12,64,3.48,3.720577,3.645738,100.01,na,na,na,10968798,10866773
summary,qat,profile,128K,,4,Image.tif_,765384432,,1183.131,1190.778,1215.993,1215.993,1215.993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,profile,1,profile,dynamic,profile,262144,48,profile,0,profile,0,profile,0,profile,8,profile,100,profile,96,profile,balanced,262144,balanced,,,0,6,62EF6B1D2C6A51421EB3DD2,2,2,0,12,12,,,,,,,,,,
raw,qat,profile,256K,1,4,Image.tif_,765384432,1060.763,,,,,,688.12,0.07,3.15,1.19,95.59,21.70x,37.8M,730M,2920,765460480,28020149,2839,34254848,744226816,0,5759,0,2920,0,872470,861303640,669777920,191531560,478246360,0,0,186880,163520,49640,213160,64,56,17,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,770540,743120,31110185,31180180,7842474688,2227320,13150527,17100818,1075830470,676060,0,50,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,yes,profile,1,profile,dynamic,profile,262144,48,profile,0,profile,0,profile,0,profile,8,profile,100,profile,96,profile,balanced,262144,balanced,profile,0,0,6,62EF6B1D2C6A51421EB3DD2,2,2,0,12,12,64,3.22,3.066722,3.000054,100.01,na,na,na,10831496,10743116
raw,qat,profile,256K,2,4,Image.tif_,765384432,1072.315,,,,,,680.70,0.13,3.39,1.32,95.16,21.70x,37.8M,730M,2920,765460480,28020209,2813,33959936,737411072,0,5733,0,2920,0,870770,861303640,669777920,191531560,478246360,0,0,186880,163520,49640,213160,64,56,17,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,695650,801690,31129324,31190991,7955234764,2327402,13309066,17107369,1055373130,687500,0,50,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,yes,profile,1,profile,dynamic,profile,262144,48,profile,0,profile,0,profile,0,profile,8,profile,100,profile,96,profile,balanced,262144,balanced,profile,0,0,6,62EF6B1D2C6A51421EB3DD2,2,2,0,12,12,64,3.52,3.388951,3.263791,100.01,na,na,na,10986140,10897582
raw,qat,profile,256K,3,4,Image.tif_,765384432,1093.820,,,,,,667.32,0.06,2.85,1.55,95.54,21.70x,37.8M,730M,2920,765460480,28020195,2837,34099200,743702528,0,5757,0,2920,0,883142,861303640,669777920,191531560,478246360,0,0,186880,163520,49640,213160,64,56,17,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,931860,813270,31136621,31288752,7962304220,2309264,13314077,17185266,1054715023,681130,0,50,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,yes,profile,1,profile,dynamic,profile,262144,48,profile,0,profile,0,profile,0,profile,8,profile,100,profile,96,profile,balanced,262144,balanced,profile,0,0,6,62EF6B1D2C6A51421EB3DD2,2,2,0,12,12,64,2.91,2.857848,2.798923,100.01,na,na,na,10995944,10907266
summary,qat,profile,256K,,4,Image.tif_,765384432,,1075.633,1072.315,1093.820,1093.820,1093.820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,profile,1,profile,dynamic,profile,262144,48,profile,0,profile,0,profile,0,profile,8,profile,100,profile,96,profile,balanced,262144,balanced,,,0,6,62EF6B1D2C6A51421EB3DD2,2,2,0,12,12,,,,,,,,,,
raw,qat,profile,1M,1,4,Image.tif_,765384432,958.593,,,,,,761.46,0.05,13.57,1.15,85.23,25.26x,30.8M,732M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,56,17,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,yes,profile,1,profile,dynamic,profile,262144,48,profile,0,profile,0,profile,0,profile,8,profile,100,profile,96,profile,balanced,262144,balanced,profile,0,0,6,62EF6B1D2C6A51421EB3DD2,2,2,0,12,12,64,13.62,11.722266,11.679233,0.00,na,na,na,na,na
raw,qat,profile,1M,2,4,Image.tif_,765384432,908.303,,,,,,803.62,0.07,13.93,0.92,85.08,25.26x,30.8M,732M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,56,17,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,yes,profile,1,profile,dynamic,profile,262144,48,profile,0,profile,0,profile,0,profile,8,profile,100,profile,96,profile,balanced,262144,balanced,profile,0,0,6,62EF6B1D2C6A51421EB3DD2,2,2,0,12,12,64,14.00,11.417184,11.360098,0.00,na,na,na,na,na
