row_type,mode,verify_mode,recordsize,iter,jobs,source_label,source_bytes,elapsed_ms,latency_avg_ms,latency_p50_ms,latency_p95_ms,latency_p99_ms,latency_max_ms,write_bw_mib_s,cpu_user_pct,cpu_system_pct,cpu_iowait_pct,cpu_idle_pct,compressratio,used,logicalused,comp_requests_delta,comp_in_delta,comp_out_delta,decomp_requests_delta,decomp_in_delta,decomp_out_delta,dc_fails_delta,dc_buffer_reuse_hits_delta,dc_buffer_reuse_misses_delta,dc_compress_bound_requests_delta,dc_compress_bound_fails_delta,dc_compress_bound_ns_delta,dc_compress_bound_total_bytes_delta,dc_compress_dst_total_bytes_delta,dc_compress_scratch_bytes_delta,dc_compress_scratch_saved_bytes_delta,dc_compress_overflows_delta,dc_compress_incompressible_delta,dc_compress_src_buffers_delta,dc_compress_dst_buffers_delta,dc_compress_add_buffers_delta,dc_compress_dst_total_buffers_delta,dc_compress_src_buffers_max,dc_compress_dst_buffers_max,dc_compress_add_buffers_max,dc_compress_dst_total_buffers_max,dc_compress_sync_submits_delta,dc_compress_sync_completions_delta,dc_compress_sync_fallbacks_delta,dc_compress_page_array_stack_src_delta,dc_compress_page_array_heap_src_delta,dc_compress_page_array_stack_dst_delta,dc_compress_page_array_heap_dst_delta,dc_compress_page_array_stack_scratch_delta,dc_compress_page_array_heap_scratch_delta,dc_compress_page_array_alloc_ns_delta,dc_compress_page_array_free_ns_delta,dc_compress_buffer_list_alloc_ns_delta,dc_compress_buffer_list_free_ns_delta,dc_compress_req_alloc_ns_delta,dc_compress_req_free_ns_delta,dc_compress_coalesce_requests_delta,dc_compress_coalesce_success_delta,dc_compress_coalesce_fails_delta,dc_compress_coalesce_bytes_delta,dc_compress_coalesce_alloc_ns_delta,dc_compress_coalesce_copy_ns_delta,dc_compress_coalesce_free_ns_delta,dc_compress_dst_coalesce_requests_delta,dc_compress_dst_coalesce_success_delta,dc_compress_dst_coalesce_fails_delta,dc_compress_dst_coalesce_reuse_hits_delta,dc_compress_dst_coalesce_reuse_misses_delta,dc_compress_dst_coalesce_alloc_bytes_delta,dc_compress_dst_coalesce_copy_bytes_delta,dc_compress_dst_coalesce_alloc_ns_delta,dc_compress_dst_coalesce_copy_ns_delta,dc_compress_dst_coalesce_free_ns_delta,dc_compress_scratch_alloc_ns_delta,dc_compress_scratch_free_ns_delta,dc_compress_setup_ns_delta,dc_compress_submit_ns_delta,dc_compress_wait_ns_delta,dc_compress_cleanup_ns_delta,dc_decompress_setup_ns_delta,dc_decompress_submit_ns_delta,dc_decompress_wait_ns_delta,dc_decompress_cleanup_ns_delta,dc_compress_inflight,dc_compress_inflight_max,dc_decompress_inflight,dc_decompress_inflight_max,dc_compress_async_submits_delta,dc_compress_async_submit_fails_delta,dc_compress_async_completions_delta,dc_compress_async_resumes_delta,dc_compress_async_fallbacks_delta,dc_compress_async_cancels_delta,dc_compress_async_submit_retries_delta,dc_compress_async_retry_success_delta,dc_compress_async_fail_retry_delta,dc_compress_async_fail_resource_delta,dc_compress_async_fail_other_delta,dc_compress_async_inflight,dc_compress_async_inflight_max,dc_compress_async_cap_skips_delta,qat_driver_submits_delta,qat_driver_comp_submits_delta,qat_driver_decomp_submits_delta,qat_driver_tx_retries_delta,qat_driver_tx_errors_delta,qat_driver_callbacks_delta,qat_driver_comp_callbacks_delta,qat_driver_decomp_callbacks_delta,qat_driver_create_ns_delta,qat_driver_trans_put_ns_delta,qat_driver_response_wait_ns_delta,qat_driver_callback_process_ns_delta,qat_driver_user_callback_ns_delta,qat_driver_total_ns_delta,qat_driver_avg_response_wait_ns,qat_driver_avg_total_ns,sha_ok,zfs_qat_cpa_dc_level,zfs_qat_effective_cpa_dc_level,zfs_qat_cpa_dc_hufftype,zfs_qat_effective_cpa_dc_hufftype,zfs_qat_dc_max_buf_size,zfs_qat_dc_effective_max_buf_size,zfs_qat_dc_max_instances,zfs_qat_dc_coalesce_src,zfs_qat_dc_effective_coalesce_src,zfs_qat_dc_coalesce_dst,zfs_qat_dc_effective_coalesce_dst,zfs_qat_dc_async,zfs_qat_dc_effective_async,zfs_qat_dc_async_submit_retries,zfs_qat_dc_effective_async_submit_retries,zfs_qat_dc_async_retry_us,zfs_qat_dc_effective_async_retry_us,zfs_qat_dc_async_max_inflight,zfs_qat_dc_effective_async_max_inflight,zfs_qat_dc_async_cap_policy,zfs_qat_dc_profile,zfs_qat_dc_profile_recordsize,zfs_qat_dc_ratio_profile,zfs_qat_decompress_disable,zfs_qat_effective_decompress_disable,qat_kernel_cy_instances,qat_kernel_dc_instances,zfs_srcversion,qat_pci_dh895xcc_count,qat_conf_file_count,qat_kernel_cy_instances_total,qat_kernel_dc_instances_total,zfs_qat_dc_instances,cpu_count,cpu_active_pct,cpu_active_s_per_gib,cpu_system_s_per_gib,qat_byte_share_pct,qat_completion_share_pct,qat_fallback_share_pct,qat_cap_skip_share_pct,qat_service_ns_per_mib,qat_wait_ns_per_mib,qat_setup_ns_per_req,qat_submit_ns_per_req,qat_wait_ns_per_req,qat_cleanup_ns_per_req,qat_page_array_alloc_ns_per_req,qat_page_array_free_ns_per_req,qat_buffer_list_alloc_ns_per_req,qat_buffer_list_free_ns_per_req,qat_req_alloc_ns_per_req,qat_req_free_ns_per_req,qat_src_buffers_per_req,qat_dst_total_buffers_per_req,qat_bound_bytes_per_req,qat_scratch_bytes_per_req,qat_sync_completion_share_pct,qat_sync_fallback_share_pct,zfs_qat_dc_poll,zfs_qat_dc_effective_poll,zfs_qat_dc_poll_interval_us,zfs_qat_dc_effective_poll_interval_us,zfs_qat_dc_poll_quota,zfs_qat_dc_effective_poll_quota,dc_poll_calls_delta,dc_poll_success_delta,dc_poll_retries_delta,dc_poll_fails_delta,dc_poll_ns_delta,zfs_qat_dc_watchdog,zfs_qat_dc_effective_watchdog,zfs_qat_dc_watchdog_timeout_ms,zfs_qat_dc_effective_watchdog_timeout_ms,zfs_qat_dc_watchdog_interval_ms,zfs_qat_dc_effective_watchdog_interval_ms,dc_watchdog_checks_delta,dc_watchdog_stalls_delta,dc_watchdog_runtime_disables_delta,dc_watchdog_last_progress_ns,dc_watchdog_last_stall_ns,dc_watchdog_health,dc_watchdog_request_timeouts_delta,dc_watchdog_request_recoveries_delta,dc_watchdog_request_unrecoverable_delta,dc_watchdog_late_completions_delta,zfs_qat_dc_quarantine_dst,zfs_qat_dc_effective_quarantine_dst,dc_compress_quarantine_dst_requests_delta,dc_compress_quarantine_dst_success_delta,dc_compress_quarantine_dst_fails_delta,dc_compress_quarantine_dst_copy_bytes_delta,dc_compress_quarantine_dst_retained_delta,dc_compress_quarantine_dst_retained_bytes_delta,dc_compress_quarantine_dst_retained_released_delta
raw,qat,sw,64K,1,4,Image.tif_,765384432,1344.343,,,,,,542.96,0.06,17.28,4.04,78.62,11.56x,81.0M,730M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256,224,65,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,11680,0,0,0,11680,0,0,0,0,0,0,0,0,11680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,na,na,yes,profile,1,profile,dynamic,profile,1048576,48,profile,0,profile,0,profile,1,profile,8,profile,100,profile,96,profile,throughput,1048576,balanced,1,1,0,6,E8FA567F53966DCF8F4259A,2,2,0,12,12,64,17.34,20.929526,20.857106,0.00,0.00,100.00,100.00,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,profile,0,profile,0,profile,0,0,0,0,0,0,profile,1,profile,5000,profile,250,7,0,0,56506975276,0,1,0,0,0,0,profile,0,0,0,0,0,0,0,0
summary,qat,sw,64K,,4,Image.tif_,765384432,,1344.343,1344.343,1344.343,1344.343,1344.343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,profile,1,profile,dynamic,profile,1048576,48,profile,0,profile,0,profile,1,profile,8,profile,100,profile,96,profile,throughput,1048576,balanced,,,0,6,E8FA567F53966DCF8F4259A,2,2,0,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,profile,0,profile,0,profile,0,,,,,,profile,1,profile,5000,profile,250,,,,,,,,,,,profile,0,,,,,,,
raw,qat,sw,128K,1,4,Image.tif_,765384432,1214.415,,,,,,601.05,0.06,8.82,3.63,87.49,16.92x,51.8M,730M,5840,765460480,27814803,0,0,0,0,5181,659,5840,0,1217670,861464240,669777920,191698000,478079920,0,0,186880,163520,52560,216080,256,224,65,289,0,0,0,0,5840,0,5840,0,5840,8133247,10435471,2416320,1200081,3787133,1567692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39721711,0,101066364,50477758,57268059100,19264414,0,0,0,0,0,623,0,0,5840,0,5840,5840,0,0,0,0,0,0,0,0,624,0,5840,5840,0,0,0,5840,5840,0,28228123,3866947,57267032213,4314871,20734182,57325778646,9805998,9816057,yes,profile,1,profile,dynamic,profile,1048576,48,profile,0,profile,0,profile,1,profile,8,profile,100,profile,96,profile,throughput,1048576,balanced,1,1,0,6,E8FA567F53966DCF8F4259A,2,2,0,12,12,64,8.88,9.682340,9.616918,100.01,100.00,0.00,0.00,78683380,78449396,17305.884,8643.452,9806174.503,3298.701,1392.679,1786.896,413.753,205.493,648.482,268.440,32.000,37.000,147511.000,32825.000,na,na,profile,0,profile,0,profile,0,0,0,0,0,0,profile,1,profile,5000,profile,250,6,0,0,73391771418,0,1,0,0,0,0,profile,0,0,0,0,0,0,0,0
summary,qat,sw,128K,,4,Image.tif_,765384432,,1214.415,1214.415,1214.415,1214.415,1214.415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,profile,1,profile,dynamic,profile,1048576,48,profile,0,profile,0,profile,1,profile,8,profile,100,profile,96,profile,throughput,1048576,balanced,,,0,6,E8FA567F53966DCF8F4259A,2,2,0,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,profile,0,profile,0,profile,0,,,,,,profile,1,profile,5000,profile,250,,,,,,,,,,,profile,0,,,,,,,
raw,qat,sw,256K,1,4,Image.tif_,765384432,1080.984,,,,,,675.24,0.12,13.40,2.37,84.12,21.65x,37.9M,730M,1398,366477312,14126189,0,0,0,0,1397,1,1398,0,405700,412363866,320667648,91699014,228968634,0,0,89472,78288,23766,102054,256,224,65,289,0,0,0,0,1398,0,1398,0,1398,4824882,7879644,39390,2860,1535462,1017870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57415863,0,97492849,34297410,27142040489,10338194,0,0,0,0,0,623,0,0,2920,0,1398,1398,1522,0,0,0,0,0,0,0,624,1522,1398,1398,0,0,0,1398,1398,0,22172047,1702313,27141308830,1766082,10514806,27178278815,19414383,19440828,yes,profile,1,profile,dynamic,profile,1048576,48,profile,0,profile,0,profile,1,profile,8,profile,100,profile,96,profile,throughput,1048576,balanced,1,1,0,6,E8FA567F53966DCF8F4259A,2,2,0,12,12,64,13.52,13.121883,13.005417,47.88,47.88,52.12,52.12,78066292,77659629,69737.374,24533.197,19414907.360,7394.989,3451.275,5636.369,28.176,2.046,1098.328,728.090,64.000,73.000,294967.000,65593.000,na,na,profile,0,profile,0,profile,0,0,0,0,0,0,profile,1,profile,5000,profile,250,6,0,0,75776786655,0,1,0,0,0,0,profile,0,0,0,0,0,0,0,0
summary,qat,sw,256K,,4,Image.tif_,765384432,,1080.984,1080.984,1080.984,1080.984,1080.984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,profile,1,profile,dynamic,profile,1048576,48,profile,0,profile,0,profile,1,profile,8,profile,100,profile,96,profile,throughput,1048576,balanced,,,0,6,E8FA567F53966DCF8F4259A,2,2,0,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,profile,0,profile,0,profile,0,,,,,,profile,1,profile,5000,profile,250,,,,,,,,,,,profile,0,,,,,,,
raw,qat,sw,512K,1,4,Image.tif_,765384432,1029.132,,,,,,709.27,0.05,9.90,2.47,87.58,24.56x,32.2M,730M,764,400556032,14634412,0,0,0,0,764,0,764,0,239110,450667556,350486528,100182556,250303972,0,0,97792,85568,25212,110780,256,224,65,289,0,0,0,0,764,0,764,0,764,3238780,4835293,0,0,709170,651040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18789581,0,46375862,23785260,9374732507,7563655,0,0,0,0,0,623,0,0,1460,0,764,764,696,0,0,0,0,0,0,0,624,696,764,764,0,0,0,764,764,0,15941917,793107,9374285071,867641,4885424,9397125141,12270006,12299902,yes,profile,1,profile,dynamic,profile,1048576,48,profile,0,profile,0,profile,1,profile,8,profile,100,profile,96,profile,throughput,1048576,balanced,1,1,0,6,E8FA567F53966DCF8F4259A,2,2,0,12,12,64,9.95,9.193786,9.147586,52.33,52.33,47.67,47.67,24744653,24541185,60701.390,31132.539,12270592.287,9900.072,4239.241,6328.918,0.000,0.000,928.233,852.147,128.000,145.000,589879.000,131129.000,na,na,profile,0,profile,0,profile,0,0,0,0,0,0,profile,1,profile,5000,profile,250,6,0,0,78020521265,0,1,0,0,0,0,profile,0,0,0,0,0,0,0,0
summary,qat,sw,512K,,4,Image.tif_,765384432,,1029.132,1029.132,1029.132,1029.132,1029.132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,profile,1,profile,dynamic,profile,1048576,48,profile,0,profile,0,profile,1,profile,8,profile,100,profile,96,profile,throughput,1048576,balanced,,,0,6,E8FA567F53966DCF8F4259A,2,2,0,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,profile,0,profile,0,profile,0,,,,,,profile,1,profile,5000,profile,250,,,,,,,,,,,profile,0,,,,,,,
raw,qat,sw,1M,1,4,Image.tif_,765384432,908.243,,,,,,803.67,0.07,6.44,3.42,90.07,25.26x,30.7M,732M,624,654311424,24103446,0,0,0,0,624,0,624,0,194660,736134672,572522496,163613424,408909072,0,0,159744,139776,40560,180336,256,224,65,289,0,0,0,0,624,0,624,0,624,2348052,1567181,0,0,453960,312240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39535195,0,68512987,24452341,19397463916,3367031,0,0,0,0,0,623,0,0,732,0,624,624,108,0,0,0,0,0,0,0,624,108,624,624,0,0,0,624,624,0,16424395,515784,19397503939,460338,2456566,19417557807,31085743,31117881,yes,profile,1,profile,dynamic,profile,1048576,48,profile,0,profile,0,profile,1,profile,8,profile,100,profile,96,profile,throughput,1048576,balanced,1,1,0,6,E8FA567F53966DCF8F4259A,2,2,0,12,12,64,6.51,5.308640,5.251558,85.49,85.25,14.75,14.75,31240058,31085679,109796.454,39186.444,31085679.353,5395.883,3762.904,2511.508,0.000,0.000,727.500,500.385,256.000,289.000,1179703.000,262201.000,na,na,profile,0,profile,0,profile,0,0,0,0,0,0,profile,1,profile,5000,profile,250,5,0,0,80366863664,0,1,0,0,0,0,profile,0,0,0,0,0,0,0,0
summary,qat,sw,1M,,4,Image.tif_,765384432,,908.243,908.243,908.243,908.243,908.243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,profile,1,profile,dynamic,profile,1048576,48,profile,0,profile,0,profile,1,profile,8,profile,100,profile,96,profile,throughput,1048576,balanced,,,0,6,E8FA567F53966DCF8F4259A,2,2,0,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,profile,0,profile,0,profile,0,,,,,,profile,1,profile,5000,profile,250,,,,,,,,,,,profile,0,,,,,,,
