row_type,mode,verify_mode,recordsize,iter,jobs,source_label,source_bytes,elapsed_ms,latency_avg_ms,latency_p50_ms,latency_p95_ms,latency_p99_ms,latency_max_ms,write_bw_mib_s,cpu_user_pct,cpu_system_pct,cpu_iowait_pct,cpu_idle_pct,compressratio,used,logicalused,comp_requests_delta,comp_in_delta,comp_out_delta,decomp_requests_delta,decomp_in_delta,decomp_out_delta,dc_fails_delta,dc_buffer_reuse_hits_delta,dc_buffer_reuse_misses_delta,dc_compress_bound_requests_delta,dc_compress_bound_fails_delta,dc_compress_bound_ns_delta,dc_compress_bound_total_bytes_delta,dc_compress_dst_total_bytes_delta,dc_compress_scratch_bytes_delta,dc_compress_scratch_saved_bytes_delta,dc_compress_overflows_delta,dc_compress_incompressible_delta,dc_compress_src_buffers_delta,dc_compress_dst_buffers_delta,dc_compress_add_buffers_delta,dc_compress_dst_total_buffers_delta,dc_compress_src_buffers_max,dc_compress_dst_buffers_max,dc_compress_add_buffers_max,dc_compress_dst_total_buffers_max,dc_compress_coalesce_requests_delta,dc_compress_coalesce_success_delta,dc_compress_coalesce_fails_delta,dc_compress_coalesce_bytes_delta,dc_compress_coalesce_alloc_ns_delta,dc_compress_coalesce_copy_ns_delta,dc_compress_coalesce_free_ns_delta,dc_compress_dst_coalesce_requests_delta,dc_compress_dst_coalesce_success_delta,dc_compress_dst_coalesce_fails_delta,dc_compress_dst_coalesce_reuse_hits_delta,dc_compress_dst_coalesce_reuse_misses_delta,dc_compress_dst_coalesce_alloc_bytes_delta,dc_compress_dst_coalesce_copy_bytes_delta,dc_compress_dst_coalesce_alloc_ns_delta,dc_compress_dst_coalesce_copy_ns_delta,dc_compress_dst_coalesce_free_ns_delta,dc_compress_scratch_alloc_ns_delta,dc_compress_scratch_free_ns_delta,dc_compress_setup_ns_delta,dc_compress_submit_ns_delta,dc_compress_wait_ns_delta,dc_compress_cleanup_ns_delta,dc_decompress_setup_ns_delta,dc_decompress_submit_ns_delta,dc_decompress_wait_ns_delta,dc_decompress_cleanup_ns_delta,dc_compress_inflight,dc_compress_inflight_max,dc_decompress_inflight,dc_decompress_inflight_max,dc_compress_async_submits_delta,dc_compress_async_submit_fails_delta,dc_compress_async_completions_delta,dc_compress_async_resumes_delta,dc_compress_async_fallbacks_delta,dc_compress_async_cancels_delta,dc_compress_async_submit_retries_delta,dc_compress_async_retry_success_delta,dc_compress_async_fail_retry_delta,dc_compress_async_fail_resource_delta,dc_compress_async_fail_other_delta,dc_compress_async_inflight,dc_compress_async_inflight_max,dc_compress_async_cap_skips_delta,sha_ok,zfs_qat_cpa_dc_level,zfs_qat_cpa_dc_hufftype,zfs_qat_dc_max_buf_size,zfs_qat_dc_max_instances,zfs_qat_dc_coalesce_src,zfs_qat_dc_coalesce_dst,zfs_qat_dc_async,zfs_qat_dc_async_submit_retries,zfs_qat_dc_async_retry_us,zfs_qat_dc_async_max_inflight,zfs_qat_decompress_disable,qat_kernel_cy_instances,qat_kernel_dc_instances,zfs_srcversion
raw,qat,sw,8K,1,4,Image.tif_,765384432,2402.231,,,,,,303.85,0.04,14.34,8.13,77.49,4.44x,221M,732M,38761,317530112,11392635,0,0,0,0,32309,6452,38761,0,7615051,359353231,158765056,200665697,0,0,405,77522,38761,77522,116283,256,224,65,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69798592,0,227525757,126204716,20973108127,74330041,0,0,0,0,0,96,0,0,93432,0,38761,38761,55076,0,0,0,0,0,0,0,96,54671,yes,4,dynamic,1048576,48,0,0,1,8,100,96,1,0,6,22FB20D6AB5642298B92542
summary,qat,sw,8K,,4,Image.tif_,765384432,,2402.231,2402.231,2402.231,2402.231,2402.231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,dynamic,1048576,48,0,0,1,8,100,96,,0,6,22FB20D6AB5642298B92542
raw,qat,sw,16K,1,4,Image.tif_,765384432,1715.513,,,,,,425.49,0.08,11.83,6.00,82.08,7.82x,125M,731M,12385,202915840,8339755,0,0,0,0,11921,464,12385,0,2769730,228961495,152186880,76799385,75387495,0,0,49540,37155,24770,61925,256,224,65,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31245659,0,86060834,46838788,13080921892,30549791,0,0,0,0,0,96,0,0,46716,0,12385,12385,34331,0,0,0,0,0,0,0,96,34331,yes,4,dynamic,1048576,48,0,0,1,8,100,96,1,0,6,22FB20D6AB5642298B92542
summary,qat,sw,16K,,4,Image.tif_,765384432,,1715.513,1715.513,1715.513,1715.513,1715.513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,dynamic,1048576,48,0,0,1,8,100,96,,0,6,22FB20D6AB5642298B92542
raw,qat,sw,32K,1,4,Image.tif_,765384432,1917.643,,,,,,380.64,0.03,9.85,6.44,83.68,6.91x,140M,731M,8764,287178752,10320565,0,0,0,0,8404,360,8764,0,1853610,323558116,251281408,72294236,178987172,0,0,70112,61348,26292,87640,256,224,65,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25050773,0,74068298,35557905,13871321239,21449740,0,0,0,0,0,96,0,0,23360,0,8764,8764,14596,0,0,0,0,0,0,0,96,14596,yes,4,dynamic,1048576,48,0,0,1,8,100,96,1,0,6,22FB20D6AB5642298B92542
summary,qat,sw,32K,,4,Image.tif_,765384432,,1917.643,1917.643,1917.643,1917.643,1917.643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,dynamic,1048576,48,0,0,1,8,100,96,,0,6,22FB20D6AB5642298B92542
raw,qat,sw,64K,1,4,Image.tif_,765384432,1352.335,,,,,,539.75,0.05,10.21,4.20,85.54,11.59x,80.9M,730M,3342,219021312,7740866,0,0,0,0,3221,121,3342,0,790771,246582786,191643648,54945822,136697826,0,0,53472,46788,16710,63498,256,224,65,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2141892,0,25856476,17683132,9521377919,8569738,0,0,0,0,0,96,0,0,11680,0,3342,3342,8338,0,0,0,0,0,0,0,96,8338,yes,4,dynamic,1048576,48,0,0,1,8,100,96,1,0,6,22FB20D6AB5642298B92542
summary,qat,sw,64K,,4,Image.tif_,765384432,,1352.335,1352.335,1352.335,1352.335,1352.335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,dynamic,1048576,48,0,0,1,8,100,96,,0,6,22FB20D6AB5642298B92542
raw,qat,sw,128K,1,4,Image.tif_,765384432,1119.109,,,,,,652.24,0.06,10.85,2.20,86.90,16.98x,51.8M,730M,1457,190971904,7510879,0,0,0,0,1449,8,1457,0,397260,214923527,167100416,47826025,119274391,0,0,46624,40796,13113,53909,256,224,65,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1141260,0,15223921,11126000,9045489738,3882891,0,0,0,0,0,96,0,0,5840,0,1457,1457,4383,0,0,0,0,0,0,0,96,4383,yes,4,dynamic,1048576,48,0,0,1,8,100,96,1,0,6,22FB20D6AB5642298B92542
summary,qat,sw,128K,,4,Image.tif_,765384432,,1119.109,1119.109,1119.109,1119.109,1119.109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,dynamic,1048576,48,0,0,1,8,100,96,,0,6,22FB20D6AB5642298B92542
