row_type,mode,verify_mode,recordsize,iter,jobs,source_label,source_bytes,elapsed_ms,latency_avg_ms,latency_p50_ms,latency_p95_ms,latency_p99_ms,latency_max_ms,write_bw_mib_s,cpu_user_pct,cpu_system_pct,cpu_iowait_pct,cpu_idle_pct,compressratio,used,logicalused,comp_requests_delta,comp_in_delta,comp_out_delta,decomp_requests_delta,decomp_in_delta,decomp_out_delta,dc_fails_delta,dc_buffer_reuse_hits_delta,dc_buffer_reuse_misses_delta,dc_compress_bound_requests_delta,dc_compress_bound_fails_delta,dc_compress_bound_ns_delta,dc_compress_bound_total_bytes_delta,dc_compress_dst_total_bytes_delta,dc_compress_scratch_bytes_delta,dc_compress_scratch_saved_bytes_delta,dc_compress_overflows_delta,dc_compress_incompressible_delta,dc_compress_src_buffers_delta,dc_compress_dst_buffers_delta,dc_compress_add_buffers_delta,dc_compress_dst_total_buffers_delta,dc_compress_src_buffers_max,dc_compress_dst_buffers_max,dc_compress_add_buffers_max,dc_compress_dst_total_buffers_max,dc_compress_coalesce_requests_delta,dc_compress_coalesce_success_delta,dc_compress_coalesce_fails_delta,dc_compress_coalesce_bytes_delta,dc_compress_coalesce_alloc_ns_delta,dc_compress_coalesce_copy_ns_delta,dc_compress_coalesce_free_ns_delta,dc_compress_dst_coalesce_requests_delta,dc_compress_dst_coalesce_success_delta,dc_compress_dst_coalesce_fails_delta,dc_compress_dst_coalesce_reuse_hits_delta,dc_compress_dst_coalesce_reuse_misses_delta,dc_compress_dst_coalesce_alloc_bytes_delta,dc_compress_dst_coalesce_copy_bytes_delta,dc_compress_dst_coalesce_alloc_ns_delta,dc_compress_dst_coalesce_copy_ns_delta,dc_compress_dst_coalesce_free_ns_delta,dc_compress_scratch_alloc_ns_delta,dc_compress_scratch_free_ns_delta,dc_compress_setup_ns_delta,dc_compress_submit_ns_delta,dc_compress_wait_ns_delta,dc_compress_cleanup_ns_delta,dc_decompress_setup_ns_delta,dc_decompress_submit_ns_delta,dc_decompress_wait_ns_delta,dc_decompress_cleanup_ns_delta,dc_compress_inflight,dc_compress_inflight_max,dc_decompress_inflight,dc_decompress_inflight_max,dc_compress_async_submits_delta,dc_compress_async_submit_fails_delta,dc_compress_async_completions_delta,dc_compress_async_resumes_delta,dc_compress_async_fallbacks_delta,dc_compress_async_cancels_delta,dc_compress_async_submit_retries_delta,dc_compress_async_retry_success_delta,dc_compress_async_fail_retry_delta,dc_compress_async_fail_resource_delta,dc_compress_async_fail_other_delta,dc_compress_async_inflight,dc_compress_async_inflight_max,dc_compress_async_cap_skips_delta,sha_ok,zfs_qat_cpa_dc_level,zfs_qat_cpa_dc_hufftype,zfs_qat_dc_max_buf_size,zfs_qat_dc_max_instances,zfs_qat_dc_coalesce_src,zfs_qat_dc_coalesce_dst,zfs_qat_dc_async,zfs_qat_dc_async_submit_retries,zfs_qat_dc_async_retry_us,zfs_qat_dc_async_max_inflight,zfs_qat_decompress_disable,qat_kernel_cy_instances,qat_kernel_dc_instances,zfs_srcversion
raw,qat,sw,32K,1,4,Image.tif_,765384432,1816.639,,,,,,401.80,0.04,11.27,6.41,82.28,6.91x,140M,731M,8699,285048832,11835305,0,0,0,0,2414,6285,8699,0,1889481,321158381,249417728,71758051,177659677,0,0,69592,60893,26097,86990,256,224,65,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26676725,0,84413386,34867265,105939270461,33237393,0,0,0,0,0,1545,0,0,23360,0,8699,8699,14661,0,0,0,0,0,0,0,1580,14661,yes,4,dynamic,1048576,48,0,0,1,8,100,768,1,0,6,22FB20D6AB5642298B92542
raw,qat,sw,32K,2,4,Image.tif_,765384432,1874.929,,,,,,389.31,0.03,10.37,7.01,82.59,6.91x,140M,731M,8727,285966336,12259625,0,0,0,0,2237,6490,8727,0,1878862,322192113,250220544,71989023,178231521,0,0,69816,61089,26181,87270,256,224,65,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27515460,0,85662724,34580421,106527259320,33666436,0,0,0,0,0,1545,0,0,23360,0,8727,8727,14633,0,0,0,0,0,0,0,1580,14633,yes,4,dynamic,1048576,48,0,0,1,8,100,768,1,0,6,22FB20D6AB5642298B92542
raw,qat,sw,32K,3,4,Image.tif_,765384432,1987.642,,,,,,367.23,0.04,9.95,6.70,83.30,6.91x,140M,731M,8666,283967488,12011287,0,0,0,0,2380,6286,8666,0,1895560,319940054,248471552,71485834,176985718,0,0,69328,60662,25998,86660,256,224,65,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27948380,0,85495003,34762754,105716718466,33140374,0,0,0,0,0,1545,0,0,23360,0,8666,8666,14694,0,0,0,0,0,0,0,1580,14694,yes,4,dynamic,1048576,48,0,0,1,8,100,768,1,0,6,22FB20D6AB5642298B92542
summary,qat,sw,32K,,4,Image.tif_,765384432,,1893.070,1874.929,1987.642,1987.642,1987.642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,dynamic,1048576,48,0,0,1,8,100,768,,0,6,22FB20D6AB5642298B92542
raw,qat,sw,128K,1,4,Image.tif_,765384432,1094.952,,,,,,666.63,0.07,9.32,1.95,88.66,17.01x,51.8M,730M,2380,311951360,12228766,0,0,0,0,723,1657,2380,0,521710,351076180,272957440,78123500,194833940,0,0,76160,66640,21420,88060,256,224,65,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9902206,0,35451300,16155476,98262422858,7588443,0,0,0,0,0,1545,0,0,5840,0,2380,2380,3460,0,0,0,0,0,0,0,1580,3460,yes,4,dynamic,1048576,48,0,0,1,8,100,768,1,0,6,22FB20D6AB5642298B92542
raw,qat,sw,128K,2,4,Image.tif_,765384432,1002.257,,,,,,728.28,0.09,11.38,3.06,85.47,17.00x,51.8M,730M,2083,273022976,11328144,0,0,0,0,652,1431,2083,0,475460,307265413,238895104,68374475,170520629,0,0,66656,58324,18747,77071,256,224,65,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3331861,0,26321471,14644626,85394272592,6869402,0,0,0,0,0,1545,0,0,5840,0,2083,2083,3757,0,0,0,0,0,0,0,1580,3757,yes,4,dynamic,1048576,48,0,0,1,8,100,768,1,0,6,22FB20D6AB5642298B92542
raw,qat,sw,128K,3,4,Image.tif_,765384432,1085.435,,,,,,672.47,0.06,9.98,2.49,87.47,17.01x,51.8M,730M,2100,275251200,11249114,0,0,0,0,651,1449,2100,0,466120,309773100,240844800,68932500,171912300,0,0,67200,58800,18900,77700,256,224,65,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1311591,0,24397367,14701729,86394720245,7050050,0,0,0,0,0,1545,0,0,5840,0,2100,2100,3740,0,0,0,0,0,0,0,1580,3740,yes,4,dynamic,1048576,48,0,0,1,8,100,768,1,0,6,22FB20D6AB5642298B92542
summary,qat,sw,128K,,4,Image.tif_,765384432,,1060.881,1085.435,1094.952,1094.952,1094.952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,dynamic,1048576,48,0,0,1,8,100,768,,0,6,22FB20D6AB5642298B92542
raw,qat,sw,256K,1,4,Image.tif_,765384432,968.715,,,,,,753.50,0.06,9.40,1.41,89.12,21.81x,37.7M,730M,1379,361496576,14226430,0,0,0,0,422,957,1379,0,305790,406759493,316309504,90452747,225856757,0,0,88256,77224,23443,100667,256,224,65,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1527600,0,23085249,15057487,105560727531,4399630,0,0,0,0,0,1545,0,0,2920,0,1379,1379,1541,0,0,0,0,0,0,0,1580,1541,yes,4,dynamic,1048576,48,0,0,1,8,100,768,1,0,6,22FB20D6AB5642298B92542
raw,qat,sw,256K,2,4,Image.tif_,765384432,998.685,,,,,,730.89,0.06,9.45,2.47,88.02,21.80x,37.7M,730M,1381,362020864,14350784,0,0,0,0,432,949,1381,0,302040,407349427,316768256,90583933,226184323,0,0,88384,77336,23477,100813,256,224,65,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3621602,0,25753165,15108673,105564022096,4414213,0,0,0,0,0,1545,0,0,2920,0,1381,1381,1539,0,0,0,0,0,0,0,1580,1539,yes,4,dynamic,1048576,48,0,0,1,8,100,768,1,0,6,22FB20D6AB5642298B92542
