row_type,mode,verify_mode,recordsize,iter,jobs,source_label,source_bytes,elapsed_ms,latency_avg_ms,latency_p50_ms,latency_p95_ms,latency_p99_ms,latency_max_ms,write_bw_mib_s,cpu_user_pct,cpu_system_pct,cpu_iowait_pct,cpu_idle_pct,compressratio,used,logicalused,comp_requests_delta,comp_in_delta,comp_out_delta,decomp_requests_delta,decomp_in_delta,decomp_out_delta,dc_fails_delta,dc_buffer_reuse_hits_delta,dc_buffer_reuse_misses_delta,dc_compress_bound_requests_delta,dc_compress_bound_fails_delta,dc_compress_bound_ns_delta,dc_compress_bound_total_bytes_delta,dc_compress_dst_total_bytes_delta,dc_compress_scratch_bytes_delta,dc_compress_scratch_saved_bytes_delta,dc_compress_overflows_delta,dc_compress_incompressible_delta,dc_compress_scratch_alloc_ns_delta,dc_compress_scratch_free_ns_delta,dc_compress_setup_ns_delta,dc_compress_submit_ns_delta,dc_compress_wait_ns_delta,dc_compress_cleanup_ns_delta,dc_decompress_setup_ns_delta,dc_decompress_submit_ns_delta,dc_decompress_wait_ns_delta,dc_decompress_cleanup_ns_delta,dc_compress_inflight,dc_compress_inflight_max,dc_decompress_inflight,dc_decompress_inflight_max,sha_ok,zfs_qat_cpa_dc_level,zfs_qat_cpa_dc_hufftype,zfs_qat_dc_max_buf_size,zfs_qat_dc_max_instances,zfs_qat_decompress_disable,qat_kernel_cy_instances,qat_kernel_dc_instances,zfs_srcversion
raw,qat,sw,128K,1,1,random64m,67108864,555.233,,,,,,115.27,0.20,1.70,3.15,94.96,1.00x,64.1M,64.1M,512,67108864,0,0,0,0,0,171,341,512,0,156900,75525632,58720256,16806400,41913856,0,512,98780,176020,2940040,3337550,4063717500,406160,0,0,0,0,0,50,0,0,yes,4,dynamic,1048576,48,1,4,2,94BDEFB952B82D7C5DF9902
raw,qat,sw,128K,2,1,random64m,67108864,503.277,,,,,,127.17,0.03,0.95,3.78,95.24,1.00x,64.1M,64.1M,512,67108864,0,0,0,0,0,188,324,512,0,154510,75525632,58720256,16806400,41913856,0,512,185770,174140,2915850,3311850,3685013220,398950,0,0,0,0,0,50,0,0,yes,4,dynamic,1048576,48,1,4,2,94BDEFB952B82D7C5DF9902
summary,qat,sw,128K,,1,random64m,67108864,,529.255,503.277,555.233,555.233,555.233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,dynamic,1048576,48,,4,2,94BDEFB952B82D7C5DF9902
raw,qat,sw,1M,1,1,random64m,67108864,570.118,,,,,,112.26,0.03,0.70,2.82,96.45,1.00x,64.0M,64.0M,64,67108864,0,0,0,0,0,24,40,64,0,24160,75500992,58720256,16780864,41939392,0,64,455110,23420,2359020,2144230,5259505990,107980,0,0,0,0,0,50,0,0,yes,4,dynamic,1048576,48,1,4,2,94BDEFB952B82D7C5DF9902
raw,qat,sw,1M,2,1,random64m,67108864,579.407,,,,,,110.46,0.00,0.67,2.75,96.58,1.00x,64.0M,64.0M,64,67108864,0,0,0,0,0,23,41,64,0,32980,75500992,58720256,16780864,41939392,0,64,421940,32570,2344650,2118910,5481535560,105040,0,0,0,0,0,50,0,0,yes,4,dynamic,1048576,48,1,4,2,94BDEFB952B82D7C5DF9902
summary,qat,sw,1M,,1,random64m,67108864,,574.763,570.118,579.407,579.407,579.407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,dynamic,1048576,48,,4,2,94BDEFB952B82D7C5DF9902
