row_type,mode,verify_mode,recordsize,iter,jobs,source_label,source_bytes,elapsed_ms,latency_avg_ms,latency_p50_ms,latency_p95_ms,latency_p99_ms,latency_max_ms,write_bw_mib_s,cpu_user_pct,cpu_system_pct,cpu_iowait_pct,cpu_idle_pct,compressratio,used,logicalused,comp_requests_delta,comp_in_delta,comp_out_delta,decomp_requests_delta,decomp_in_delta,decomp_out_delta,dc_fails_delta,dc_buffer_reuse_hits_delta,dc_buffer_reuse_misses_delta,dc_compress_bound_requests_delta,dc_compress_bound_fails_delta,dc_compress_bound_ns_delta,dc_compress_bound_total_bytes_delta,dc_compress_dst_total_bytes_delta,dc_compress_scratch_bytes_delta,dc_compress_scratch_saved_bytes_delta,dc_compress_overflows_delta,dc_compress_incompressible_delta,dc_compress_src_buffers_delta,dc_compress_dst_buffers_delta,dc_compress_add_buffers_delta,dc_compress_dst_total_buffers_delta,dc_compress_src_buffers_max,dc_compress_dst_buffers_max,dc_compress_add_buffers_max,dc_compress_dst_total_buffers_max,dc_compress_coalesce_requests_delta,dc_compress_coalesce_success_delta,dc_compress_coalesce_fails_delta,dc_compress_coalesce_bytes_delta,dc_compress_coalesce_alloc_ns_delta,dc_compress_coalesce_copy_ns_delta,dc_compress_coalesce_free_ns_delta,dc_compress_dst_coalesce_requests_delta,dc_compress_dst_coalesce_success_delta,dc_compress_dst_coalesce_fails_delta,dc_compress_dst_coalesce_reuse_hits_delta,dc_compress_dst_coalesce_reuse_misses_delta,dc_compress_dst_coalesce_alloc_bytes_delta,dc_compress_dst_coalesce_copy_bytes_delta,dc_compress_dst_coalesce_alloc_ns_delta,dc_compress_dst_coalesce_copy_ns_delta,dc_compress_dst_coalesce_free_ns_delta,dc_compress_scratch_alloc_ns_delta,dc_compress_scratch_free_ns_delta,dc_compress_setup_ns_delta,dc_compress_submit_ns_delta,dc_compress_wait_ns_delta,dc_compress_cleanup_ns_delta,dc_decompress_setup_ns_delta,dc_decompress_submit_ns_delta,dc_decompress_wait_ns_delta,dc_decompress_cleanup_ns_delta,dc_compress_inflight,dc_compress_inflight_max,dc_decompress_inflight,dc_decompress_inflight_max,dc_compress_async_submits_delta,dc_compress_async_submit_fails_delta,dc_compress_async_completions_delta,dc_compress_async_resumes_delta,dc_compress_async_fallbacks_delta,dc_compress_async_cancels_delta,dc_compress_async_submit_retries_delta,dc_compress_async_retry_success_delta,dc_compress_async_fail_retry_delta,dc_compress_async_fail_resource_delta,dc_compress_async_fail_other_delta,dc_compress_async_inflight,dc_compress_async_inflight_max,dc_compress_async_cap_skips_delta,sha_ok,zfs_qat_cpa_dc_level,zfs_qat_cpa_dc_hufftype,zfs_qat_dc_max_buf_size,zfs_qat_dc_max_instances,zfs_qat_dc_coalesce_src,zfs_qat_dc_coalesce_dst,zfs_qat_dc_async,zfs_qat_dc_async_submit_retries,zfs_qat_dc_async_retry_us,zfs_qat_dc_async_max_inflight,zfs_qat_decompress_disable,qat_kernel_cy_instances,qat_kernel_dc_instances,zfs_srcversion
raw,qat,sw,8K,1,4,Image.tif_,765384432,2365.443,,,,,,308.58,0.04,15.05,7.80,77.12,4.44x,221M,732M,38804,317882368,11676352,0,0,0,0,36753,2051,38804,0,7721766,359751884,158941184,200888308,0,0,376,77608,38804,77608,116412,256,224,65,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71590445,0,225664395,128956584,21080403007,71774859,0,0,0,0,0,96,0,0,93432,0,38804,38804,55004,0,0,0,0,0,0,0,96,54628,yes,4,dynamic,1048576,48,0,0,1,8,100,96,1,0,6,22FB20D6AB5642298B92542
summary,qat,sw,8K,,4,Image.tif_,765384432,,2365.443,2365.443,2365.443,2365.443,2365.443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,dynamic,1048576,48,0,0,1,8,100,96,,0,6,22FB20D6AB5642298B92542
raw,qat,sw,16K,1,4,Image.tif_,765384432,1723.020,,,,,,423.63,0.08,11.87,5.55,82.50,7.82x,125M,731M,13352,218759168,9159755,0,0,0,0,12682,670,13352,0,2942861,246838424,164069376,82795752,81273624,0,0,53408,40056,26704,66760,256,224,65,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33563083,0,94506372,49659830,12812784076,32810769,0,0,0,0,0,96,0,0,46716,0,13352,13352,33364,0,0,0,0,0,0,0,96,33364,yes,4,dynamic,1048576,48,0,0,1,8,100,96,1,0,6,22FB20D6AB5642298B92542
summary,qat,sw,16K,,4,Image.tif_,765384432,,1723.020,1723.020,1723.020,1723.020,1723.020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,dynamic,1048576,48,0,0,1,8,100,96,,0,6,22FB20D6AB5642298B92542
raw,qat,sw,32K,1,4,Image.tif_,765384432,1823.673,,,,,,400.25,0.03,10.82,6.94,82.20,6.91x,140M,731M,8755,286883840,10458746,0,0,0,0,8410,345,8755,0,1912291,323225845,251023360,72219995,178803365,0,0,70040,61285,26265,87550,256,224,65,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26164833,0,72261242,36558145,13652052881,21893492,0,0,0,0,0,96,0,0,23360,0,8755,8755,14605,0,0,0,0,0,0,0,96,14605,yes,4,dynamic,1048576,48,0,0,1,8,100,96,1,0,6,22FB20D6AB5642298B92542
summary,qat,sw,32K,,4,Image.tif_,765384432,,1823.673,1823.673,1823.673,1823.673,1823.673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,dynamic,1048576,48,0,0,1,8,100,96,,0,6,22FB20D6AB5642298B92542
raw,qat,sw,64K,1,4,Image.tif_,765384432,1391.715,,,,,,524.48,0.04,10.84,5.18,83.94,11.59x,80.9M,730M,4019,263389184,9708968,0,0,0,0,3948,71,4019,0,1044401,296533877,230465536,66076379,164389157,0,0,64304,56266,20095,76361,256,224,65,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8936819,0,38908284,21829682,13216767055,11785044,0,0,0,0,0,96,0,0,11680,0,4019,4019,7661,0,0,0,0,0,0,0,96,7661,yes,4,dynamic,1048576,48,0,0,1,8,100,96,1,0,6,22FB20D6AB5642298B92542
summary,qat,sw,64K,,4,Image.tif_,765384432,,1391.715,1391.715,1391.715,1391.715,1391.715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,dynamic,1048576,48,0,0,1,8,100,96,,0,6,22FB20D6AB5642298B92542
raw,sw,sw,8K,1,4,Image.tif_,765384432,2392.117,,,,,,305.14,0.04,14.17,8.21,77.59,4.44x,221M,732M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256,224,65,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,yes,4,dynamic,1048576,48,0,0,1,8,100,96,1,0,6,22FB20D6AB5642298B92542
summary,sw,sw,8K,,4,Image.tif_,765384432,,2392.117,2392.117,2392.117,2392.117,2392.117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,dynamic,1048576,48,0,0,1,8,100,96,,0,6,22FB20D6AB5642298B92542
