row_type,mode,verify_mode,recordsize,iter,jobs,source_label,source_bytes,elapsed_ms,latency_avg_ms,latency_p50_ms,latency_p95_ms,latency_p99_ms,latency_max_ms,write_bw_mib_s,cpu_user_pct,cpu_system_pct,cpu_iowait_pct,cpu_idle_pct,compressratio,used,logicalused,comp_requests_delta,comp_in_delta,comp_out_delta,decomp_requests_delta,decomp_in_delta,decomp_out_delta,dc_fails_delta,dc_buffer_reuse_hits_delta,dc_buffer_reuse_misses_delta,dc_compress_bound_requests_delta,dc_compress_bound_fails_delta,dc_compress_bound_ns_delta,dc_compress_bound_total_bytes_delta,dc_compress_dst_total_bytes_delta,dc_compress_scratch_bytes_delta,dc_compress_scratch_saved_bytes_delta,dc_compress_overflows_delta,dc_compress_incompressible_delta,dc_compress_src_buffers_delta,dc_compress_dst_buffers_delta,dc_compress_add_buffers_delta,dc_compress_dst_total_buffers_delta,dc_compress_src_buffers_max,dc_compress_dst_buffers_max,dc_compress_add_buffers_max,dc_compress_dst_total_buffers_max,dc_compress_coalesce_requests_delta,dc_compress_coalesce_success_delta,dc_compress_coalesce_fails_delta,dc_compress_coalesce_bytes_delta,dc_compress_coalesce_alloc_ns_delta,dc_compress_coalesce_copy_ns_delta,dc_compress_coalesce_free_ns_delta,dc_compress_dst_coalesce_requests_delta,dc_compress_dst_coalesce_success_delta,dc_compress_dst_coalesce_fails_delta,dc_compress_dst_coalesce_reuse_hits_delta,dc_compress_dst_coalesce_reuse_misses_delta,dc_compress_dst_coalesce_alloc_bytes_delta,dc_compress_dst_coalesce_copy_bytes_delta,dc_compress_dst_coalesce_alloc_ns_delta,dc_compress_dst_coalesce_copy_ns_delta,dc_compress_dst_coalesce_free_ns_delta,dc_compress_scratch_alloc_ns_delta,dc_compress_scratch_free_ns_delta,dc_compress_setup_ns_delta,dc_compress_submit_ns_delta,dc_compress_wait_ns_delta,dc_compress_cleanup_ns_delta,dc_decompress_setup_ns_delta,dc_decompress_submit_ns_delta,dc_decompress_wait_ns_delta,dc_decompress_cleanup_ns_delta,dc_compress_inflight,dc_compress_inflight_max,dc_decompress_inflight,dc_decompress_inflight_max,sha_ok,zfs_qat_cpa_dc_level,zfs_qat_cpa_dc_hufftype,zfs_qat_dc_max_buf_size,zfs_qat_dc_max_instances,zfs_qat_dc_coalesce_src,zfs_qat_dc_coalesce_dst,zfs_qat_decompress_disable,qat_kernel_cy_instances,qat_kernel_dc_instances,zfs_srcversion
raw,qat,sw,128K,1,4,Image.tif_,765384432,1253.133,,,,,,582.48,0.04,4.46,2.43,93.07,17.16x,51.5M,730M,5840,765460480,27367705,0,0,0,0,5613,227,5840,0,1742990,861464240,669777920,191698000,478079920,0,0,186880,163520,52560,216080,256,224,65,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1372241,1760410,32665163,39556400,18880191279,3034591,0,0,0,0,0,50,0,0,yes,4,dynamic,1048576,48,0,0,1,4,2,51222238CFF46E75D24E091
raw,qat,sw,128K,2,4,Image.tif_,765384432,1312.054,,,,,,556.32,0.06,4.24,2.02,93.68,17.16x,51.5M,730M,5840,765460480,27367538,0,0,0,0,5647,193,5840,0,1759060,861464240,669777920,191698000,478079920,0,0,186880,163520,52560,216080,256,224,65,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1222360,1770480,32696839,39703587,19095529557,3007111,0,0,0,0,0,50,0,0,yes,4,dynamic,1048576,48,0,0,1,4,2,51222238CFF46E75D24E091
raw,qat,sw,128K,3,4,Image.tif_,765384432,1255.381,,,,,,581.44,0.11,4.46,2.26,93.17,17.16x,51.5M,730M,5840,765460480,27367585,0,0,0,0,5674,166,5840,0,1742971,861464240,669777920,191698000,478079920,0,0,186880,163520,52560,216080,256,224,65,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1172401,1799170,32591214,39737746,19078267465,3110001,0,0,0,0,0,50,0,0,yes,4,dynamic,1048576,48,0,0,1,4,2,51222238CFF46E75D24E091
summary,qat,sw,128K,,4,Image.tif_,765384432,,1273.523,1255.381,1312.054,1312.054,1312.054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,dynamic,1048576,48,0,0,,4,2,51222238CFF46E75D24E091
raw,qat,sw,256K,1,4,Image.tif_,765384432,1199.978,,,,,,608.28,0.05,3.66,1.80,94.50,21.96x,37.4M,730M,2920,765460480,27586734,0,0,0,0,2851,69,2920,0,907130,861303640,669777920,191531560,478246360,0,0,186880,163520,49640,213160,256,224,65,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,672750,975870,29580381,31113566,20030306731,2792112,0,0,0,0,0,50,0,0,yes,4,dynamic,1048576,48,0,0,1,4,2,51222238CFF46E75D24E091
raw,qat,sw,256K,2,4,Image.tif_,765384432,1216.678,,,,,,599.93,0.05,3.70,1.95,94.30,21.96x,37.4M,730M,2920,765460480,27586919,0,0,0,0,2847,73,2920,0,914410,861303640,669777920,191531560,478246360,0,0,186880,163520,49640,213160,256,224,65,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,696320,983730,29729976,31341483,19909110748,2775790,0,0,0,0,0,50,0,0,yes,4,dynamic,1048576,48,0,0,1,4,2,51222238CFF46E75D24E091
raw,qat,sw,256K,3,4,Image.tif_,765384432,1214.697,,,,,,600.91,0.05,3.51,1.94,94.50,21.96x,37.4M,730M,2920,765460480,27586857,0,0,0,0,2878,42,2920,0,895691,861303640,669777920,191531560,478246360,0,0,186880,163520,49640,213160,256,224,65,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,528961,998520,29639881,31125465,14933902452,2725282,0,0,0,0,0,50,0,0,yes,4,dynamic,1048576,48,0,0,1,4,2,51222238CFF46E75D24E091
summary,qat,sw,256K,,4,Image.tif_,765384432,,1210.451,1214.697,1216.678,1216.678,1216.678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,dynamic,1048576,48,0,0,,4,2,51222238CFF46E75D24E091
raw,qat,sw,1M,1,4,Image.tif_,765384432,1124.831,,,,,,648.92,0.06,3.20,1.73,95.02,25.56x,30.4M,732M,732,767557632,27972176,0,0,0,0,693,39,732,0,221940,863542596,671612928,191931132,479681796,0,0,187392,163968,47580,211548,256,224,65,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20697713,263250,23857969,23123896,20205973116,663020,0,0,0,0,0,50,0,0,yes,4,dynamic,1048576,48,0,0,1,4,2,51222238CFF46E75D24E091
raw,qat,sw,1M,2,4,Image.tif_,765384432,1159.942,,,,,,629.28,0.11,3.69,1.78,94.42,25.55x,30.4M,732M,732,767557632,27976494,0,0,0,0,691,41,732,0,223460,863542596,671612928,191931132,479681796,0,0,187392,163968,47580,211548,256,224,65,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169670,261430,23610253,23190162,20156011723,691080,0,0,0,0,0,50,0,0,yes,4,dynamic,1048576,48,0,0,1,4,2,51222238CFF46E75D24E091
