row_type,mode,verify_mode,recordsize,iter,jobs,source_label,source_bytes,elapsed_ms,latency_avg_ms,latency_p50_ms,latency_p95_ms,latency_p99_ms,latency_max_ms,write_bw_mib_s,cpu_user_pct,cpu_system_pct,cpu_iowait_pct,cpu_idle_pct,compressratio,used,logicalused,comp_requests_delta,comp_in_delta,comp_out_delta,decomp_requests_delta,decomp_in_delta,decomp_out_delta,dc_fails_delta,dc_buffer_reuse_hits_delta,dc_buffer_reuse_misses_delta,dc_compress_bound_requests_delta,dc_compress_bound_fails_delta,dc_compress_bound_ns_delta,dc_compress_bound_total_bytes_delta,dc_compress_dst_total_bytes_delta,dc_compress_scratch_bytes_delta,dc_compress_scratch_saved_bytes_delta,dc_compress_overflows_delta,dc_compress_incompressible_delta,dc_compress_src_buffers_delta,dc_compress_dst_buffers_delta,dc_compress_add_buffers_delta,dc_compress_dst_total_buffers_delta,dc_compress_src_buffers_max,dc_compress_dst_buffers_max,dc_compress_add_buffers_max,dc_compress_dst_total_buffers_max,dc_compress_coalesce_requests_delta,dc_compress_coalesce_success_delta,dc_compress_coalesce_fails_delta,dc_compress_coalesce_bytes_delta,dc_compress_coalesce_alloc_ns_delta,dc_compress_coalesce_copy_ns_delta,dc_compress_coalesce_free_ns_delta,dc_compress_dst_coalesce_requests_delta,dc_compress_dst_coalesce_success_delta,dc_compress_dst_coalesce_fails_delta,dc_compress_dst_coalesce_alloc_bytes_delta,dc_compress_dst_coalesce_copy_bytes_delta,dc_compress_dst_coalesce_alloc_ns_delta,dc_compress_dst_coalesce_copy_ns_delta,dc_compress_dst_coalesce_free_ns_delta,dc_compress_scratch_alloc_ns_delta,dc_compress_scratch_free_ns_delta,dc_compress_setup_ns_delta,dc_compress_submit_ns_delta,dc_compress_wait_ns_delta,dc_compress_cleanup_ns_delta,dc_decompress_setup_ns_delta,dc_decompress_submit_ns_delta,dc_decompress_wait_ns_delta,dc_decompress_cleanup_ns_delta,dc_compress_inflight,dc_compress_inflight_max,dc_decompress_inflight,dc_decompress_inflight_max,sha_ok,zfs_qat_cpa_dc_level,zfs_qat_cpa_dc_hufftype,zfs_qat_dc_max_buf_size,zfs_qat_dc_max_instances,zfs_qat_dc_coalesce_src,zfs_qat_dc_coalesce_dst,zfs_qat_decompress_disable,qat_kernel_cy_instances,qat_kernel_dc_instances,zfs_srcversion
raw,qat,sw,128K,1,4,Image.tif_,765384432,1946.111,,,,,,375.07,0.04,3.69,3.07,93.20,17.16x,51.5M,730M,5840,765460480,27367717,0,0,0,0,1045,4795,5840,0,1604541,861464240,669777920,191698000,478079920,0,0,186880,163520,52560,216080,256,224,65,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1255900,1669721,35965069,38709834,18895461770,4549043,0,0,0,0,0,50,0,1,yes,4,dynamic,1048576,48,0,0,1,4,2,90B713026E013F5B59AD0AC
raw,qat,sw,128K,2,4,Image.tif_,765384432,1872.201,,,,,,389.88,0.05,3.84,3.53,92.58,17.16x,51.5M,730M,5840,765460480,27367679,0,0,0,0,1058,4782,5840,0,1641770,861464240,669777920,191698000,478079920,0,0,186880,163520,52560,216080,256,224,65,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1208350,1758561,36411811,38957859,18922774456,4575785,0,0,0,0,0,50,0,1,yes,4,dynamic,1048576,48,0,0,1,4,2,90B713026E013F5B59AD0AC
raw,qat,sw,128K,3,4,Image.tif_,765384432,1879.748,,,,,,388.31,0.04,3.77,3.33,92.86,17.16x,51.5M,730M,5840,765460480,27367887,0,0,0,0,1064,4776,5840,0,1701320,861464240,669777920,191698000,478079920,0,0,186880,163520,52560,216080,256,224,65,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,995580,1769791,36246615,38895005,18809765428,4529660,0,0,0,0,0,50,0,1,yes,4,dynamic,1048576,48,0,0,1,4,2,90B713026E013F5B59AD0AC
summary,qat,sw,128K,,4,Image.tif_,765384432,,1899.353,1879.748,1946.111,1946.111,1946.111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,dynamic,1048576,48,0,0,,4,2,90B713026E013F5B59AD0AC
raw,qat,sw,256K,1,4,Image.tif_,765384432,1777.805,,,,,,410.58,0.04,3.28,2.59,94.10,21.96x,37.4M,730M,2920,765460480,27586755,0,0,0,0,552,2368,2920,0,879820,861303640,669777920,191531560,478246360,0,0,186880,163520,49640,213160,256,224,65,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,556410,1033861,32526069,31033910,19475128830,3424752,0,0,0,0,0,50,0,1,yes,4,dynamic,1048576,48,0,0,1,4,2,90B713026E013F5B59AD0AC
raw,qat,sw,256K,2,4,Image.tif_,765384432,1793.208,,,,,,407.05,0.03,3.28,2.48,94.20,21.96x,37.4M,730M,2920,765460480,27586887,0,0,0,0,738,2182,2920,0,884801,861303640,669777920,191531560,478246360,0,0,186880,163520,49640,213160,256,224,65,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,705870,1003530,32213710,31194007,14420001155,3273680,0,0,0,0,0,50,0,1,yes,4,dynamic,1048576,48,0,0,1,4,2,90B713026E013F5B59AD0AC
raw,qat,sw,256K,3,4,Image.tif_,765384432,1761.324,,,,,,414.42,0.04,3.43,2.48,94.06,21.96x,37.4M,730M,2920,765460480,27586670,0,0,0,0,528,2392,2920,0,898470,861303640,669777920,191531560,478246360,0,0,186880,163520,49640,213160,256,224,65,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,568930,997921,32528973,31016136,19328688934,3405140,0,0,0,0,0,50,0,1,yes,4,dynamic,1048576,48,0,0,1,4,2,90B713026E013F5B59AD0AC
summary,qat,sw,256K,,4,Image.tif_,765384432,,1777.446,1777.805,1793.208,1793.208,1793.208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,dynamic,1048576,48,0,0,,4,2,90B713026E013F5B59AD0AC
raw,qat,sw,1M,1,4,Image.tif_,765384432,1635.943,,,,,,446.18,0.04,3.24,1.89,94.83,25.57x,30.4M,732M,732,767557632,27973319,0,0,0,0,133,599,732,0,222800,863542596,671612928,191931132,479681796,0,0,187392,163968,47580,211548,256,224,65,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25383841,268490,24977144,23085746,20109003212,859870,0,0,0,0,0,50,0,1,yes,4,dynamic,1048576,48,0,0,1,4,2,90B713026E013F5B59AD0AC
raw,qat,sw,1M,2,4,Image.tif_,765384432,1691.366,,,,,,431.56,0.08,3.10,1.90,94.91,25.56x,30.4M,732M,732,767557632,27973378,0,0,0,0,124,608,732,0,216741,863542596,671612928,191931132,479681796,0,0,187392,163968,47580,211548,256,224,65,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,570400,270060,24697156,22965962,19939569134,851692,0,0,0,0,0,50,0,1,yes,4,dynamic,1048576,48,0,0,1,4,2,90B713026E013F5B59AD0AC
