row_type,mode,verify_mode,recordsize,iter,jobs,source_label,source_bytes,elapsed_ms,latency_avg_ms,latency_p50_ms,latency_p95_ms,latency_p99_ms,latency_max_ms,write_bw_mib_s,cpu_user_pct,cpu_system_pct,cpu_iowait_pct,cpu_idle_pct,compressratio,used,logicalused,comp_requests_delta,comp_in_delta,comp_out_delta,decomp_requests_delta,decomp_in_delta,decomp_out_delta,dc_fails_delta,dc_buffer_reuse_hits_delta,dc_buffer_reuse_misses_delta,dc_compress_bound_requests_delta,dc_compress_bound_fails_delta,dc_compress_bound_ns_delta,dc_compress_bound_total_bytes_delta,dc_compress_dst_total_bytes_delta,dc_compress_scratch_bytes_delta,dc_compress_scratch_saved_bytes_delta,dc_compress_overflows_delta,dc_compress_incompressible_delta,dc_compress_src_buffers_delta,dc_compress_dst_buffers_delta,dc_compress_add_buffers_delta,dc_compress_dst_total_buffers_delta,dc_compress_src_buffers_max,dc_compress_dst_buffers_max,dc_compress_add_buffers_max,dc_compress_dst_total_buffers_max,dc_compress_coalesce_requests_delta,dc_compress_coalesce_success_delta,dc_compress_coalesce_fails_delta,dc_compress_coalesce_bytes_delta,dc_compress_coalesce_alloc_ns_delta,dc_compress_coalesce_copy_ns_delta,dc_compress_coalesce_free_ns_delta,dc_compress_dst_coalesce_requests_delta,dc_compress_dst_coalesce_success_delta,dc_compress_dst_coalesce_fails_delta,dc_compress_dst_coalesce_reuse_hits_delta,dc_compress_dst_coalesce_reuse_misses_delta,dc_compress_dst_coalesce_alloc_bytes_delta,dc_compress_dst_coalesce_copy_bytes_delta,dc_compress_dst_coalesce_alloc_ns_delta,dc_compress_dst_coalesce_copy_ns_delta,dc_compress_dst_coalesce_free_ns_delta,dc_compress_scratch_alloc_ns_delta,dc_compress_scratch_free_ns_delta,dc_compress_setup_ns_delta,dc_compress_submit_ns_delta,dc_compress_wait_ns_delta,dc_compress_cleanup_ns_delta,dc_decompress_setup_ns_delta,dc_decompress_submit_ns_delta,dc_decompress_wait_ns_delta,dc_decompress_cleanup_ns_delta,dc_compress_inflight,dc_compress_inflight_max,dc_decompress_inflight,dc_decompress_inflight_max,dc_compress_async_submits_delta,dc_compress_async_submit_fails_delta,dc_compress_async_completions_delta,dc_compress_async_resumes_delta,dc_compress_async_fallbacks_delta,dc_compress_async_cancels_delta,dc_compress_async_submit_retries_delta,dc_compress_async_retry_success_delta,dc_compress_async_fail_retry_delta,dc_compress_async_fail_resource_delta,dc_compress_async_fail_other_delta,dc_compress_async_inflight,dc_compress_async_inflight_max,dc_compress_async_cap_skips_delta,sha_ok,zfs_qat_cpa_dc_level,zfs_qat_cpa_dc_hufftype,zfs_qat_dc_max_buf_size,zfs_qat_dc_max_instances,zfs_qat_dc_coalesce_src,zfs_qat_dc_coalesce_dst,zfs_qat_dc_async,zfs_qat_dc_async_submit_retries,zfs_qat_dc_async_retry_us,zfs_qat_dc_async_max_inflight,zfs_qat_decompress_disable,qat_kernel_cy_instances,qat_kernel_dc_instances,zfs_srcversion
raw,qat,sw,128K,1,4,Image.tif_,765384432,1073.745,,,,,,679.80,0.07,11.02,2.29,86.62,16.98x,51.8M,730M,1429,187301888,7228990,0,0,0,0,1007,422,1429,0,373930,210793219,163889152,46906925,116982227,0,0,45728,40012,12861,52873,256,224,65,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,848140,0,15719367,10584556,9084748442,4483182,0,0,0,0,0,512,0,0,5840,0,1429,1429,4411,0,0,0,0,0,0,0,512,4411,yes,4,dynamic,1048576,48,0,0,1,8,100,96,1,4,2,7F050A1D2F91430BF9749EB
summary,qat,sw,128K,,4,Image.tif_,765384432,,1073.745,1073.745,1073.745,1073.745,1073.745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,dynamic,1048576,48,0,0,1,8,100,96,,4,2,7F050A1D2F91430BF9749EB
raw,qat,sw,256K,1,4,Image.tif_,765384432,927.778,,,,,,786.75,0.07,11.94,1.07,86.92,21.73x,37.8M,730M,721,189005824,7924691,0,0,0,0,488,233,721,0,201181,212671207,165380096,47292553,118087543,0,0,46144,40376,12257,52633,256,224,65,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,946870,0,12206119,8524744,9569322451,2167042,0,0,0,0,0,512,0,0,2920,0,721,721,2199,0,0,0,0,0,0,0,512,2199,yes,4,dynamic,1048576,48,0,0,1,8,100,96,1,4,2,7F050A1D2F91430BF9749EB
summary,qat,sw,256K,,4,Image.tif_,765384432,,927.778,927.778,927.778,927.778,927.778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,dynamic,1048576,48,0,0,1,8,100,96,,4,2,7F050A1D2F91430BF9749EB
raw,qat,sw,1M,1,4,Image.tif_,765384432,876.489,,,,,,832.79,0.11,11.47,0.92,87.50,25.36x,30.7M,732M,227,238026752,9784243,0,0,0,0,156,71,227,0,94470,267792581,208273408,59519627,148753781,0,0,58112,50848,14755,65603,256,224,65,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47992494,0,58766757,8717571,11012959754,843060,0,0,0,0,0,512,0,0,732,0,227,227,505,0,0,0,0,0,0,0,512,505,yes,4,dynamic,1048576,48,0,0,1,8,100,96,1,4,2,7F050A1D2F91430BF9749EB
summary,qat,sw,1M,,4,Image.tif_,765384432,,876.489,876.489,876.489,876.489,876.489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,dynamic,1048576,48,0,0,1,8,100,96,,4,2,7F050A1D2F91430BF9749EB
raw,sw,sw,128K,1,4,Image.tif_,765384432,1172.390,,,,,,622.60,0.07,11.70,2.53,85.70,16.90x,52.0M,730M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256,224,65,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,512,0,yes,4,dynamic,1048576,48,0,0,1,8,100,96,1,4,2,7F050A1D2F91430BF9749EB
summary,sw,sw,128K,,4,Image.tif_,765384432,,1172.390,1172.390,1172.390,1172.390,1172.390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,dynamic,1048576,48,0,0,1,8,100,96,,4,2,7F050A1D2F91430BF9749EB
raw,sw,sw,256K,1,4,Image.tif_,765384432,956.636,,,,,,763.01,0.08,13.57,1.42,84.94,21.60x,38.0M,730M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256,224,65,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,512,0,yes,4,dynamic,1048576,48,0,0,1,8,100,96,1,4,2,7F050A1D2F91430BF9749EB
summary,sw,sw,256K,,4,Image.tif_,765384432,,956.636,956.636,956.636,956.636,956.636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,dynamic,1048576,48,0,0,1,8,100,96,,4,2,7F050A1D2F91430BF9749EB
raw,sw,sw,1M,1,4,Image.tif_,765384432,892.719,,,,,,817.65,0.07,14.29,0.97,84.67,25.26x,30.8M,732M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256,224,65,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,512,0,yes,4,dynamic,1048576,48,0,0,1,8,100,96,1,4,2,7F050A1D2F91430BF9749EB
summary,sw,sw,1M,,4,Image.tif_,765384432,,892.719,892.719,892.719,892.719,892.719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,dynamic,1048576,48,0,0,1,8,100,96,,4,2,7F050A1D2F91430BF9749EB
