row_type,mode,verify_mode,recordsize,iter,jobs,source_label,source_bytes,elapsed_ms,latency_avg_ms,latency_p50_ms,latency_p95_ms,latency_p99_ms,latency_max_ms,write_bw_mib_s,cpu_user_pct,cpu_system_pct,cpu_iowait_pct,cpu_idle_pct,compressratio,used,logicalused,comp_requests_delta,comp_in_delta,comp_out_delta,decomp_requests_delta,decomp_in_delta,decomp_out_delta,dc_fails_delta,dc_buffer_reuse_hits_delta,dc_buffer_reuse_misses_delta,dc_compress_bound_requests_delta,dc_compress_bound_fails_delta,dc_compress_bound_ns_delta,dc_compress_bound_total_bytes_delta,dc_compress_dst_total_bytes_delta,dc_compress_scratch_bytes_delta,dc_compress_scratch_saved_bytes_delta,dc_compress_overflows_delta,dc_compress_incompressible_delta,dc_compress_src_buffers_delta,dc_compress_dst_buffers_delta,dc_compress_add_buffers_delta,dc_compress_dst_total_buffers_delta,dc_compress_src_buffers_max,dc_compress_dst_buffers_max,dc_compress_add_buffers_max,dc_compress_dst_total_buffers_max,dc_compress_coalesce_requests_delta,dc_compress_coalesce_success_delta,dc_compress_coalesce_fails_delta,dc_compress_coalesce_bytes_delta,dc_compress_coalesce_alloc_ns_delta,dc_compress_coalesce_copy_ns_delta,dc_compress_coalesce_free_ns_delta,dc_compress_scratch_alloc_ns_delta,dc_compress_scratch_free_ns_delta,dc_compress_setup_ns_delta,dc_compress_submit_ns_delta,dc_compress_wait_ns_delta,dc_compress_cleanup_ns_delta,dc_decompress_setup_ns_delta,dc_decompress_submit_ns_delta,dc_decompress_wait_ns_delta,dc_decompress_cleanup_ns_delta,dc_compress_inflight,dc_compress_inflight_max,dc_decompress_inflight,dc_decompress_inflight_max,sha_ok,zfs_qat_cpa_dc_level,zfs_qat_cpa_dc_hufftype,zfs_qat_dc_max_buf_size,zfs_qat_dc_max_instances,zfs_qat_dc_coalesce_src,zfs_qat_decompress_disable,qat_kernel_cy_instances,qat_kernel_dc_instances,zfs_srcversion
raw,qat,sw,128K,1,4,Image.tif_,765384432,1257.628,,,,,,580.40,0.10,4.18,1.87,93.85,17.16x,51.5M,730M,5840,765460480,27367789,0,0,0,0,1023,4817,5840,0,1701720,861464240,669777920,191698000,478079920,0,0,186880,163520,52560,216080,256,224,65,289,0,0,0,0,0,0,0,887390,1604980,36304690,38926490,19130993440,4656660,0,0,0,0,0,50,0,0,yes,4,dynamic,1048576,48,0,1,4,2,12F7D9DCCEC34076F92E0CC
raw,qat,sw,128K,2,4,Image.tif_,765384432,1310.186,,,,,,557.12,0.05,4.08,2.02,93.86,17.16x,51.5M,730M,5840,765460480,27367575,0,0,0,0,1038,4802,5840,0,1724050,861464240,669777920,191698000,478079920,0,0,186880,163520,52560,216080,256,224,65,289,0,0,0,0,0,0,0,894860,1640100,36058250,39177640,19085142730,4755710,0,0,0,0,0,50,0,0,yes,4,dynamic,1048576,48,0,1,4,2,12F7D9DCCEC34076F92E0CC
raw,qat,sw,128K,3,4,Image.tif_,765384432,1205.651,,,,,,605.42,0.05,4.52,2.10,93.32,17.16x,51.5M,730M,5840,765460480,27367219,0,0,0,0,996,4844,5840,0,1664200,861464240,669777920,191698000,478079920,0,0,186880,163520,52560,216080,256,224,65,289,0,0,0,0,0,0,0,886560,1626930,36288260,38640040,19088683700,4616570,0,0,0,0,0,50,0,0,yes,4,dynamic,1048576,48,0,1,4,2,12F7D9DCCEC34076F92E0CC
summary,qat,sw,128K,,4,Image.tif_,765384432,,1257.822,1257.628,1310.186,1310.186,1310.186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,dynamic,1048576,48,0,,4,2,12F7D9DCCEC34076F92E0CC
raw,qat,sw,256K,1,4,Image.tif_,765384432,1181.665,,,,,,617.71,0.07,3.75,1.83,94.35,21.96x,37.4M,730M,2920,765460480,27586629,0,0,0,0,532,2388,2920,0,917830,861303640,669777920,191531560,478246360,0,0,186880,163520,49640,213160,256,224,65,289,0,0,0,0,0,0,0,1029950,922080,32576200,30891440,20058870500,3672890,0,0,0,0,0,50,0,0,yes,4,dynamic,1048576,48,0,1,4,2,12F7D9DCCEC34076F92E0CC
raw,qat,sw,256K,2,4,Image.tif_,765384432,1225.652,,,,,,595.54,0.06,3.64,1.72,94.58,21.96x,37.4M,730M,2920,765460480,27586682,0,0,0,0,537,2383,2920,0,886260,861303640,669777920,191531560,478246360,0,0,186880,163520,49640,213160,256,224,65,289,0,0,0,0,0,0,0,513400,902740,32517960,31043430,20017349680,3556210,0,0,0,0,0,50,0,0,yes,4,dynamic,1048576,48,0,1,4,2,12F7D9DCCEC34076F92E0CC
raw,qat,sw,256K,3,4,Image.tif_,765384432,1226.395,,,,,,595.18,0.04,3.75,1.86,94.35,21.96x,37.4M,730M,2920,765460480,27586545,0,0,0,0,512,2408,2920,0,923850,861303640,669777920,191531560,478246360,0,0,186880,163520,49640,213160,256,224,65,289,0,0,0,0,0,0,0,514420,889710,32237210,30971690,20026952090,3640400,0,0,0,0,0,50,0,0,yes,4,dynamic,1048576,48,0,1,4,2,12F7D9DCCEC34076F92E0CC
summary,qat,sw,256K,,4,Image.tif_,765384432,,1211.237,1225.652,1226.395,1226.395,1226.395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,dynamic,1048576,48,0,,4,2,12F7D9DCCEC34076F92E0CC
raw,qat,sw,1M,1,4,Image.tif_,765384432,1169.700,,,,,,624.03,0.12,3.30,1.56,95.02,25.57x,30.4M,732M,732,767557632,27971137,0,0,0,0,126,606,732,0,229490,863542596,671612928,191931132,479681796,0,0,187392,163968,47580,211548,256,224,65,289,0,0,0,0,0,0,0,168690,241730,25069870,23065550,20233568210,961520,0,0,0,0,0,50,0,0,yes,4,dynamic,1048576,48,0,1,4,2,12F7D9DCCEC34076F92E0CC
raw,qat,sw,1M,2,4,Image.tif_,765384432,1196.847,,,,,,609.88,0.05,3.10,1.76,95.09,25.56x,30.4M,732M,732,767557632,27974747,0,0,0,0,130,602,732,0,231880,863542596,671612928,191931132,479681796,0,0,187392,163968,47580,211548,256,224,65,289,0,0,0,0,0,0,0,151630,239040,24870340,22882120,20338001860,956510,0,0,0,0,0,50,0,0,yes,4,dynamic,1048576,48,0,1,4,2,12F7D9DCCEC34076F92E0CC
raw,qat,sw,1M,3,4,Image.tif_,765384432,1171.375,,,,,,623.14,0.07,3.23,1.85,94.86,25.57x,30.4M,732M,732,767557632,27969818,0,0,0,0,134,598,732,0,226100,863542596,671612928,191931132,479681796,0,0,187392,163968,47580,211548,256,224,65,289,0,0,0,0,0,0,0,155610,243980,25131620,23254900,20144718300,936380,0,0,0,0,0,50,0,0,yes,4,dynamic,1048576,48,0,1,4,2,12F7D9DCCEC34076F92E0CC
summary,qat,sw,1M,,4,Image.tif_,765384432,,1179.307,1171.375,1196.847,1196.847,1196.847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,dynamic,1048576,48,0,,4,2,12F7D9DCCEC34076F92E0CC
