row_type,mode,verify_mode,recordsize,iter,jobs,source_label,source_bytes,elapsed_ms,latency_avg_ms,latency_p50_ms,latency_p95_ms,latency_p99_ms,latency_max_ms,write_bw_mib_s,cpu_user_pct,cpu_system_pct,cpu_iowait_pct,cpu_idle_pct,compressratio,used,logicalused,comp_requests_delta,comp_in_delta,comp_out_delta,decomp_requests_delta,decomp_in_delta,decomp_out_delta,dc_fails_delta,dc_buffer_reuse_hits_delta,dc_buffer_reuse_misses_delta,dc_compress_bound_requests_delta,dc_compress_bound_fails_delta,dc_compress_bound_ns_delta,dc_compress_bound_total_bytes_delta,dc_compress_dst_total_bytes_delta,dc_compress_scratch_bytes_delta,dc_compress_scratch_saved_bytes_delta,dc_compress_overflows_delta,dc_compress_incompressible_delta,dc_compress_src_buffers_delta,dc_compress_dst_buffers_delta,dc_compress_add_buffers_delta,dc_compress_dst_total_buffers_delta,dc_compress_src_buffers_max,dc_compress_dst_buffers_max,dc_compress_add_buffers_max,dc_compress_dst_total_buffers_max,dc_compress_coalesce_requests_delta,dc_compress_coalesce_success_delta,dc_compress_coalesce_fails_delta,dc_compress_coalesce_bytes_delta,dc_compress_coalesce_alloc_ns_delta,dc_compress_coalesce_copy_ns_delta,dc_compress_coalesce_free_ns_delta,dc_compress_scratch_alloc_ns_delta,dc_compress_scratch_free_ns_delta,dc_compress_setup_ns_delta,dc_compress_submit_ns_delta,dc_compress_wait_ns_delta,dc_compress_cleanup_ns_delta,dc_decompress_setup_ns_delta,dc_decompress_submit_ns_delta,dc_decompress_wait_ns_delta,dc_decompress_cleanup_ns_delta,dc_compress_inflight,dc_compress_inflight_max,dc_decompress_inflight,dc_decompress_inflight_max,sha_ok,zfs_qat_cpa_dc_level,zfs_qat_cpa_dc_hufftype,zfs_qat_dc_max_buf_size,zfs_qat_dc_max_instances,zfs_qat_dc_coalesce_src,zfs_qat_decompress_disable,qat_kernel_cy_instances,qat_kernel_dc_instances,zfs_srcversion
raw,qat,sw,128K,1,4,Image.tif_,765384432,1233.786,,,,,,591.62,0.04,4.52,2.32,93.12,17.16x,51.5M,730M,5840,765460480,27367430,0,0,0,0,1060,4780,5840,0,1730050,861464240,669777920,191698000,478079920,0,0,0,163520,52560,216080,256,224,65,289,5840,5840,0,765460480,50756460,102794390,12942870,961380,1671310,181495090,28943730,18952321730,19265920,0,0,0,0,0,50,0,0,yes,4,dynamic,1048576,48,1,1,4,2,12F7D9DCCEC34076F92E0CC
raw,qat,sw,128K,2,4,Image.tif_,765384432,1227.750,,,,,,594.52,0.13,4.89,2.38,92.60,17.16x,51.5M,730M,5840,765460480,27367674,0,0,0,0,1030,4810,5840,0,1711070,861464240,669777920,191698000,478079920,0,0,0,163520,52560,216080,256,224,65,289,5840,5840,0,765460480,50786230,104568300,12589170,996400,1664440,183418630,28787050,19148876780,18912910,0,0,0,0,0,50,0,0,yes,4,dynamic,1048576,48,1,1,4,2,12F7D9DCCEC34076F92E0CC
raw,qat,sw,128K,3,4,Image.tif_,765384432,1288.944,,,,,,566.30,0.06,4.27,1.95,93.72,17.16x,51.5M,730M,5840,765460480,27367650,0,0,0,0,1049,4791,5840,0,1703290,861464240,669777920,191698000,478079920,0,0,0,163520,52560,216080,256,224,65,289,5840,5840,0,765460480,50590040,105682820,12406240,962100,1649020,184366230,28770210,18961031630,18600180,0,0,0,0,0,50,0,0,yes,4,dynamic,1048576,48,1,1,4,2,12F7D9DCCEC34076F92E0CC
summary,qat,sw,128K,,4,Image.tif_,765384432,,1250.160,1233.786,1288.944,1288.944,1288.944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,dynamic,1048576,48,1,,4,2,12F7D9DCCEC34076F92E0CC
raw,qat,sw,256K,1,4,Image.tif_,765384432,1225.698,,,,,,595.52,0.03,3.78,1.62,94.57,21.96x,37.4M,730M,2920,765460480,27586591,0,0,0,0,535,2385,2920,0,902130,861303640,669777920,191531560,478246360,0,0,0,163520,49640,213160,256,224,65,289,2920,2920,0,765460480,52598700,110949140,8846810,1145400,920730,186902320,20590270,19926083100,13374690,0,0,0,0,0,50,0,0,yes,4,dynamic,1048576,48,1,1,4,2,12F7D9DCCEC34076F92E0CC
raw,qat,sw,256K,2,4,Image.tif_,765384432,1198.150,,,,,,609.21,0.04,3.89,1.68,94.39,21.96x,37.4M,730M,2920,765460480,27587115,0,0,0,0,531,2389,2920,0,896860,861303640,669777920,191531560,478246360,0,0,0,163520,49640,213160,256,224,65,289,2920,2920,0,765460480,54896750,112079920,8873480,632350,889200,190061510,20482870,19937190810,13301070,0,0,0,0,0,50,0,0,yes,4,dynamic,1048576,48,1,1,4,2,12F7D9DCCEC34076F92E0CC
raw,qat,sw,256K,3,4,Image.tif_,765384432,1194.602,,,,,,611.02,0.05,3.96,1.70,94.30,21.96x,37.4M,730M,2920,765460480,27587241,0,0,0,0,515,2405,2920,0,905450,861303640,669777920,191531560,478246360,0,0,0,163520,49640,213160,256,224,65,289,2920,2920,0,765460480,52789780,112536880,8900240,1101560,881570,188442780,20592440,20017806420,13232120,0,0,0,0,0,50,0,0,yes,4,dynamic,1048576,48,1,1,4,2,12F7D9DCCEC34076F92E0CC
summary,qat,sw,256K,,4,Image.tif_,765384432,,1206.150,1198.150,1225.698,1225.698,1225.698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,dynamic,1048576,48,1,,4,2,12F7D9DCCEC34076F92E0CC
raw,qat,sw,1M,1,4,Image.tif_,765384432,1280.794,,,,,,569.90,0.06,3.25,2.01,94.69,25.56x,30.4M,732M,732,767557632,27975852,0,0,0,0,127,605,732,0,245030,863542596,671612928,191931132,479681796,0,0,0,163968,47580,211548,256,224,65,289,732,732,0,767557632,86395850,151246430,5219860,328710,277030,254652730,14177060,19770086990,6764880,0,0,0,0,0,50,0,0,yes,4,dynamic,1048576,48,1,1,4,2,12F7D9DCCEC34076F92E0CC
raw,qat,sw,1M,2,4,Image.tif_,765384432,1180.137,,,,,,618.51,0.07,3.60,1.77,94.56,25.55x,30.4M,732M,732,767557632,27976800,0,0,0,0,129,603,732,0,253590,863542596,671612928,191931132,479681796,0,0,0,163968,47580,211548,256,224,65,289,732,732,0,767557632,87178600,154917350,5330790,308280,281230,258662440,13830830,19898980190,6832980,0,0,0,0,0,50,0,0,yes,4,dynamic,1048576,48,1,1,4,2,12F7D9DCCEC34076F92E0CC
