row_type,mode,verify_mode,recordsize,iter,jobs,source_label,source_bytes,elapsed_ms,latency_avg_ms,latency_p50_ms,latency_p95_ms,latency_p99_ms,latency_max_ms,write_bw_mib_s,cpu_user_pct,cpu_system_pct,cpu_iowait_pct,cpu_idle_pct,compressratio,used,logicalused,comp_requests_delta,comp_in_delta,comp_out_delta,decomp_requests_delta,decomp_in_delta,decomp_out_delta,dc_fails_delta,dc_buffer_reuse_hits_delta,dc_buffer_reuse_misses_delta,dc_compress_bound_requests_delta,dc_compress_bound_fails_delta,dc_compress_bound_ns_delta,dc_compress_bound_total_bytes_delta,dc_compress_dst_total_bytes_delta,dc_compress_scratch_bytes_delta,dc_compress_scratch_saved_bytes_delta,dc_compress_overflows_delta,dc_compress_incompressible_delta,dc_compress_src_buffers_delta,dc_compress_dst_buffers_delta,dc_compress_add_buffers_delta,dc_compress_dst_total_buffers_delta,dc_compress_src_buffers_max,dc_compress_dst_buffers_max,dc_compress_add_buffers_max,dc_compress_dst_total_buffers_max,dc_compress_coalesce_requests_delta,dc_compress_coalesce_success_delta,dc_compress_coalesce_fails_delta,dc_compress_coalesce_bytes_delta,dc_compress_coalesce_alloc_ns_delta,dc_compress_coalesce_copy_ns_delta,dc_compress_coalesce_free_ns_delta,dc_compress_scratch_alloc_ns_delta,dc_compress_scratch_free_ns_delta,dc_compress_setup_ns_delta,dc_compress_submit_ns_delta,dc_compress_wait_ns_delta,dc_compress_cleanup_ns_delta,dc_decompress_setup_ns_delta,dc_decompress_submit_ns_delta,dc_decompress_wait_ns_delta,dc_decompress_cleanup_ns_delta,dc_compress_inflight,dc_compress_inflight_max,dc_decompress_inflight,dc_decompress_inflight_max,sha_ok,zfs_qat_cpa_dc_level,zfs_qat_cpa_dc_hufftype,zfs_qat_dc_max_buf_size,zfs_qat_dc_max_instances,zfs_qat_dc_coalesce_src,zfs_qat_decompress_disable,qat_kernel_cy_instances,qat_kernel_dc_instances,zfs_srcversion
raw,qat,sw,128K,1,4,Image.tif_,765384432,1295.186,,,,,,563.57,0.06,4.49,2.03,93.42,17.16x,51.5M,730M,5840,765460480,27367543,0,0,0,0,1070,4770,5840,0,1669610,861464240,669777920,191698000,478079920,0,0,186880,163520,52560,216080,256,224,65,289,0,0,0,0,0,0,0,878550,1512510,36250490,39016840,19135621590,4339810,0,0,0,0,0,50,0,0,yes,4,dynamic,1048576,48,0,1,4,2,4E6670F89115AA129322F75
raw,qat,sw,128K,2,4,Image.tif_,765384432,1299.741,,,,,,561.59,0.05,4.19,1.92,93.84,17.16x,51.5M,730M,5840,765460480,27367703,0,0,0,0,1468,4372,5840,0,1649430,861464240,669777920,191698000,478079920,0,0,186880,163520,52560,216080,256,224,65,289,0,0,0,0,0,0,0,1023770,1490440,35820890,38942770,14334123810,4318930,0,0,0,0,0,50,0,0,yes,4,dynamic,1048576,48,0,1,4,2,4E6670F89115AA129322F75
raw,qat,sw,128K,3,4,Image.tif_,765384432,1287.919,,,,,,566.75,0.06,4.32,2.11,93.51,17.16x,51.5M,730M,5840,765460480,27367682,0,0,0,0,1073,4767,5840,0,1672880,861464240,669777920,191698000,478079920,0,0,186880,163520,52560,216080,256,224,65,289,0,0,0,0,0,0,0,1147830,1485930,36505840,38989340,19218980760,4553890,0,0,0,0,0,50,0,0,yes,4,dynamic,1048576,48,0,1,4,2,4E6670F89115AA129322F75
summary,qat,sw,128K,,4,Image.tif_,765384432,,1294.282,1295.186,1299.741,1299.741,1299.741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,dynamic,1048576,48,0,,4,2,4E6670F89115AA129322F75
raw,qat,sw,256K,1,4,Image.tif_,765384432,1329.568,,,,,,549.00,0.05,3.46,2.18,94.30,21.96x,37.4M,730M,2920,765460480,27586810,0,0,0,0,762,2158,2920,0,901750,861303640,669777920,191531560,478246360,0,0,186880,163520,49640,213160,256,224,65,289,0,0,0,0,0,0,0,802290,865380,31720200,30777340,15015980080,3461350,0,0,0,0,0,50,0,0,yes,4,dynamic,1048576,48,0,1,4,2,4E6670F89115AA129322F75
raw,qat,sw,256K,2,4,Image.tif_,765384432,1251.471,,,,,,583.26,0.07,3.69,1.83,94.40,21.96x,37.4M,730M,2920,765460480,27587155,0,0,0,0,524,2396,2920,0,875400,861303640,669777920,191531560,478246360,0,0,186880,163520,49640,213160,256,224,65,289,0,0,0,0,0,0,0,517100,864120,32518270,30957860,19960327750,3391590,0,0,0,0,0,50,0,0,yes,4,dynamic,1048576,48,0,1,4,2,4E6670F89115AA129322F75
raw,qat,sw,256K,3,4,Image.tif_,765384432,1286.051,,,,,,567.57,0.05,3.53,1.88,94.54,21.96x,37.4M,730M,2920,765460480,27586916,0,0,0,0,544,2376,2920,0,938530,861303640,669777920,191531560,478246360,0,0,186880,163520,49640,213160,256,224,65,289,0,0,0,0,0,0,0,522400,843360,32860640,31066870,19992048910,3412870,0,0,0,0,0,50,0,0,yes,4,dynamic,1048576,48,0,1,4,2,4E6670F89115AA129322F75
summary,qat,sw,256K,,4,Image.tif_,765384432,,1289.030,1286.051,1329.568,1329.568,1329.568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,dynamic,1048576,48,0,,4,2,4E6670F89115AA129322F75
raw,qat,sw,1M,1,4,Image.tif_,765384432,1178.504,,,,,,619.37,0.13,3.59,1.90,94.37,25.57x,30.4M,732M,732,767557632,27973143,0,0,0,0,123,609,732,0,230620,863542596,671612928,191931132,479681796,0,0,187392,163968,47580,211548,256,224,65,289,0,0,0,0,0,0,0,24261810,232510,25375520,23298450,20230221470,858050,0,0,0,0,0,50,0,0,yes,4,dynamic,1048576,48,0,1,4,2,4E6670F89115AA129322F75
raw,qat,sw,1M,2,4,Image.tif_,765384432,1166.362,,,,,,625.82,0.05,3.31,1.66,94.98,25.56x,30.4M,732M,732,767557632,27974992,0,0,0,0,137,595,732,0,218690,863542596,671612928,191931132,479681796,0,0,187392,163968,47580,211548,256,224,65,289,0,0,0,0,0,0,0,173360,230360,24984260,23207600,19994373190,825480,0,0,0,0,0,50,0,0,yes,4,dynamic,1048576,48,0,1,4,2,4E6670F89115AA129322F75
raw,qat,sw,1M,3,4,Image.tif_,765384432,1221.174,,,,,,597.73,0.06,3.09,1.75,95.10,25.56x,30.4M,732M,732,767557632,27973735,0,0,0,0,130,602,732,0,212940,863542596,671612928,191931132,479681796,0,0,187392,163968,47580,211548,256,224,65,289,0,0,0,0,0,0,0,1410420,230470,24548610,22847240,20342515910,850220,0,0,0,0,0,50,0,0,yes,4,dynamic,1048576,48,0,1,4,2,4E6670F89115AA129322F75
summary,qat,sw,1M,,4,Image.tif_,765384432,,1188.680,1178.504,1221.174,1221.174,1221.174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,dynamic,1048576,48,0,,4,2,4E6670F89115AA129322F75
