Results: /root/zfs-qat-scratch-reuse-records128k1m-jobs8-20260523.csv
Source: /nvme_scratch/source/2021-09-05/Scanned Documents/Image.tif (191346108 bytes)
Modes: qat sw
Verify mode: sw
Records: 128K 1M
Iterations: 5
Jobs: 8
raw,qat,sw,128K,1,8,Image.tif_,1530768864,1453.331,,,,,,1004.49,0.11,13.39,4.31,82.19,16.92x,104M,1.43G,8109,1062862848,40000485,0,0,0,0,4767,3342,8109,0,1871790,1196166699,930004992,266177925,663827067,0,0,259488,227052,72981,300033,256,224,65,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3198610,1909240,91415720,69246060,147085057460,12024550,0,0,0,0,0,768,0,0,11684,0,8109,8109,3575,0,0,0,0,0,0,0,768,3575,8109,8109,0,0,0,8109,8109,0,34088690,6123598,147083867944,5850987,32798325,147164962332,18138348,18148349,yes,profile,1,profile,dynamic,profile,1048576,48,profile,0,profile,0,profile,1,profile,8,profile,100,profile,96,profile,throughput,1048576,balanced,1,1,0,6,FC2F209AA09A507B8C7F723,2,2,0,12,12,64,13.50,8.807822,8.736055,69.43,69.40,30.60,30.60,145278327,145107961,0,0,profile,0,profile,0,0,0,0,0,0,profile,1,profile,5000,profile,250,7,0,0,67560667924,0,1,profile,0,0,0,0,0
raw,qat,sw,128K,2,8,Image.tif_,1530768864,1513.749,,,,,,964.40,0.09,12.73,4.72,82.45,16.93x,104M,1.43G,8636,1131937792,42078792,0,0,0,0,5322,3314,8636,0,1947790,1273904996,990445568,283476700,706968868,0,0,276352,241808,77724,319532,256,224,65,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3147260,2613000,96666840,72872070,151611745780,13799340,0,0,0,0,0,768,0,0,11686,0,8636,8636,3050,0,0,0,0,0,0,0,768,3050,8636,8636,0,0,0,8636,8636,0,36080448,6336247,151610353621,6202903,35317199,151696679744,17555622,17565618,yes,profile,1,profile,dynamic,profile,1048576,48,profile,0,profile,0,profile,1,profile,8,profile,100,profile,96,profile,throughput,1048576,balanced,1,1,0,6,FC2F209AA09A507B8C7F723,2,2,0,12,12,64,12.82,8.711885,8.650725,73.95,73.90,26.10,26.10,140616104,140446268,0,0,profile,0,profile,0,0,0,0,0,0,profile,1,profile,5000,profile,250,7,0,0,70029066774,0,1,profile,0,0,0,0,0
raw,qat,sw,128K,3,8,Image.tif_,1530768864,1548.725,,,,,,942.62,0.07,11.95,4.13,83.85,16.93x,104M,1.43G,8790,1152122880,43606093,0,0,0,0,5207,3583,8790,0,1951640,1296621690,1008107520,288531750,719575770,0,0,281280,246120,79110,325230,256,224,65,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3348010,2310770,97734510,73072820,160181203320,13300470,0,0,0,0,0,768,0,0,11683,0,8790,8790,2893,0,0,0,0,0,0,0,768,2893,8790,8790,0,0,0,8790,8790,0,36169842,6265455,160180217054,6053040,38055504,160269181109,18223005,18233126,yes,profile,1,profile,dynamic,profile,1048576,48,profile,0,profile,0,profile,1,profile,8,profile,100,profile,96,profile,throughput,1048576,balanced,1,1,0,6,FC2F209AA09A507B8C7F723,2,2,0,12,12,64,12.02,8.356973,8.308305,75.26,75.24,24.76,24.76,145952502,145784940,0,0,profile,0,profile,0,0,0,0,0,0,profile,1,profile,5000,profile,250,7,0,0,72550721164,0,1,profile,0,0,0,0,0
raw,qat,sw,128K,4,8,Image.tif_,1530768864,1799.836,,,,,,811.10,0.12,11.45,4.41,84.01,16.93x,104M,1.43G,9379,1229324288,45804350,0,0,0,0,5909,3470,9379,0,2065540,1383505669,1075658752,307865675,767793077,0,0,300128,262612,84411,347023,256,224,65,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3427080,2629800,104518430,79697170,164861713720,14120400,0,0,0,0,0,768,0,0,11686,0,9379,9379,2307,0,0,0,0,0,0,0,768,2307,9379,9379,0,0,0,9379,9379,0,38605309,7914029,164860941476,6591344,45891749,164962488697,17577667,17588494,yes,profile,1,profile,dynamic,profile,1048576,48,profile,0,profile,0,profile,1,profile,8,profile,100,profile,96,profile,throughput,1048576,balanced,1,1,0,6,FC2F209AA09A507B8C7F723,2,2,0,12,12,64,11.57,9.348383,9.251425,80.31,80.26,19.74,19.74,140791172,140621997,0,0,profile,0,profile,0,0,0,0,0,0,profile,1,profile,5000,profile,250,8,0,0,75154613644,0,1,profile,0,0,0,0,0
raw,qat,sw,128K,5,8,Image.tif_,1530768864,1615.785,,,,,,903.50,0.10,12.64,4.59,82.67,16.92x,104M,1.43G,9119,1195245568,44221116,0,0,0,0,5905,3214,9119,0,2001380,1345152809,1045839872,299331175,746508697,0,0,291808,255332,82071,337403,256,224,65,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4188020,2286020,102731730,76557310,158060463120,15400060,0,0,0,0,0,768,0,0,11685,0,9119,9119,2566,0,0,0,0,0,0,0,768,2566,9119,9119,0,0,0,9119,9119,0,37856471,6538284,158058671503,6702581,40990475,158153343244,17332895,17343277,yes,profile,1,profile,dynamic,profile,1048576,48,profile,0,profile,0,profile,1,profile,8,profile,100,profile,96,profile,throughput,1048576,balanced,1,1,0,6,FC2F209AA09A507B8C7F723,2,2,0,12,12,64,12.74,9.241091,9.168554,78.08,78.04,21.96,21.96,138835532,138664734,0,0,profile,0,profile,0,0,0,0,0,0,profile,1,profile,5000,profile,250,8,0,0,78023432154,0,1,profile,0,0,0,0,0
summary,qat,sw,128K,,8,Image.tif_,1530768864,,1586.285,1548.725,1799.836,1799.836,1799.836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,profile,1,profile,dynamic,profile,1048576,48,profile,0,profile,0,profile,1,profile,8,profile,100,profile,96,profile,throughput,1048576,balanced,,,0,6,FC2F209AA09A507B8C7F723,2,2,0,12,12,,,,,,,,,,,0,0,profile,0,profile,0,,,,,,profile,1,profile,5000,profile,250,,,,,,,profile,0,,,,
raw,qat,sw,1M,1,8,Image.tif_,1530768864,1379.614,,,,,,1058.16,0.11,10.14,3.04,86.70,25.25x,61.5M,1.43G,1196,1254096896,47663817,0,0,0,0,1196,0,1196,0,380420,1410924788,1097334784,313592396,783742388,0,0,306176,267904,77740,345644,256,224,65,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,262780,0,58556910,47780560,30024941280,4774370,0,0,0,0,0,768,0,0,1472,0,1196,1196,276,0,0,0,0,0,0,0,768,276,1196,1196,0,0,0,1196,1196,0,31099430,1094596,30024744914,989174,5100241,30063411431,25104301,25136631,yes,profile,1,profile,dynamic,profile,1048576,48,profile,0,profile,0,profile,1,profile,8,profile,100,profile,96,profile,throughput,1048576,balanced,1,1,0,6,FC2F209AA09A507B8C7F723,2,2,0,12,12,64,10.25,6.348216,6.280089,81.93,81.25,18.75,18.75,25197369,25104466,0,0,profile,0,profile,0,0,0,0,0,0,profile,1,profile,5000,profile,250,7,0,0,80570187004,0,1,profile,0,0,0,0,0
raw,qat,sw,1M,2,8,Image.tif_,1530768864,1426.968,,,,,,1023.05,0.10,9.41,3.22,87.26,25.26x,61.5M,1.43G,1201,1259339776,48563064,0,0,0,0,1201,0,1201,0,389930,1416823303,1101922304,314903401,787018903,0,0,307456,269024,78065,347089,256,224,65,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233480,0,59286040,48194420,20889798040,4328700,0,0,0,0,0,768,0,0,1471,0,1201,1201,270,0,0,0,0,0,0,0,768,270,1201,1201,0,0,0,1201,1201,0,31265381,1157787,20889493890,957550,5063700,20928334700,17393417,17425757,yes,profile,1,profile,dynamic,profile,1048576,48,profile,0,profile,0,profile,1,profile,8,profile,100,profile,96,profile,throughput,1048576,balanced,1,1,0,6,FC2F209AA09A507B8C7F723,2,2,0,12,12,64,9.51,6.092071,6.028012,82.27,81.65,18.35,18.35,17486767,17393670,0,0,profile,0,profile,0,0,0,0,0,0,profile,1,profile,5000,profile,250,7,0,0,82965801984,0,1,profile,0,0,0,0,0
raw,qat,sw,1M,3,8,Image.tif_,1530768864,1411.215,,,,,,1034.47,0.21,10.58,2.92,86.29,25.26x,61.4M,1.43G,1209,1267728384,47169809,0,0,0,0,1209,0,1209,0,378080,1426260927,1109262336,317001009,792261327,0,0,309504,270816,78585,349401,256,224,65,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245810,0,59329680,48805330,28151117970,4672960,0,0,0,0,0,768,0,0,1471,0,1209,1209,262,0,0,0,0,0,0,0,768,262,1209,1209,0,0,0,1209,1209,0,31507763,1181985,28150917817,988301,5637344,28190652271,23284464,23317330,yes,profile,1,profile,dynamic,profile,1048576,48,profile,0,profile,0,profile,1,profile,8,profile,100,profile,96,profile,throughput,1048576,balanced,1,1,0,6,FC2F209AA09A507B8C7F723,2,2,0,12,12,64,10.79,6.835729,6.702689,82.82,82.19,17.81,17.81,23377937,23284630,0,0,profile,0,profile,0,0,0,0,0,0,profile,1,profile,5000,profile,250,7,0,0,85464551304,0,1,profile,0,0,0,0,0
raw,qat,sw,1M,4,8,Image.tif_,1530768864,1501.241,,,,,,972.43,0.09,9.43,4.19,86.29,25.26x,61.4M,1.43G,1198,1256194048,46484356,0,0,0,0,1198,0,1198,0,379000,1413284194,1099169792,314116798,785052994,0,0,306688,268352,77870,346222,256,224,65,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,285220,1170,60696860,48756470,38013839970,4596080,0,0,0,0,0,768,0,0,1469,0,1198,1198,271,0,0,0,0,0,0,0,768,271,1198,1198,0,0,0,1198,1198,0,31314182,1363811,38013879925,927245,5542457,38053436256,31731118,31764137,yes,profile,1,profile,dynamic,profile,1048576,48,profile,0,profile,0,profile,1,profile,8,profile,100,profile,96,profile,throughput,1048576,balanced,1,1,0,6,FC2F209AA09A507B8C7F723,2,2,0,12,12,64,9.52,6.415900,6.355246,82.06,81.55,18.45,18.45,31826285,31731085,0,0,profile,0,profile,0,0,0,0,0,0,profile,1,profile,5000,profile,250,7,0,0,87794842174,0,1,profile,0,0,0,0,0
