row_type,mode,verify_mode,recordsize,iter,jobs,source_label,source_bytes,elapsed_ms,latency_avg_ms,latency_p50_ms,latency_p95_ms,latency_p99_ms,latency_max_ms,write_bw_mib_s,cpu_user_pct,cpu_system_pct,cpu_iowait_pct,cpu_idle_pct,compressratio,used,logicalused,comp_requests_delta,comp_in_delta,comp_out_delta,decomp_requests_delta,decomp_in_delta,decomp_out_delta,dc_fails_delta,dc_buffer_reuse_hits_delta,dc_buffer_reuse_misses_delta,dc_compress_bound_requests_delta,dc_compress_bound_fails_delta,dc_compress_bound_ns_delta,dc_compress_bound_total_bytes_delta,dc_compress_dst_total_bytes_delta,dc_compress_scratch_bytes_delta,dc_compress_scratch_saved_bytes_delta,dc_compress_overflows_delta,dc_compress_incompressible_delta,dc_compress_src_buffers_delta,dc_compress_dst_buffers_delta,dc_compress_add_buffers_delta,dc_compress_dst_total_buffers_delta,dc_compress_src_buffers_max,dc_compress_dst_buffers_max,dc_compress_add_buffers_max,dc_compress_dst_total_buffers_max,dc_compress_coalesce_requests_delta,dc_compress_coalesce_success_delta,dc_compress_coalesce_fails_delta,dc_compress_coalesce_bytes_delta,dc_compress_coalesce_alloc_ns_delta,dc_compress_coalesce_copy_ns_delta,dc_compress_coalesce_free_ns_delta,dc_compress_dst_coalesce_requests_delta,dc_compress_dst_coalesce_success_delta,dc_compress_dst_coalesce_fails_delta,dc_compress_dst_coalesce_reuse_hits_delta,dc_compress_dst_coalesce_reuse_misses_delta,dc_compress_dst_coalesce_alloc_bytes_delta,dc_compress_dst_coalesce_copy_bytes_delta,dc_compress_dst_coalesce_alloc_ns_delta,dc_compress_dst_coalesce_copy_ns_delta,dc_compress_dst_coalesce_free_ns_delta,dc_compress_scratch_alloc_ns_delta,dc_compress_scratch_free_ns_delta,dc_compress_setup_ns_delta,dc_compress_submit_ns_delta,dc_compress_wait_ns_delta,dc_compress_cleanup_ns_delta,dc_decompress_setup_ns_delta,dc_decompress_submit_ns_delta,dc_decompress_wait_ns_delta,dc_decompress_cleanup_ns_delta,dc_compress_inflight,dc_compress_inflight_max,dc_decompress_inflight,dc_decompress_inflight_max,dc_compress_async_submits_delta,dc_compress_async_submit_fails_delta,dc_compress_async_completions_delta,dc_compress_async_resumes_delta,dc_compress_async_fallbacks_delta,dc_compress_async_cancels_delta,dc_compress_async_submit_retries_delta,dc_compress_async_retry_success_delta,dc_compress_async_fail_retry_delta,dc_compress_async_fail_resource_delta,dc_compress_async_fail_other_delta,dc_compress_async_inflight,dc_compress_async_inflight_max,dc_compress_async_cap_skips_delta,sha_ok,zfs_qat_cpa_dc_level,zfs_qat_cpa_dc_hufftype,zfs_qat_dc_max_buf_size,zfs_qat_dc_max_instances,zfs_qat_dc_coalesce_src,zfs_qat_dc_coalesce_dst,zfs_qat_dc_async,zfs_qat_dc_async_submit_retries,zfs_qat_dc_async_retry_us,zfs_qat_dc_async_max_inflight,zfs_qat_dc_async_cap_policy,zfs_qat_decompress_disable,qat_kernel_cy_instances,qat_kernel_dc_instances,zfs_srcversion,qat_pci_dh895xcc_count,qat_conf_file_count,qat_kernel_cy_instances_total,qat_kernel_dc_instances_total,zfs_qat_dc_instances,cpu_count,cpu_active_pct,cpu_active_s_per_gib,cpu_system_s_per_gib,qat_byte_share_pct,qat_completion_share_pct,qat_fallback_share_pct,qat_cap_skip_share_pct,qat_service_ns_per_mib,qat_wait_ns_per_mib
raw,qat,sw,128K,1,8,Image.tif_,1530768864,1730.700,,,,,,843.51,0.08,12.36,4.83,82.73,17.12x,103M,1.43G,9154,1199833088,43998215,0,0,0,0,4499,4655,9154,0,1746830,1350315694,1049853952,300480050,749373902,0,0,292928,256312,82386,338698,32,28,9,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64017340,0,166723540,63799730,243475139860,35453740,0,0,0,0,0,1024,0,0,11686,0,9154,9154,2532,0,0,0,0,0,0,0,1024,2532,yes,4,dynamic,1048576,48,0,0,1,8,100,1024,fixed,1,0,6,3113C7A062DD66A0FCD30A7,2,2,0,12,12,64,12.44,9.665235,9.603079,78.38,78.33,21.67,21.67,213013867,212781420
raw,qat,sw,128K,2,8,Image.tif_,1530768864,1672.579,,,,,,872.82,0.08,12.93,4.25,82.74,17.11x,103M,1.43G,8973,1176109056,43703421,0,0,0,0,4316,4657,8973,0,1713220,1323616203,1029095424,294538725,734556699,0,0,287136,251244,80757,332001,32,28,9,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12862910,0,116066990,64507800,251918913780,32980970,0,0,0,0,0,1024,0,0,11686,0,8973,8973,2713,0,0,0,0,0,0,0,1024,2713,yes,4,dynamic,1048576,48,0,0,1,8,100,1024,fixed,1,0,6,3113C7A062DD66A0FCD30A7,2,2,0,12,12,64,13.01,9.768641,9.708573,76.83,76.78,23.22,23.22,224792127,224601729
raw,qat,sw,128K,3,8,Image.tif_,1530768864,1703.758,,,,,,856.84,0.10,12.99,3.58,83.33,17.10x,103M,1.43G,8833,1157758976,43365675,0,0,0,0,4833,4000,8833,0,1705830,1302964663,1013039104,289943225,723095879,0,0,282656,247324,79497,326821,32,28,9,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19438540,0,125776790,66504200,237742286940,37747720,0,0,0,0,0,1024,0,0,11686,0,8833,8833,2853,0,0,0,0,0,0,0,1024,2853,yes,4,dynamic,1048576,48,0,0,1,8,100,1024,fixed,1,0,6,3113C7A062DD66A0FCD30A7,2,2,0,12,12,64,13.09,10.011929,9.935444,75.63,75.59,24.41,24.41,215530230,215321895
summary,qat,sw,128K,,8,Image.tif_,1530768864,,1702.346,1703.758,1730.700,1730.700,1730.700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,dynamic,1048576,48,0,0,1,8,100,1024,fixed,,0,6,3113C7A062DD66A0FCD30A7,2,2,0,12,12,,,,,,,,,,
raw,sw,sw,128K,1,8,Image.tif_,1530768864,1663.860,,,,,,877.39,0.08,23.82,2.19,73.91,16.91x,104M,1.43G,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,28,9,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1024,0,yes,4,dynamic,1048576,48,0,0,1,8,100,1024,fixed,1,0,6,3113C7A062DD66A0FCD30A7,2,2,0,12,12,64,23.90,17.851919,17.792164,0.00,na,na,na,na,na
raw,sw,sw,128K,2,8,Image.tif_,1530768864,1752.706,,,,,,832.91,0.09,26.33,2.55,71.03,16.91x,104M,1.43G,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,28,9,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1024,0,yes,4,dynamic,1048576,48,0,0,1,8,100,1024,fixed,1,0,6,3113C7A062DD66A0FCD30A7,2,2,0,12,12,64,26.42,20.787971,20.717157,0.00,na,na,na,na,na
raw,sw,sw,128K,3,8,Image.tif_,1530768864,1830.518,,,,,,797.51,0.10,23.63,2.53,73.74,16.91x,104M,1.43G,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,28,9,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1024,0,yes,4,dynamic,1048576,48,0,0,1,8,100,1024,fixed,1,0,6,3113C7A062DD66A0FCD30A7,2,2,0,12,12,64,23.73,19.500330,19.418154,0.00,na,na,na,na,na
summary,sw,sw,128K,,8,Image.tif_,1530768864,,1749.028,1752.706,1830.518,1830.518,1830.518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,dynamic,1048576,48,0,0,1,8,100,1024,fixed,,0,6,3113C7A062DD66A0FCD30A7,2,2,0,12,12,,,,,,,,,,
