row_type,mode,verify_mode,recordsize,iter,jobs,source_label,source_bytes,elapsed_ms,latency_avg_ms,latency_p50_ms,latency_p95_ms,latency_p99_ms,latency_max_ms,write_bw_mib_s,cpu_user_pct,cpu_system_pct,cpu_iowait_pct,cpu_idle_pct,compressratio,used,logicalused,comp_requests_delta,comp_in_delta,comp_out_delta,decomp_requests_delta,decomp_in_delta,decomp_out_delta,dc_fails_delta,dc_buffer_reuse_hits_delta,dc_buffer_reuse_misses_delta,dc_compress_bound_requests_delta,dc_compress_bound_fails_delta,dc_compress_bound_ns_delta,dc_compress_bound_total_bytes_delta,dc_compress_dst_total_bytes_delta,dc_compress_scratch_bytes_delta,dc_compress_scratch_saved_bytes_delta,dc_compress_overflows_delta,dc_compress_incompressible_delta,dc_compress_src_buffers_delta,dc_compress_dst_buffers_delta,dc_compress_add_buffers_delta,dc_compress_dst_total_buffers_delta,dc_compress_src_buffers_max,dc_compress_dst_buffers_max,dc_compress_add_buffers_max,dc_compress_dst_total_buffers_max,dc_compress_coalesce_requests_delta,dc_compress_coalesce_success_delta,dc_compress_coalesce_fails_delta,dc_compress_coalesce_bytes_delta,dc_compress_coalesce_alloc_ns_delta,dc_compress_coalesce_copy_ns_delta,dc_compress_coalesce_free_ns_delta,dc_compress_dst_coalesce_requests_delta,dc_compress_dst_coalesce_success_delta,dc_compress_dst_coalesce_fails_delta,dc_compress_dst_coalesce_reuse_hits_delta,dc_compress_dst_coalesce_reuse_misses_delta,dc_compress_dst_coalesce_alloc_bytes_delta,dc_compress_dst_coalesce_copy_bytes_delta,dc_compress_dst_coalesce_alloc_ns_delta,dc_compress_dst_coalesce_copy_ns_delta,dc_compress_dst_coalesce_free_ns_delta,dc_compress_scratch_alloc_ns_delta,dc_compress_scratch_free_ns_delta,dc_compress_setup_ns_delta,dc_compress_submit_ns_delta,dc_compress_wait_ns_delta,dc_compress_cleanup_ns_delta,dc_decompress_setup_ns_delta,dc_decompress_submit_ns_delta,dc_decompress_wait_ns_delta,dc_decompress_cleanup_ns_delta,dc_compress_inflight,dc_compress_inflight_max,dc_decompress_inflight,dc_decompress_inflight_max,sha_ok,zfs_qat_cpa_dc_level,zfs_qat_cpa_dc_hufftype,zfs_qat_dc_max_buf_size,zfs_qat_dc_max_instances,zfs_qat_dc_coalesce_src,zfs_qat_dc_coalesce_dst,zfs_qat_decompress_disable,qat_kernel_cy_instances,qat_kernel_dc_instances,zfs_srcversion
raw,qat,sw,128K,1,1,Image.tif_,191346108,834.046,,,,,,218.79,1.21,2.26,1.83,94.70,17.10x,12.9M,183M,1460,191365120,6854209,0,0,0,0,1460,0,1460,0,375500,215366060,167444480,47924500,119519980,0,0,46720,40880,13140,54020,32,28,9,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1187531,355950,8112643,9718959,1761608349,661030,0,0,0,0,0,25,0,0,yes,2,dynamic,1048576,48,0,0,1,4,2,51222238CFF46E75D24E091
raw,qat,sw,128K,2,1,Image.tif_,191346108,713.347,,,,,,255.81,0.78,2.15,0.74,96.32,17.10x,12.9M,183M,1460,191365120,6854158,0,0,0,0,1460,0,1460,0,397160,215366060,167444480,47924500,119519980,0,0,46720,40880,13140,54020,32,28,9,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,457191,373410,8020052,9725113,2025587584,658930,0,0,0,0,0,25,0,0,yes,2,dynamic,1048576,48,0,0,1,4,2,51222238CFF46E75D24E091
raw,qat,sw,128K,3,1,Image.tif_,191346108,739.830,,,,,,246.65,0.02,1.68,0.82,97.48,17.10x,12.9M,183M,1460,191365120,6854181,0,0,0,0,1460,0,1460,0,390990,215366060,167444480,47924500,119519980,0,0,46720,40880,13140,54020,32,28,9,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232630,383230,8040021,9833102,2038141999,702631,0,0,0,0,0,25,0,0,yes,2,dynamic,1048576,48,0,0,1,4,2,51222238CFF46E75D24E091
summary,qat,sw,128K,,1,Image.tif_,191346108,,762.408,739.830,834.046,834.046,834.046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,dynamic,1048576,48,0,0,,4,2,51222238CFF46E75D24E091
raw,qat,sw,256K,1,1,Image.tif_,191346108,636.836,,,,,,286.54,0.05,1.70,0.97,97.28,21.86x,9.43M,183M,730,191365120,6910494,0,0,0,0,730,0,730,0,222550,215325910,167444480,47882890,119561590,0,0,46720,40880,12410,53290,64,56,17,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142240,240161,7514802,7918215,2023129418,709891,0,0,0,0,0,25,0,0,yes,2,dynamic,1048576,48,0,0,1,4,2,51222238CFF46E75D24E091
raw,qat,sw,256K,2,1,Image.tif_,191346108,792.325,,,,,,230.31,0.31,2.33,1.16,96.20,21.86x,9.43M,183M,730,191365120,6910403,0,0,0,0,730,0,730,0,228390,215325910,167444480,47882890,119561590,0,0,46720,40880,12410,53290,64,56,17,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,623650,235570,7321175,7882582,2059044319,654430,0,0,0,0,0,25,0,0,yes,2,dynamic,1048576,48,0,0,1,4,2,51222238CFF46E75D24E091
raw,qat,sw,256K,3,1,Image.tif_,191346108,614.750,,,,,,296.84,0.05,1.61,0.91,97.43,21.86x,9.43M,183M,730,191365120,6910545,0,0,0,0,730,0,730,0,223040,215325910,167444480,47882890,119561590,0,0,46720,40880,12410,53290,64,56,17,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,426770,242940,7397602,7963222,2062100392,667670,0,0,0,0,0,25,0,0,yes,2,dynamic,1048576,48,0,0,1,4,2,51222238CFF46E75D24E091
summary,qat,sw,256K,,1,Image.tif_,191346108,,681.304,636.836,792.325,792.325,792.325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,dynamic,1048576,48,0,0,,4,2,51222238CFF46E75D24E091
raw,qat,sw,1M,1,1,Image.tif_,191346108,644.862,,,,,,282.98,0.00,1.42,0.89,97.70,25.39x,7.68M,183M,183,191889408,7012825,0,0,0,0,183,0,183,0,60950,215885649,167903232,47982783,119920449,0,0,46848,40992,11895,52887,256,224,65,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74633633,70750,6154281,6053320,1973179950,177880,0,0,0,0,0,25,0,0,yes,2,dynamic,1048576,48,0,0,1,4,2,51222238CFF46E75D24E091
raw,qat,sw,1M,2,1,Image.tif_,191346108,620.681,,,,,,294.00,0.05,1.40,0.90,97.66,25.39x,7.68M,183M,183,191889408,7012869,0,0,0,0,183,0,183,0,59880,215885649,167903232,47982783,119920449,0,0,46848,40992,11895,52887,256,224,65,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43496492,67000,5885453,5872997,2018908607,171491,0,0,0,0,0,25,0,0,yes,2,dynamic,1048576,48,0,0,1,4,2,51222238CFF46E75D24E091
