row_type,mode,verify_mode,recordsize,iter,jobs,source_label,source_bytes,elapsed_ms,latency_avg_ms,latency_p50_ms,latency_p95_ms,latency_p99_ms,latency_max_ms,write_bw_mib_s,cpu_user_pct,cpu_system_pct,cpu_iowait_pct,cpu_idle_pct,compressratio,used,logicalused,comp_requests_delta,comp_in_delta,comp_out_delta,decomp_requests_delta,decomp_in_delta,decomp_out_delta,dc_fails_delta,dc_buffer_reuse_hits_delta,dc_buffer_reuse_misses_delta,dc_compress_bound_requests_delta,dc_compress_bound_fails_delta,dc_compress_bound_ns_delta,dc_compress_bound_total_bytes_delta,dc_compress_dst_total_bytes_delta,dc_compress_scratch_bytes_delta,dc_compress_scratch_saved_bytes_delta,dc_compress_overflows_delta,dc_compress_incompressible_delta,dc_compress_src_buffers_delta,dc_compress_dst_buffers_delta,dc_compress_add_buffers_delta,dc_compress_dst_total_buffers_delta,dc_compress_src_buffers_max,dc_compress_dst_buffers_max,dc_compress_add_buffers_max,dc_compress_dst_total_buffers_max,dc_compress_coalesce_requests_delta,dc_compress_coalesce_success_delta,dc_compress_coalesce_fails_delta,dc_compress_coalesce_bytes_delta,dc_compress_coalesce_alloc_ns_delta,dc_compress_coalesce_copy_ns_delta,dc_compress_coalesce_free_ns_delta,dc_compress_dst_coalesce_requests_delta,dc_compress_dst_coalesce_success_delta,dc_compress_dst_coalesce_fails_delta,dc_compress_dst_coalesce_reuse_hits_delta,dc_compress_dst_coalesce_reuse_misses_delta,dc_compress_dst_coalesce_alloc_bytes_delta,dc_compress_dst_coalesce_copy_bytes_delta,dc_compress_dst_coalesce_alloc_ns_delta,dc_compress_dst_coalesce_copy_ns_delta,dc_compress_dst_coalesce_free_ns_delta,dc_compress_scratch_alloc_ns_delta,dc_compress_scratch_free_ns_delta,dc_compress_setup_ns_delta,dc_compress_submit_ns_delta,dc_compress_wait_ns_delta,dc_compress_cleanup_ns_delta,dc_decompress_setup_ns_delta,dc_decompress_submit_ns_delta,dc_decompress_wait_ns_delta,dc_decompress_cleanup_ns_delta,dc_compress_inflight,dc_compress_inflight_max,dc_decompress_inflight,dc_decompress_inflight_max,dc_compress_async_submits_delta,dc_compress_async_submit_fails_delta,dc_compress_async_completions_delta,dc_compress_async_resumes_delta,dc_compress_async_fallbacks_delta,dc_compress_async_cancels_delta,dc_compress_async_submit_retries_delta,dc_compress_async_retry_success_delta,dc_compress_async_fail_retry_delta,dc_compress_async_fail_resource_delta,dc_compress_async_fail_other_delta,dc_compress_async_inflight,dc_compress_async_inflight_max,dc_compress_async_cap_skips_delta,sha_ok,zfs_qat_cpa_dc_level,zfs_qat_cpa_dc_hufftype,zfs_qat_dc_max_buf_size,zfs_qat_dc_max_instances,zfs_qat_dc_coalesce_src,zfs_qat_dc_coalesce_dst,zfs_qat_dc_async,zfs_qat_dc_async_submit_retries,zfs_qat_dc_async_retry_us,zfs_qat_dc_async_max_inflight,zfs_qat_decompress_disable,qat_kernel_cy_instances,qat_kernel_dc_instances,zfs_srcversion
raw,qat,sw,8K,1,4,Image.tif_,765384432,2564.174,,,,,,284.66,0.03,13.08,5.65,81.25,4.44x,221M,732M,93432,765394944,23916795,0,0,0,0,17366,76066,93432,0,17913416,866208072,382697472,483697464,0,0,1024,186864,93432,186864,280296,256,224,65,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177982963,0,656212632,653885787,662301547399,310107128,0,0,0,0,0,1542,0,0,93432,4872,88560,88560,5896,0,145431,36747,4872,0,0,0,1580,0,yes,4,dynamic,1048576,48,0,0,1,8,100,0,1,0,6,22FB20D6AB5642298B92542
summary,qat,sw,8K,,4,Image.tif_,765384432,,2564.174,2564.174,2564.174,2564.174,2564.174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,dynamic,1048576,48,0,0,1,8,100,0,,0,6,22FB20D6AB5642298B92542
raw,qat,sw,16K,1,4,Image.tif_,765384432,1853.826,,,,,,393.74,0.03,10.13,3.54,86.29,7.80x,126M,731M,46716,765394944,26502793,0,0,0,0,6323,40393,46716,0,8978155,863638692,574046208,289685916,284360292,0,0,186864,140148,93432,233580,256,224,65,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95292019,0,336774132,395536688,579986367330,154079026,0,0,0,0,0,1542,0,0,46716,4108,42608,42608,4108,0,95245,20199,4108,0,0,0,1580,0,yes,4,dynamic,1048576,48,0,0,1,8,100,0,1,0,6,22FB20D6AB5642298B92542
summary,qat,sw,16K,,4,Image.tif_,765384432,,1853.826,1853.826,1853.826,1853.826,1853.826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,dynamic,1048576,48,0,0,1,8,100,0,,0,6,22FB20D6AB5642298B92542
raw,qat,sw,32K,1,4,Image.tif_,765384432,1870.206,,,,,,390.29,0.07,9.71,5.73,84.49,6.92x,140M,731M,23360,765460480,20612712,0,0,0,0,3046,20314,23360,0,4886293,862427840,669777920,192696640,477081280,0,0,186880,163520,70080,233600,256,224,65,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54285271,0,193856778,381281914,412997290899,70881317,0,0,0,0,0,1545,0,0,23360,6066,17294,17294,6066,0,91412,11773,6066,0,0,0,1580,0,yes,4,dynamic,1048576,48,0,0,1,8,100,0,1,0,6,22FB20D6AB5642298B92542
summary,qat,sw,32K,,4,Image.tif_,765384432,,1870.206,1870.206,1870.206,1870.206,1870.206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,dynamic,1048576,48,0,0,1,8,100,0,,0,6,22FB20D6AB5642298B92542
raw,qat,sw,64K,1,4,Image.tif_,765384432,1403.678,,,,,,520.01,0.06,8.40,3.73,87.81,11.63x,80.8M,730M,11680,765460480,18278800,0,0,0,0,1620,10060,11680,0,2564611,861785440,669777920,192030880,477747040,0,0,186880,163520,58400,221920,256,224,65,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16695466,0,106617219,286054917,297626134239,29734973,0,0,0,0,0,1545,0,0,11680,4530,7150,7150,4530,0,53946,4481,4530,0,0,0,1580,0,yes,4,dynamic,1048576,48,0,0,1,8,100,0,1,0,6,22FB20D6AB5642298B92542
summary,qat,sw,64K,,4,Image.tif_,765384432,,1403.678,1403.678,1403.678,1403.678,1403.678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,dynamic,1048576,48,0,0,1,8,100,0,,0,6,22FB20D6AB5642298B92542
raw,qat,sw,128K,1,4,Image.tif_,765384432,1176.004,,,,,,620.68,0.05,8.37,2.14,89.44,17.07x,51.6M,730M,5840,765460480,17686116,0,0,0,0,911,4929,5840,0,1301040,861464240,669777920,191698000,478079920,0,0,186880,163520,52560,216080,256,224,65,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12560567,0,76404913,189049930,263842021064,15841609,0,0,0,0,0,1545,0,0,5840,2270,3570,3570,2270,0,23297,1239,2270,0,0,0,1580,0,yes,4,dynamic,1048576,48,0,0,1,8,100,0,1,0,6,22FB20D6AB5642298B92542
summary,qat,sw,128K,,4,Image.tif_,765384432,,1176.004,1176.004,1176.004,1176.004,1176.004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,dynamic,1048576,48,0,0,1,8,100,0,,0,6,22FB20D6AB5642298B92542
