row_type,mode,verify_mode,recordsize,iter,jobs,source_label,source_bytes,elapsed_ms,latency_avg_ms,latency_p50_ms,latency_p95_ms,latency_p99_ms,latency_max_ms,write_bw_mib_s,cpu_user_pct,cpu_system_pct,cpu_iowait_pct,cpu_idle_pct,compressratio,used,logicalused,comp_requests_delta,comp_in_delta,comp_out_delta,decomp_requests_delta,decomp_in_delta,decomp_out_delta,dc_fails_delta,dc_buffer_reuse_hits_delta,dc_buffer_reuse_misses_delta,dc_compress_bound_requests_delta,dc_compress_bound_fails_delta,dc_compress_bound_ns_delta,dc_compress_bound_total_bytes_delta,dc_compress_dst_total_bytes_delta,dc_compress_scratch_bytes_delta,dc_compress_scratch_saved_bytes_delta,dc_compress_overflows_delta,dc_compress_incompressible_delta,dc_compress_src_buffers_delta,dc_compress_dst_buffers_delta,dc_compress_add_buffers_delta,dc_compress_dst_total_buffers_delta,dc_compress_src_buffers_max,dc_compress_dst_buffers_max,dc_compress_add_buffers_max,dc_compress_dst_total_buffers_max,dc_compress_coalesce_requests_delta,dc_compress_coalesce_success_delta,dc_compress_coalesce_fails_delta,dc_compress_coalesce_bytes_delta,dc_compress_coalesce_alloc_ns_delta,dc_compress_coalesce_copy_ns_delta,dc_compress_coalesce_free_ns_delta,dc_compress_dst_coalesce_requests_delta,dc_compress_dst_coalesce_success_delta,dc_compress_dst_coalesce_fails_delta,dc_compress_dst_coalesce_alloc_bytes_delta,dc_compress_dst_coalesce_copy_bytes_delta,dc_compress_dst_coalesce_alloc_ns_delta,dc_compress_dst_coalesce_copy_ns_delta,dc_compress_dst_coalesce_free_ns_delta,dc_compress_scratch_alloc_ns_delta,dc_compress_scratch_free_ns_delta,dc_compress_setup_ns_delta,dc_compress_submit_ns_delta,dc_compress_wait_ns_delta,dc_compress_cleanup_ns_delta,dc_decompress_setup_ns_delta,dc_decompress_submit_ns_delta,dc_decompress_wait_ns_delta,dc_decompress_cleanup_ns_delta,dc_compress_inflight,dc_compress_inflight_max,dc_decompress_inflight,dc_decompress_inflight_max,sha_ok,zfs_qat_cpa_dc_level,zfs_qat_cpa_dc_hufftype,zfs_qat_dc_max_buf_size,zfs_qat_dc_max_instances,zfs_qat_dc_coalesce_src,zfs_qat_dc_coalesce_dst,zfs_qat_decompress_disable,qat_kernel_cy_instances,qat_kernel_dc_instances,zfs_srcversion
raw,qat,sw,128K,1,4,Image.tif_,765384432,1887.574,,,,,,386.70,0.02,3.75,3.08,93.14,17.16x,51.5M,730M,5840,765460480,27367559,0,0,0,0,1081,4759,5840,0,1722610,861464240,669777920,191698000,478079920,0,0,186880,5840,0,5840,256,224,65,289,0,0,0,0,0,0,0,5840,5840,0,861475920,27367559,95505277,5874973,16861882,346260,358260,117483841,26919587,18818869830,21364155,0,0,0,0,0,50,0,0,yes,4,dynamic,1048576,48,0,1,1,4,2,536449095ADB8E51B622004
raw,qat,sw,128K,2,4,Image.tif_,765384432,1896.816,,,,,,384.82,0.08,3.94,3.07,92.91,17.16x,51.5M,730M,5840,765460480,27367599,0,0,0,0,1081,4759,5840,0,1719280,861464240,669777920,191698000,478079920,0,0,186880,5840,0,5840,256,224,65,289,0,0,0,0,0,0,0,5840,5840,0,861475920,27367599,97515111,6037461,16961015,367550,361240,119878724,27052478,18823016853,21326306,0,0,0,0,0,50,0,0,yes,4,dynamic,1048576,48,0,1,1,4,2,536449095ADB8E51B622004
raw,qat,sw,128K,3,4,Image.tif_,765384432,1867.783,,,,,,390.80,0.03,3.88,3.36,92.73,17.16x,51.5M,730M,5840,765460480,27367655,0,0,0,0,1035,4805,5840,0,1717871,861464240,669777920,191698000,478079920,0,0,186880,5840,0,5840,256,224,65,289,0,0,0,0,0,0,0,5840,5840,0,861475920,27367655,94396918,5670803,16827920,340020,356580,116450169,26851962,18755457742,21207687,0,0,0,0,0,50,0,0,yes,4,dynamic,1048576,48,0,1,1,4,2,536449095ADB8E51B622004
summary,qat,sw,128K,,4,Image.tif_,765384432,,1884.058,1887.574,1896.816,1896.816,1896.816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,dynamic,1048576,48,0,1,,4,2,536449095ADB8E51B622004
raw,qat,sw,256K,1,4,Image.tif_,765384432,1768.219,,,,,,412.80,0.04,3.43,2.62,93.91,21.96x,37.4M,730M,2920,765460480,27586738,0,0,0,0,523,2397,2920,0,929080,861303640,669777920,191531560,478246360,0,0,186880,2920,0,2920,256,224,65,289,0,0,0,0,0,0,0,2920,2920,0,861309480,27586738,101175723,4673221,13254559,166941,180040,119666587,18860908,19277663816,16336600,0,0,0,0,0,50,0,0,yes,4,dynamic,1048576,48,0,1,1,4,2,536449095ADB8E51B622004
raw,qat,sw,256K,2,4,Image.tif_,765384432,1768.764,,,,,,412.68,0.04,3.41,2.65,93.91,21.96x,37.4M,730M,2920,765460480,27586776,0,0,0,0,519,2401,2920,0,943272,861303640,669777920,191531560,478246360,0,0,186880,2920,0,2920,256,224,65,289,0,0,0,0,0,0,0,2920,2920,0,861309480,27586776,102216168,4732422,13397565,168450,182580,120956491,19073017,19363475256,16526295,0,0,0,0,0,50,0,0,yes,4,dynamic,1048576,48,0,1,1,4,2,536449095ADB8E51B622004
raw,qat,sw,256K,3,4,Image.tif_,765384432,1793.426,,,,,,407.00,0.07,3.62,2.42,93.89,21.96x,37.4M,730M,2920,765460480,27586899,0,0,0,0,520,2400,2920,0,912911,861303640,669777920,191531560,478246360,0,0,186880,2920,0,2920,256,224,65,289,0,0,0,0,0,0,0,2920,2920,0,861309480,27586899,103893215,4910604,13482344,167670,190850,122465079,18918181,19398606495,16591486,0,0,0,0,0,50,0,0,yes,4,dynamic,1048576,48,0,1,1,4,2,536449095ADB8E51B622004
summary,qat,sw,256K,,4,Image.tif_,765384432,,1776.803,1768.764,1793.426,1793.426,1793.426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,dynamic,1048576,48,0,1,,4,2,536449095ADB8E51B622004
raw,qat,sw,1M,1,4,Image.tif_,765384432,1630.611,,,,,,447.64,0.03,3.54,1.90,94.53,25.56x,30.4M,732M,732,767557632,27977613,0,0,0,0,126,606,732,0,234051,863542596,671612928,191931132,479681796,0,0,187392,732,0,732,256,224,65,289,0,0,0,0,0,0,0,732,732,0,863544060,27977613,264366586,4608901,14453802,38270,61810,280163990,12586659,19698594270,15738132,0,0,0,0,0,50,0,0,yes,4,dynamic,1048576,48,0,1,1,4,2,536449095ADB8E51B622004
raw,qat,sw,1M,2,4,Image.tif_,765384432,1635.851,,,,,,446.21,0.04,3.42,1.76,94.79,25.56x,30.4M,732M,732,767557632,27973618,0,0,0,0,125,607,732,0,259720,863542596,671612928,191931132,479681796,0,0,187392,732,0,732,256,224,65,289,0,0,0,0,0,0,0,732,732,0,863544060,27973618,249469028,4804542,11590928,39150,49770,265307454,12571575,19927408152,12921338,0,0,0,0,0,50,0,0,yes,4,dynamic,1048576,48,0,1,1,4,2,536449095ADB8E51B622004
