case,baseline_case,runs,jobs,recordsize,zfs_srcversion,sha_ok_all,mean_elapsed_ms,baseline_mean_elapsed_ms,delta_elapsed_ms,delta_elapsed_ms_pct,mean_write_bw_mib_s,baseline_mean_write_bw_mib_s,delta_write_bw_mib_s,delta_write_bw_mib_s_pct,mean_cpu_active_pct,baseline_mean_cpu_active_pct,delta_cpu_active_pct,delta_cpu_active_pct_pct,mean_cpu_active_s_per_gib,baseline_mean_cpu_active_s_per_gib,delta_cpu_active_s_per_gib,delta_cpu_active_s_per_gib_pct,mean_cpu_system_s_per_gib,baseline_mean_cpu_system_s_per_gib,delta_cpu_system_s_per_gib,delta_cpu_system_s_per_gib_pct,mean_qat_byte_share_pct,baseline_mean_qat_byte_share_pct,delta_qat_byte_share_pct,delta_qat_byte_share_pct_pct,mean_qat_completion_share_pct,baseline_mean_qat_completion_share_pct,delta_qat_completion_share_pct,delta_qat_completion_share_pct_pct,mean_qat_fallback_share_pct,baseline_mean_qat_fallback_share_pct,delta_qat_fallback_share_pct,delta_qat_fallback_share_pct_pct,mean_qat_cap_skip_share_pct,baseline_mean_qat_cap_skip_share_pct,delta_qat_cap_skip_share_pct,delta_qat_cap_skip_share_pct_pct,mean_qat_service_ns_per_mib,baseline_mean_qat_service_ns_per_mib,delta_qat_service_ns_per_mib,delta_qat_service_ns_per_mib_pct,mean_qat_wait_ns_per_mib,baseline_mean_qat_wait_ns_per_mib,delta_qat_wait_ns_per_mib,delta_qat_wait_ns_per_mib_pct,mean_qat_setup_ns_per_req,baseline_mean_qat_setup_ns_per_req,delta_qat_setup_ns_per_req,delta_qat_setup_ns_per_req_pct,mean_qat_submit_ns_per_req,baseline_mean_qat_submit_ns_per_req,delta_qat_submit_ns_per_req,delta_qat_submit_ns_per_req_pct,mean_qat_req_alloc_ns_per_req,baseline_mean_qat_req_alloc_ns_per_req,delta_qat_req_alloc_ns_per_req,delta_qat_req_alloc_ns_per_req_pct,mean_qat_req_free_ns_per_req,baseline_mean_qat_req_free_ns_per_req,delta_qat_req_free_ns_per_req,delta_qat_req_free_ns_per_req_pct,mean_qat_page_array_alloc_ns_per_req,baseline_mean_qat_page_array_alloc_ns_per_req,delta_qat_page_array_alloc_ns_per_req,delta_qat_page_array_alloc_ns_per_req_pct,mean_qat_page_array_free_ns_per_req,baseline_mean_qat_page_array_free_ns_per_req,delta_qat_page_array_free_ns_per_req,delta_qat_page_array_free_ns_per_req_pct,mean_qat_src_buffers_per_req,baseline_mean_qat_src_buffers_per_req,delta_qat_src_buffers_per_req,delta_qat_src_buffers_per_req_pct,mean_qat_dst_total_buffers_per_req,baseline_mean_qat_dst_total_buffers_per_req,delta_qat_dst_total_buffers_per_req,delta_qat_dst_total_buffers_per_req_pct,mean_compressratio,baseline_mean_compressratio,delta_compressratio,delta_compressratio_pct
async_status_combined_jobs4,page_lookup_cache_jobs4,3,4,1M,70AE4251EFBF4F1377B4B5D,True,897.2616666666667,776.7163333333333,120.54533333333336,15.519865896987708,813.6733333333333,941.0266666666666,-127.35333333333335,-13.533445740113637,6.713333333333333,7.586666666666667,-0.873333333333334,-11.511423550087882,5.402928,5.277107666666667,0.12582033333333342,2.384266937134693,5.338418,5.212045,0.12637300000000007,2.424633709033596,86.49,84.34666666666666,2.143333333333331,2.541100221308881,86.24666666666667,84.11,2.1366666666666703,2.54032417865494,13.753333333333334,15.889999999999999,-2.136666666666665,-13.446612125026212,13.753333333333334,15.889999999999999,-2.136666666666665,-13.446612125026212,33914386.333333336,32252869.666666668,1661516.666666668,5.151531270979726,33799913.333333336,32140696.333333332,1659217.0000000037,5.16235548474791,74022.07466666667,73320.18333333333,701.891333333333,0.9572962060696789,40346.331,38749.953,1596.377999999997,4.119690158075796,1264.8346666666666,1165.68,99.15466666666657,8.506165214009552,0.0,0.0,0.0,,753.608,721.999,31.608999999999924,4.377983903024785,0.0,0.0,0.0,,256.0,256.0,0.0,0.0,289.0,289.0,0.0,0.0,25.246666666666666,,,
async_status_combined_jobs8,page_lookup_cache_jobs8,3,8,1M,70AE4251EFBF4F1377B4B5D,True,1251.412,989.293,262.119,26.4955882635377,1166.5766666666666,1477.16,-310.5833333333335,-21.02570698728191,11.993333333333334,16.123333333333335,-4.130000000000001,-25.615050651230103,6.737692,7.153105333333333,-0.4154133333333334,-5.80745444076596,6.651525,7.086535333333334,-0.4350103333333335,-6.138547440625195,78.17999999999999,79.82333333333332,-1.6433333333333309,-2.0587129911888726,77.58666666666666,79.20333333333333,-1.6166666666666742,-2.041159883843282,22.413333333333334,20.796666666666667,1.6166666666666671,7.773681679756374,22.413333333333334,20.796666666666667,1.6166666666666671,7.773681679756374,34390201.666666664,26945543.0,7444658.666666664,27.6285345842415,34308148.0,26859470.0,7448678.0,27.732036410249343,40893.633,44507.854999999996,-3614.2219999999943,-8.12041380111442,41052.431666666664,41463.36666666667,-410.93500000000495,-0.9910796759549312,1051.4506666666666,1395.404,-343.9533333333334,-24.649014431185044,0.0,0.0,0.0,,258.459,224.24666666666667,34.21233333333333,15.25656271367839,0.0,0.0,0.0,,256.0,256.0,0.0,0.0,289.0,289.0,0.0,0.0,25.26,,,
