row_type,mode,verify_mode,recordsize,iter,jobs,source_label,source_bytes,elapsed_ms,latency_avg_ms,latency_p50_ms,latency_p95_ms,latency_p99_ms,latency_max_ms,write_bw_mib_s,cpu_user_pct,cpu_system_pct,cpu_iowait_pct,cpu_idle_pct,compressratio,used,logicalused,comp_requests_delta,comp_in_delta,comp_out_delta,decomp_requests_delta,decomp_in_delta,decomp_out_delta,dc_fails_delta,dc_buffer_reuse_hits_delta,dc_buffer_reuse_misses_delta,dc_compress_bound_requests_delta,dc_compress_bound_fails_delta,dc_compress_bound_ns_delta,dc_compress_bound_total_bytes_delta,dc_compress_dst_total_bytes_delta,dc_compress_scratch_bytes_delta,dc_compress_scratch_saved_bytes_delta,dc_compress_overflows_delta,dc_compress_incompressible_delta,dc_compress_src_buffers_delta,dc_compress_dst_buffers_delta,dc_compress_add_buffers_delta,dc_compress_dst_total_buffers_delta,dc_compress_src_buffers_max,dc_compress_dst_buffers_max,dc_compress_add_buffers_max,dc_compress_dst_total_buffers_max,dc_compress_coalesce_requests_delta,dc_compress_coalesce_success_delta,dc_compress_coalesce_fails_delta,dc_compress_coalesce_bytes_delta,dc_compress_coalesce_alloc_ns_delta,dc_compress_coalesce_copy_ns_delta,dc_compress_coalesce_free_ns_delta,dc_compress_dst_coalesce_requests_delta,dc_compress_dst_coalesce_success_delta,dc_compress_dst_coalesce_fails_delta,dc_compress_dst_coalesce_reuse_hits_delta,dc_compress_dst_coalesce_reuse_misses_delta,dc_compress_dst_coalesce_alloc_bytes_delta,dc_compress_dst_coalesce_copy_bytes_delta,dc_compress_dst_coalesce_alloc_ns_delta,dc_compress_dst_coalesce_copy_ns_delta,dc_compress_dst_coalesce_free_ns_delta,dc_compress_scratch_alloc_ns_delta,dc_compress_scratch_free_ns_delta,dc_compress_setup_ns_delta,dc_compress_submit_ns_delta,dc_compress_wait_ns_delta,dc_compress_cleanup_ns_delta,dc_decompress_setup_ns_delta,dc_decompress_submit_ns_delta,dc_decompress_wait_ns_delta,dc_decompress_cleanup_ns_delta,dc_compress_inflight,dc_compress_inflight_max,dc_decompress_inflight,dc_decompress_inflight_max,dc_compress_async_submits_delta,dc_compress_async_submit_fails_delta,dc_compress_async_completions_delta,dc_compress_async_resumes_delta,dc_compress_async_fallbacks_delta,dc_compress_async_cancels_delta,dc_compress_async_submit_retries_delta,dc_compress_async_retry_success_delta,dc_compress_async_fail_retry_delta,dc_compress_async_fail_resource_delta,dc_compress_async_fail_other_delta,dc_compress_async_inflight,dc_compress_async_inflight_max,dc_compress_async_cap_skips_delta,qat_driver_submits_delta,qat_driver_comp_submits_delta,qat_driver_decomp_submits_delta,qat_driver_tx_retries_delta,qat_driver_tx_errors_delta,qat_driver_callbacks_delta,qat_driver_comp_callbacks_delta,qat_driver_decomp_callbacks_delta,qat_driver_create_ns_delta,qat_driver_trans_put_ns_delta,qat_driver_response_wait_ns_delta,qat_driver_callback_process_ns_delta,qat_driver_user_callback_ns_delta,qat_driver_total_ns_delta,qat_driver_avg_response_wait_ns,qat_driver_avg_total_ns,sha_ok,zfs_qat_cpa_dc_level,zfs_qat_effective_cpa_dc_level,zfs_qat_cpa_dc_hufftype,zfs_qat_effective_cpa_dc_hufftype,zfs_qat_dc_max_buf_size,zfs_qat_dc_effective_max_buf_size,zfs_qat_dc_max_instances,zfs_qat_dc_coalesce_src,zfs_qat_dc_effective_coalesce_src,zfs_qat_dc_coalesce_dst,zfs_qat_dc_effective_coalesce_dst,zfs_qat_dc_async,zfs_qat_dc_effective_async,zfs_qat_dc_async_submit_retries,zfs_qat_dc_effective_async_submit_retries,zfs_qat_dc_async_retry_us,zfs_qat_dc_effective_async_retry_us,zfs_qat_dc_async_max_inflight,zfs_qat_dc_effective_async_max_inflight,zfs_qat_dc_async_cap_policy,zfs_qat_dc_profile,zfs_qat_dc_profile_recordsize,zfs_qat_dc_ratio_profile,zfs_qat_decompress_disable,zfs_qat_effective_decompress_disable,qat_kernel_cy_instances,qat_kernel_dc_instances,zfs_srcversion,qat_pci_dh895xcc_count,qat_conf_file_count,qat_kernel_cy_instances_total,qat_kernel_dc_instances_total,zfs_qat_dc_instances,cpu_count,cpu_active_pct,cpu_active_s_per_gib,cpu_system_s_per_gib,qat_byte_share_pct,qat_completion_share_pct,qat_fallback_share_pct,qat_cap_skip_share_pct,qat_service_ns_per_mib,qat_wait_ns_per_mib,zfs_qat_dc_poll,zfs_qat_dc_effective_poll,zfs_qat_dc_poll_interval_us,zfs_qat_dc_effective_poll_interval_us,zfs_qat_dc_poll_quota,zfs_qat_dc_effective_poll_quota,dc_poll_calls_delta,dc_poll_success_delta,dc_poll_retries_delta,dc_poll_fails_delta,dc_poll_ns_delta,zfs_qat_dc_watchdog,zfs_qat_dc_effective_watchdog,zfs_qat_dc_watchdog_timeout_ms,zfs_qat_dc_effective_watchdog_timeout_ms,zfs_qat_dc_watchdog_interval_ms,zfs_qat_dc_effective_watchdog_interval_ms,dc_watchdog_checks_delta,dc_watchdog_stalls_delta,dc_watchdog_runtime_disables_delta,dc_watchdog_last_progress_ns,dc_watchdog_last_stall_ns,dc_watchdog_health,dc_watchdog_request_timeouts_delta,dc_watchdog_request_recoveries_delta,dc_watchdog_request_unrecoverable_delta,dc_watchdog_late_completions_delta,zfs_qat_dc_quarantine_dst,zfs_qat_dc_effective_quarantine_dst,dc_compress_quarantine_dst_requests_delta,dc_compress_quarantine_dst_success_delta,dc_compress_quarantine_dst_fails_delta,dc_compress_quarantine_dst_copy_bytes_delta,dc_compress_quarantine_dst_retained_delta,dc_compress_quarantine_dst_retained_bytes_delta,dc_compress_quarantine_dst_retained_released_delta
raw,qat,sw,64K,1,1,Image.tif_,191346108,1019.444,,,,,,179.00,0.03,3.39,1.47,95.11,11.55x,20.3M,183M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2920,0,0,0,2920,0,0,0,0,0,0,0,0,2920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,na,na,yes,profile,1,profile,dynamic,profile,1048576,48,profile,0,profile,0,1,1,profile,8,profile,100,profile,96,profile,balanced,1048576,balanced,1,1,0,6,8E806B0F2ECAB0E00043522,2,2,0,12,12,64,3.42,12.521308,12.411472,0.00,0.00,100.00,100.00,na,na,1,1,10,10,0,0,0,0,0,0,0,profile,1,profile,5000,profile,250,5,0,0,13379544787,0,1,0,0,0,0,profile,0,0,0,0,0,0,0,0
raw,qat,sw,64K,2,1,Image.tif_,191346108,878.900,,,,,,207.63,0.02,3.84,2.83,93.31,11.55x,20.3M,183M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2920,0,0,0,2920,0,0,0,0,0,0,0,0,2920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,na,na,yes,profile,1,profile,dynamic,profile,1048576,48,profile,0,profile,0,1,1,profile,8,profile,100,profile,96,profile,balanced,1048576,balanced,1,1,0,6,8E806B0F2ECAB0E00043522,2,2,0,12,12,64,3.86,12.183918,12.120789,0.00,0.00,100.00,100.00,na,na,1,1,10,10,0,0,0,0,0,0,0,profile,1,profile,5000,profile,250,5,0,0,13379544787,0,1,0,0,0,0,profile,0,0,0,0,0,0,0,0
raw,qat,sw,64K,3,1,Image.tif_,191346108,921.475,,,,,,198.03,0.03,3.50,1.60,94.87,11.55x,20.3M,183M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2920,0,0,0,2920,0,0,0,0,0,0,0,0,2920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,na,na,yes,profile,1,profile,dynamic,profile,1048576,48,profile,0,profile,0,1,1,profile,8,profile,100,profile,96,profile,balanced,1048576,balanced,1,1,0,6,8E806B0F2ECAB0E00043522,2,2,0,12,12,64,3.53,11.682034,11.582753,0.00,0.00,100.00,100.00,na,na,1,1,10,10,0,0,0,0,0,0,0,profile,1,profile,5000,profile,250,5,0,0,13379544787,0,1,0,0,0,0,profile,0,0,0,0,0,0,0,0
summary,qat,sw,64K,,1,Image.tif_,191346108,,939.940,921.475,1019.444,1019.444,1019.444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,profile,1,profile,dynamic,profile,1048576,48,profile,0,profile,0,1,1,profile,8,profile,100,profile,96,profile,balanced,1048576,balanced,,,0,6,8E806B0F2ECAB0E00043522,2,2,0,12,12,,,,,,,,,,,1,1,10,10,0,0,,,,,,profile,1,profile,5000,profile,250,,,,,,,,,,,profile,0,,,,,,,
raw,qat,sw,128K,1,1,Image.tif_,191346108,814.713,,,,,,223.98,0.02,1.98,1.05,96.95,16.88x,13.0M,183M,1460,191365120,6953469,0,0,0,0,1166,294,1460,0,421180,215366060,167444480,47924500,119519980,0,0,46720,40880,13140,54020,32,28,9,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18714499,0,32250440,11431755,15465423065,2905492,0,0,0,0,0,632,0,0,1460,0,1460,1460,0,0,0,0,0,0,0,0,634,0,1460,1460,0,0,0,1460,1460,0,5635786,916372,15465434200,920534,4697104,15477982563,10592763,10601357,yes,profile,1,profile,dynamic,profile,1048576,48,profile,0,profile,0,1,1,profile,8,profile,100,profile,96,profile,balanced,1048576,balanced,1,1,0,6,8E806B0F2ECAB0E00043522,2,2,0,12,12,64,2.00,5.851872,5.793354,100.01,100.00,0.00,0.00,84997319,84742044,1,1,10,10,0,0,15384,1299,14085,0,8434451,profile,1,profile,5000,profile,250,4,0,0,52304566928,0,1,0,0,0,0,profile,0,0,0,0,0,0,0,0
raw,qat,sw,128K,2,1,Image.tif_,191346108,771.088,,,,,,236.66,0.10,2.05,1.23,96.62,16.88x,13.0M,183M,1441,188874752,6916682,0,0,0,0,988,453,1441,0,445370,212563351,165265408,47300825,117964583,0,0,46112,40348,12969,53317,32,28,9,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9745256,0,23695851,11324127,18440068261,3439661,0,0,0,0,0,768,0,0,1460,0,1441,1441,19,0,0,0,0,0,0,0,768,19,1441,1441,0,0,0,1441,1441,0,5427159,950953,18440219215,848256,4539758,18452368437,12796821,12805252,yes,profile,1,profile,dynamic,profile,1048576,48,profile,0,profile,0,1,1,profile,8,profile,100,profile,96,profile,balanced,1048576,balanced,1,1,0,6,8E806B0F2ECAB0E00043522,2,2,0,12,12,64,2.15,5.953915,5.676989,98.71,98.70,1.30,1.30,102587247,102373731,1,1,10,10,0,0,15372,1271,14101,0,8124314,profile,1,profile,5000,profile,250,4,0,0,54148079767,0,1,0,0,0,0,profile,0,0,0,0,0,0,0,0
raw,qat,sw,128K,3,1,Image.tif_,191346108,748.797,,,,,,243.70,0.02,1.95,0.87,97.15,16.88x,13.0M,183M,1441,188874752,6916925,0,0,0,0,954,487,1441,0,416650,212563351,165265408,47300825,117964583,0,0,46112,40348,12969,53317,32,28,9,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3399050,0,17327142,11211131,19451310090,3610820,0,0,0,0,0,768,0,0,1460,0,1441,1441,19,0,0,0,0,0,0,0,768,19,1441,1441,0,0,0,1441,1441,0,5449276,951592,19451447219,835646,4581855,19463643697,13498575,13507039,yes,profile,1,profile,dynamic,profile,1048576,48,profile,0,profile,0,1,1,profile,8,profile,100,profile,96,profile,balanced,1048576,balanced,1,1,0,6,8E806B0F2ECAB0E00043522,2,2,0,12,12,64,1.97,5.297739,5.243955,98.71,98.70,1.30,1.30,108166324,107987842,1,1,10,10,0,0,15384,1265,14119,0,8113502,profile,1,profile,5000,profile,250,5,0,0,55985352933,0,1,0,0,0,0,profile,0,0,0,0,0,0,0,0
summary,qat,sw,128K,,1,Image.tif_,191346108,,778.199,771.088,814.713,814.713,814.713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,profile,1,profile,dynamic,profile,1048576,48,profile,0,profile,0,1,1,profile,8,profile,100,profile,96,profile,balanced,1048576,balanced,,,0,6,8E806B0F2ECAB0E00043522,2,2,0,12,12,,,,,,,,,,,1,1,10,10,0,0,,,,,,profile,1,profile,5000,profile,250,,,,,,,,,,,profile,0,,,,,,,
raw,qat,sw,256K,1,1,Image.tif_,191346108,635.737,,,,,,287.04,0.02,2.17,1.49,96.32,21.62x,9.53M,183M,669,175374336,6402634,0,0,0,0,669,0,669,0,164730,197332923,153452544,43881717,109570827,0,0,42816,37464,11373,48837,64,56,17,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8404461,0,17218933,7809516,5077522493,1399411,0,0,0,0,0,768,0,0,730,0,669,669,61,0,0,0,0,0,0,0,768,61,669,669,0,0,0,669,669,0,4630949,382078,5077506848,426186,1970134,5085079637,7589696,7601015,yes,profile,1,profile,dynamic,profile,1048576,48,profile,0,profile,0,1,1,profile,8,profile,100,profile,96,profile,balanced,1048576,balanced,1,1,0,6,8E806B0F2ECAB0E00043522,2,2,0,12,12,64,2.19,5.000136,4.954473,91.65,91.64,8.36,8.36,30516893,30358879,1,1,10,10,0,0,15876,620,15256,0,4709734,profile,1,profile,5000,profile,250,4,0,0,57826236181,0,1,0,0,0,0,profile,0,0,0,0,0,0,0,0
raw,qat,sw,256K,2,1,Image.tif_,191346108,701.261,,,,,,260.22,0.04,2.30,1.06,96.60,21.62x,9.53M,183M,530,138936320,5750055,0,0,0,0,530,0,530,0,162571,156332510,121569280,34764290,86804990,0,0,33920,29680,9010,38690,64,56,17,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14456784,0,21765838,6472453,4696484445,1054010,0,0,0,0,0,768,0,0,730,0,530,530,200,0,0,0,0,0,0,0,768,200,530,530,0,0,0,530,530,0,3675504,371218,4696452201,358534,1846942,4702845960,8861230,8873294,yes,profile,1,profile,dynamic,profile,1048576,48,profile,0,profile,0,1,1,profile,8,profile,100,profile,96,profile,balanced,1048576,balanced,1,1,0,6,8E806B0F2ECAB0E00043522,2,2,0,12,12,64,2.34,5.893262,5.792523,72.61,72.60,27.40,27.40,35666240,35445166,1,1,10,10,0,0,12084,471,11613,0,4182302,profile,1,profile,5000,profile,250,4,0,0,59505176522,0,1,0,0,0,0,profile,0,0,0,0,0,0,0,0
