profile,jobs,recordsize,src_coalesce,mode,iters,sha_ok_all,elapsed_ms,latency_avg_ms,write_bw_mib_s,cpu_active_s_per_gib,cpu_system_s_per_gib,compressratio,qat_byte_share_pct,qat_completion_share_pct,qat_fallback_share_pct,qat_cap_skip_share_pct,qat_service_ns_per_mib,qat_wait_ns_per_mib,qat_setup_ns_per_req,qat_submit_ns_per_req,qat_wait_ns_per_req,qat_cleanup_ns_per_req,qat_page_array_alloc_ns_per_req,qat_page_array_free_ns_per_req,qat_buffer_list_alloc_ns_per_req,qat_buffer_list_free_ns_per_req,qat_req_alloc_ns_per_req,qat_req_free_ns_per_req,qat_src_buffers_per_req,qat_dst_total_buffers_per_req,qat_bound_bytes_per_req,qat_scratch_bytes_per_req,dc_compress_coalesce_requests_delta,dc_compress_coalesce_success_delta,dc_compress_coalesce_fails_delta,dc_compress_coalesce_bytes_delta,dc_compress_coalesce_alloc_ns_delta,dc_compress_coalesce_copy_ns_delta,dc_compress_coalesce_free_ns_delta,comp_requests_delta,comp_in_delta,dc_fails_delta,dc_compress_submit_fails_delta,dc_compress_async_submits_delta,dc_compress_async_completions_delta,dc_compress_async_cap_skips_delta,coalesce_alloc_ns_per_req,coalesce_copy_ns_per_req,coalesce_free_ns_per_req,coalesce_bytes_per_req
async,8,512K,0,qat,2,yes,1258.761500,,1160.660000,7.056298,6.977818,,61.975000,61.810000,38.190000,38.190000,20351620.500000,20248009.000000,27030.870500,20971.143500,10124004.640000,3803.561000,2357.043000,2259.399500,0.000000,0.000000,617.126500,321.778500,128.000000,145.000000,589879.000000,131129.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1809.500000,948699136.000000,0.000000,,2927.500000,1809.500000,1118.000000,,,,
async,8,512K,0,sw,2,yes,1469.684000,,993.365000,12.130408,12.054652,,0.000000,,,,,,,,,,,,,,,,,,,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,0.000000,0.000000,0.000000,,,,
async,8,512K,1,qat,2,yes,1392.814000,,1050.180000,7.654238,7.591437,,69.680000,69.510000,30.490000,30.490000,19866872.500000,18779660.000000,512813.516000,17751.824000,9389830.060500,13041.062000,3951.111500,2982.922000,0.000000,0.000000,1065.962000,457.178000,1.000000,145.000000,589879.000000,131129.000000,2034.500000,2034.500000,0.000000,1066663936.000000,322372035.000000,656665405.000000,15772815.000000,2034.500000,1066663936.000000,0.000000,,2927.000000,2034.500000,892.500000,158452.708282,322765.006144,7752.673876,524288.000000
async,8,512K,1,sw,2,yes,1472.668000,,991.700000,12.142867,12.093349,,0.000000,,,,,,,,,,,,,,,,,,,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,0.000000,0.000000,0.000000,,,,
async,8,1M,0,qat,2,yes,1374.787000,,1062.010000,5.850112,5.788394,,82.405000,81.750000,18.250000,18.250000,26326891.500000,26235484.500000,47669.579000,39222.164500,26235484.425500,4515.391000,3431.299500,2582.390500,0.000000,0.000000,773.576000,534.000500,256.000000,289.000000,1179703.000000,262201.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1203.000000,1261436928.000000,0.000000,,1471.500000,1203.000000,268.500000,,,,
async,8,1M,0,sw,2,yes,1466.409500,,995.530000,12.577917,12.515373,,0.000000,,,,,,,,,,,,,,,,,,,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,0.000000,0.000000,0.000000,,,,
async,8,1M,1,qat,2,yes,1367.145500,,1068.105000,7.337364,7.269956,,80.210000,79.580000,20.420000,20.420000,31895631.000000,30158742.000000,1682638.945500,34800.941000,30158742.272000,19448.663500,10426.760000,3575.757000,0.000000,0.000000,2213.174000,835.272500,1.000000,289.000000,1179703.000000,262201.000000,1171.000000,1171.000000,0.000000,1227882496.000000,642699570.000000,1254192560.000000,15236600.000000,1171.000000,1227882496.000000,0.000000,,1471.500000,1171.000000,300.500000,548846.771990,1071044.030743,13011.614005,1048576.000000
async,8,1M,1,sw,2,yes,1474.384500,,991.320000,11.791561,11.738838,,0.000000,,,,,,,,,,,,,,,,,,,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,0.000000,0.000000,0.000000,,,,
sync,4,64K,0,qat,2,yes,1312.477000,,556.305000,7.461887,7.385193,,100.010000,,,,9726571.500000,9552662.000000,4470.678500,5659.151000,597041.374000,739.499000,365.865500,287.287500,0.000000,0.000000,232.317500,170.780000,16.000000,19.000000,73783.000000,16441.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11680.000000,765460480.000000,0.000000,,0.000000,0.000000,0.000000,,,,
sync,4,64K,0,sw,2,yes,1247.576500,,585.215000,13.457476,13.390268,,0.000000,,,,,,,,,,,,,,,,,,,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,0.000000,0.000000,0.000000,,,,
sync,4,64K,1,qat,2,yes,1193.951000,,611.510000,7.099875,7.019389,,100.010000,,,,10760812.500000,10324860.000000,19642.681500,5014.056000,645303.746500,2590.268000,387.955500,288.003000,0.000000,0.000000,258.880000,198.308000,1.000000,19.000000,73783.000000,16441.000000,11680.000000,11680.000000,0.000000,765460480.000000,68408995.000000,112899575.000000,18481535.000000,11680.000000,765460480.000000,0.000000,,0.000000,0.000000,0.000000,5856.934503,9666.059503,1582.323202,65536.000000
sync,4,64K,1,sw,2,yes,1253.380500,,582.410000,13.525697,13.430478,,0.000000,,,,,,,,,,,,,,,,,,,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,0.000000,0.000000,0.000000,,,,
sync,4,128K,0,qat,2,yes,1079.266000,,676.460000,4.958802,4.896168,,100.010000,,,,10851975.000000,10729461.000000,6593.876000,7898.829000,1341182.631000,821.541500,293.006000,310.693500,0.000000,0.000000,218.175500,182.252500,32.000000,37.000000,147511.000000,32825.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5840.000000,765460480.000000,0.000000,,0.000000,0.000000,0.000000,,,,
sync,4,128K,0,sw,2,yes,1128.647500,,646.830000,12.356577,12.306036,,0.000000,,,,,,,,,,,,,,,,,,,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,0.000000,0.000000,0.000000,,,,
sync,4,128K,1,qat,2,yes,1123.842000,,653.385000,5.347806,5.254657,,100.010000,,,,10860048.500000,10533832.500000,31566.198000,6158.878500,1316729.037500,3051.991500,360.540500,321.006500,0.000000,0.000000,236.577000,196.036000,1.000000,37.000000,147511.000000,32825.000000,5840.000000,5840.000000,0.000000,765460480.000000,53085250.000000,100682105.000000,11734530.000000,5840.000000,765460480.000000,0.000000,,0.000000,0.000000,0.000000,9089.940068,17240.086473,2009.337329,131072.000000
sync,4,128K,1,sw,2,yes,1086.634000,,671.815000,12.351003,12.287641,,0.000000,,,,,,,,,,,,,,,,,,,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,0.000000,0.000000,0.000000,,,,
sync,4,256K,0,qat,2,yes,1048.543000,,696.135000,4.151690,4.090497,,100.010000,,,,10598763.500000,10498953.500000,11620.469500,11841.284000,2624738.433000,1490.693500,1053.965500,795.698500,0.000000,0.000000,185.245000,134.032500,64.000000,73.000000,294967.000000,65593.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2920.000000,765460480.000000,0.000000,,0.000000,0.000000,0.000000,,,,
sync,4,256K,0,sw,2,yes,990.027500,,737.280000,11.817770,11.755551,,0.000000,,,,,,,,,,,,,,,,,,,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,0.000000,0.000000,0.000000,,,,
sync,4,256K,1,qat,2,yes,981.618500,,743.695000,4.344399,4.287262,,100.010000,,,,10684651.500000,10362321.500000,67737.167500,8428.392000,2590580.409500,4416.966000,959.854000,686.530500,0.000000,0.000000,191.022500,157.834000,1.000000,73.000000,294967.000000,65593.000000,2920.000000,2920.000000,0.000000,765460480.000000,53918660.000000,119327425.000000,8517620.000000,2920.000000,765460480.000000,0.000000,,0.000000,0.000000,0.000000,18465.294521,40865.556507,2916.993151,262144.000000
sync,4,256K,1,sw,2,yes,989.081000,,740.320000,11.565810,11.460741,,0.000000,,,,,,,,,,,,,,,,,,,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,0.000000,0.000000,0.000000,,,,
sync,4,512K,0,qat,2,yes,1057.748000,,690.325000,3.728353,3.666532,,100.010000,,,,10462951.000000,10379275.000000,20318.770500,19876.579000,5189637.442000,1642.579000,1336.835500,925.729500,0.000000,0.000000,274.582000,210.698500,128.000000,145.000000,589879.000000,131129.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1460.000000,765460480.000000,0.000000,,0.000000,0.000000,0.000000,,,,
sync,4,512K,0,sw,2,yes,977.396500,,746.975000,11.769243,11.685281,,0.000000,,,,,,,,,,,,,,,,,,,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,0.000000,0.000000,0.000000,,,,
sync,4,512K,1,qat,2,yes,1034.128500,,705.905000,4.024392,3.959488,,100.010000,,,,10697405.000000,10310714.500000,173621.291000,13157.397500,5155357.397000,6566.318500,1293.938500,928.531000,0.000000,0.000000,344.394000,343.585500,1.000000,145.000000,589879.000000,131129.000000,1460.000000,1460.000000,0.000000,765460480.000000,75313290.000000,157870870.000000,6991010.000000,1460.000000,765460480.000000,0.000000,,0.000000,0.000000,0.000000,51584.445205,108130.732877,4788.363014,524288.000000
sync,4,512K,1,sw,2,yes,968.862000,,753.475000,11.406796,11.358905,,0.000000,,,,,,,,,,,,,,,,,,,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,0.000000,0.000000,0.000000,,,,
sync,4,1M,0,qat,2,yes,1017.112500,,717.660000,3.561133,3.488075,,100.280000,,,,10545853.000000,10473708.000000,35945.949500,34636.899000,10473708.094500,1562.035500,1380.170500,864.303500,0.000000,0.000000,271.503000,211.263500,256.000000,289.000000,1179703.000000,262201.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,732.000000,767557632.000000,0.000000,,0.000000,0.000000,0.000000,,,,
