row_type,mode,verify_mode,recordsize,iter,jobs,source_label,source_bytes,elapsed_ms,latency_avg_ms,latency_p50_ms,latency_p95_ms,latency_p99_ms,latency_max_ms,write_bw_mib_s,cpu_user_pct,cpu_system_pct,cpu_iowait_pct,cpu_idle_pct,compressratio,used,logicalused,comp_requests_delta,comp_in_delta,comp_out_delta,decomp_requests_delta,decomp_in_delta,decomp_out_delta,dc_fails_delta,dc_buffer_reuse_hits_delta,dc_buffer_reuse_misses_delta,dc_compress_bound_requests_delta,dc_compress_bound_fails_delta,dc_compress_bound_ns_delta,dc_compress_bound_total_bytes_delta,dc_compress_dst_total_bytes_delta,dc_compress_scratch_bytes_delta,dc_compress_scratch_saved_bytes_delta,dc_compress_overflows_delta,dc_compress_incompressible_delta,dc_compress_src_buffers_delta,dc_compress_dst_buffers_delta,dc_compress_add_buffers_delta,dc_compress_dst_total_buffers_delta,dc_compress_src_buffers_max,dc_compress_dst_buffers_max,dc_compress_add_buffers_max,dc_compress_dst_total_buffers_max,dc_compress_coalesce_requests_delta,dc_compress_coalesce_success_delta,dc_compress_coalesce_fails_delta,dc_compress_coalesce_bytes_delta,dc_compress_coalesce_alloc_ns_delta,dc_compress_coalesce_copy_ns_delta,dc_compress_coalesce_free_ns_delta,dc_compress_dst_coalesce_requests_delta,dc_compress_dst_coalesce_success_delta,dc_compress_dst_coalesce_fails_delta,dc_compress_dst_coalesce_reuse_hits_delta,dc_compress_dst_coalesce_reuse_misses_delta,dc_compress_dst_coalesce_alloc_bytes_delta,dc_compress_dst_coalesce_copy_bytes_delta,dc_compress_dst_coalesce_alloc_ns_delta,dc_compress_dst_coalesce_copy_ns_delta,dc_compress_dst_coalesce_free_ns_delta,dc_compress_scratch_alloc_ns_delta,dc_compress_scratch_free_ns_delta,dc_compress_setup_ns_delta,dc_compress_submit_ns_delta,dc_compress_wait_ns_delta,dc_compress_cleanup_ns_delta,dc_decompress_setup_ns_delta,dc_decompress_submit_ns_delta,dc_decompress_wait_ns_delta,dc_decompress_cleanup_ns_delta,dc_compress_inflight,dc_compress_inflight_max,dc_decompress_inflight,dc_decompress_inflight_max,dc_compress_async_submits_delta,dc_compress_async_submit_fails_delta,dc_compress_async_completions_delta,dc_compress_async_resumes_delta,dc_compress_async_fallbacks_delta,dc_compress_async_cancels_delta,dc_compress_async_submit_retries_delta,dc_compress_async_retry_success_delta,dc_compress_async_fail_retry_delta,dc_compress_async_fail_resource_delta,dc_compress_async_fail_other_delta,dc_compress_async_inflight,dc_compress_async_inflight_max,dc_compress_async_cap_skips_delta,qat_driver_submits_delta,qat_driver_comp_submits_delta,qat_driver_decomp_submits_delta,qat_driver_tx_retries_delta,qat_driver_tx_errors_delta,qat_driver_callbacks_delta,qat_driver_comp_callbacks_delta,qat_driver_decomp_callbacks_delta,qat_driver_create_ns_delta,qat_driver_trans_put_ns_delta,qat_driver_response_wait_ns_delta,qat_driver_callback_process_ns_delta,qat_driver_user_callback_ns_delta,qat_driver_total_ns_delta,qat_driver_avg_response_wait_ns,qat_driver_avg_total_ns,sha_ok,zfs_qat_cpa_dc_level,zfs_qat_effective_cpa_dc_level,zfs_qat_cpa_dc_hufftype,zfs_qat_effective_cpa_dc_hufftype,zfs_qat_dc_max_buf_size,zfs_qat_dc_effective_max_buf_size,zfs_qat_dc_max_instances,zfs_qat_dc_coalesce_src,zfs_qat_dc_effective_coalesce_src,zfs_qat_dc_coalesce_dst,zfs_qat_dc_effective_coalesce_dst,zfs_qat_dc_async,zfs_qat_dc_effective_async,zfs_qat_dc_async_submit_retries,zfs_qat_dc_effective_async_submit_retries,zfs_qat_dc_async_retry_us,zfs_qat_dc_effective_async_retry_us,zfs_qat_dc_async_max_inflight,zfs_qat_dc_effective_async_max_inflight,zfs_qat_dc_async_cap_policy,zfs_qat_dc_profile,zfs_qat_dc_profile_recordsize,zfs_qat_dc_ratio_profile,zfs_qat_decompress_disable,zfs_qat_effective_decompress_disable,qat_kernel_cy_instances,qat_kernel_dc_instances,zfs_srcversion,qat_pci_dh895xcc_count,qat_conf_file_count,qat_kernel_cy_instances_total,qat_kernel_dc_instances_total,zfs_qat_dc_instances,cpu_count,cpu_active_pct,cpu_active_s_per_gib,cpu_system_s_per_gib,qat_byte_share_pct,qat_completion_share_pct,qat_fallback_share_pct,qat_cap_skip_share_pct,qat_service_ns_per_mib,qat_wait_ns_per_mib,zfs_qat_dc_poll,zfs_qat_dc_effective_poll,zfs_qat_dc_poll_interval_us,zfs_qat_dc_effective_poll_interval_us,zfs_qat_dc_poll_quota,zfs_qat_dc_effective_poll_quota,dc_poll_calls_delta,dc_poll_success_delta,dc_poll_retries_delta,dc_poll_fails_delta,dc_poll_ns_delta,zfs_qat_dc_watchdog,zfs_qat_dc_effective_watchdog,zfs_qat_dc_watchdog_timeout_ms,zfs_qat_dc_effective_watchdog_timeout_ms,zfs_qat_dc_watchdog_interval_ms,zfs_qat_dc_effective_watchdog_interval_ms,dc_watchdog_checks_delta,dc_watchdog_stalls_delta,dc_watchdog_runtime_disables_delta,dc_watchdog_last_progress_ns,dc_watchdog_last_stall_ns,dc_watchdog_health,zfs_qat_dc_quarantine_dst,zfs_qat_dc_effective_quarantine_dst,dc_compress_quarantine_dst_requests_delta,dc_compress_quarantine_dst_success_delta,dc_compress_quarantine_dst_fails_delta,dc_compress_quarantine_dst_copy_bytes_delta
raw,qat,sw,1M,1,8,Image.tif_,1530768864,1489.034,,,,,,980.40,0.10,9.98,3.24,86.67,25.24x,61.5M,1.43G,1195,1253048320,47559566,0,0,0,0,1195,0,1195,0,566480,1409745085,1096417280,313330195,783087085,0,0,305920,267680,77675,345355,256,224,65,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1281261,0,62165138,49044462,21683073113,5776863,0,0,0,0,0,768,0,0,1472,0,1195,1195,277,0,0,0,0,0,0,0,768,277,1195,1195,0,0,0,1195,1195,0,30628371,1249115,21683312967,1140001,5202084,21722228538,18145031,18177597,yes,profile,1,profile,dynamic,profile,1048576,48,profile,0,profile,0,profile,0,profile,8,profile,100,profile,96,profile,throughput,1048576,balanced,1,1,0,6,38C562CCF5F59E6889FDE50,2,2,0,12,12,64,10.08,6.738068,6.671222,81.86,81.18,18.82,18.82,18242728,18144831,1,1,5,5,profile,0,149124,1100,148024,0,25163829,profile,1,profile,5000,profile,250,7,0,0,367390292823,0,1,profile,0,0,0,0,0
raw,qat,sw,1M,2,8,Image.tif_,1530768864,1359.342,,,,,,1073.94,0.10,10.49,3.10,86.30,25.26x,61.5M,1.43G,1189,1246756864,46797667,0,0,0,0,1189,0,1189,0,518180,1402666867,1090912256,311756989,779155267,0,0,304384,266336,77285,343621,256,224,65,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2933850,0,61130600,48484229,24301414666,5040242,0,0,0,0,0,768,0,0,1472,0,1189,1189,283,0,0,0,0,0,0,0,768,283,1189,1189,0,0,0,1189,1189,0,30953146,1193567,24301586450,1083298,5166964,24340582713,20438676,20471474,yes,profile,1,profile,dynamic,profile,1048576,48,profile,0,profile,0,profile,0,profile,8,profile,100,profile,96,profile,throughput,1048576,balanced,1,1,0,6,38C562CCF5F59E6889FDE50,2,2,0,12,12,64,10.59,6.462416,6.401392,81.45,80.77,19.23,19.23,20534962,20438532,1,1,5,5,profile,0,146688,1088,145600,0,24259967,profile,1,profile,5000,profile,250,7,0,0,369836083599,0,1,profile,0,0,0,0,0
raw,qat,sw,1M,3,8,Image.tif_,1530768864,1347.174,,,,,,1083.64,0.13,10.77,3.17,85.93,25.26x,61.5M,1.43G,1190,1247805440,46454119,0,0,0,0,1190,0,1190,0,542990,1403846570,1091829760,312019190,779810570,0,0,304640,266560,77350,343910,256,224,65,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3334400,0,62110963,48973139,30441211771,5761493,0,0,0,0,0,768,0,0,1472,0,1190,1190,282,0,0,0,0,0,0,0,768,282,1190,1190,0,0,0,1190,1190,0,30956366,1216357,30441182415,1423686,6606786,30482020144,25580825,25615142,yes,profile,1,profile,dynamic,profile,1048576,48,profile,0,profile,0,profile,0,profile,8,profile,100,profile,96,profile,throughput,1048576,balanced,1,1,0,6,38C562CCF5F59E6889FDE50,2,2,0,12,12,64,10.90,6.592049,6.513428,81.51,80.84,19.16,19.16,25679040,25580850,1,1,5,5,profile,0,146580,1081,145499,0,26572950,profile,1,profile,5000,profile,250,7,0,0,372158800667,0,1,profile,0,0,0,0,0
summary,qat,sw,1M,,8,Image.tif_,1530768864,,1398.517,1359.342,1489.034,1489.034,1489.034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,profile,1,profile,dynamic,profile,1048576,48,profile,0,profile,0,profile,0,profile,8,profile,100,profile,96,profile,throughput,1048576,balanced,,,0,6,38C562CCF5F59E6889FDE50,2,2,0,12,12,,,,,,,,,,,1,1,5,5,profile,0,,,,,,profile,1,profile,5000,profile,250,,,,,,,profile,0,,,,
